Algorithm,Strategy,POIs dist,Net size,Cap,Merge cells,Sample,Num queries,Num users,Prop POIs,Num POIs,Cost,WARL,MWRL,MRL1,MRL2,Num it,Elapsed time,Alpha,Beta,Entropy
VST-NCA,N/A,Quito,543,3,False,38,8,10,N/A,118,3.572752214836215,0.1645426768854404,0.004463282947594103,0.6666666666666666,1.6666666666666667,0,8.647606968278978,1.0,4.0,1.5973615891825852
VST-CA,mixed,Quito,543,3,False,38,8,10,N/A,118,3.5543786581090133,0.1644653447427594,0.004463282947594103,0.6666666666666666,1.6666666666666667,3,20.636298574440616,1.0,4.0,1.5925195300558173
VST-CA,pure,Quito,543,3,False,38,8,10,N/A,118,3.5543786581090133,0.1644653447427594,0.004463282947594103,0.6666666666666666,1.6666666666666667,3,21.699038113475353,1.0,4.0,1.5925195300558173
VST-NCA,N/A,Quito,430,2,False,39,5,10,N/A,18,78.72669392421477,0.3363460807129809,0.010593046904808844,3.5,5.0,0,5.132339037860902,1.0,4.0,1.6303437524805309
VST-CA,mixed,Quito,430,2,False,39,5,10,N/A,18,78.72669392421477,0.3363460807129809,0.010593046904808844,3.5,5.0,2,7.508651531174792,1.0,4.0,1.6303437524805309
VST-CA,pure,Quito,430,2,False,39,5,10,N/A,18,78.72669392421477,0.3363460807129809,0.010593046904808844,3.5,5.0,2,7.588606103382517,1.0,4.0,1.6303437524805309
VST-NCA,N/A,Quito,493,2,False,40,5,10,N/A,30,5.296775446861117,0.2190168063160579,0.008022244450521904,3.0,3.0,0,4.702966267456532,1.0,4.0,1.3720499327361995
VST-CA,mixed,Quito,493,2,False,40,5,10,N/A,30,5.296775446861117,0.2190168063160579,0.008022244450521904,3.0,3.0,2,6.8631229199161226,1.0,4.0,1.3720499327361995
VST-CA,pure,Quito,493,2,False,40,5,10,N/A,30,5.296775446861117,0.2190168063160579,0.008022244450521904,3.0,3.0,2,6.605739423373279,1.0,4.0,1.3720499327361995
VST-NCA,N/A,Quito,351,2,False,41,6,10,N/A,26,24.84545124274524,0.307804152628989,0.010364255350203855,4.0,4.0,0,5.904090040821075,1.0,4.0,1.6454669397917712
VST-CA,mixed,Quito,351,2,False,41,6,10,N/A,26,24.08429285590935,0.30755287759892597,0.010364255350203855,4.0,4.0,3,8.911752526693817,1.0,4.0,1.6368947647138767
VST-CA,pure,Quito,351,2,False,41,6,10,N/A,26,24.08429285590935,0.30755287759892597,0.010364255350203855,4.0,4.0,3,10.390513612745053,1.0,4.0,1.6368947647138767
VST-NCA,N/A,Quito,487,2,False,42,5,10,N/A,60,1.4439063851538592,0.1755343036413959,0.0048529567588733976,1.0,2.0,0,5.936561359296775,1.0,4.0,1.1683996095099347
VST-CA,mixed,Quito,487,2,False,42,5,10,N/A,60,1.4439063851538592,0.1755343036413959,0.0048529567588733976,1.0,2.0,2,7.943334868909687,1.0,4.0,1.1683996095099347
VST-CA,pure,Quito,487,2,False,42,5,10,N/A,60,1.4439063851538592,0.1755343036413959,0.0048529567588733976,1.0,2.0,2,8.137794083570952,1.0,4.0,1.1683996095099347
VST-NCA,N/A,Quito,490,2,False,43,4,10,N/A,53,1.4255474965620787,0.15103353860384197,0.006304425818422802,1.5,1.5,0,3.4987800261403663,1.0,4.0,1.017369380160718
VST-CA,mixed,Quito,490,2,False,43,4,10,N/A,53,1.4255474965620787,0.15103353860384197,0.006304425818422802,1.5,1.5,2,3.6203289764812325,1.0,4.0,1.017369380160718
VST-CA,pure,Quito,490,2,False,43,4,10,N/A,53,1.4255474965620787,0.15103353860384197,0.006304425818422802,1.5,1.5,2,3.883925438103006,1.0,4.0,1.017369380160718
VST-NCA,N/A,Quito,333,1,False,44,1,10,N/A,1,3.4940682019840517,0.22698673840495184,0.015590206569348052,1.0,3.0,0,0.6018582446033633,1.0,4.0,0.7638090609834112
VST-CA,mixed,Quito,333,1,False,44,1,10,N/A,1,3.4940682019840517,0.22698673840495184,0.015590206569348052,1.0,3.0,2,2.2189459315322893,1.0,4.0,0.7638090609834112
VST-CA,pure,Quito,333,1,False,44,1,10,N/A,1,3.4940682019840517,0.22698673840495184,0.015590206569348052,1.0,3.0,2,2.2538106172662538,1.0,4.0,0.7638090609834112
VST-NCA,N/A,Quito,604,3,False,45,7,10,N/A,129,1.7335689971658568,0.12647566380882563,0.0033647776243934534,1.3333333333333333,1.6666666666666667,0,11.868663626304851,1.0,4.0,1.276318924533617
VST-CA,mixed,Quito,604,3,False,45,7,10,N/A,129,1.7170455695813793,0.12634500223422074,0.0033647776243934534,1.3333333333333333,1.6666666666666667,3,29.478303965931445,1.0,4.0,1.2734883390600138
VST-CA,pure,Quito,604,3,False,45,7,10,N/A,129,1.7170455695813793,0.12634500223422074,0.0033647776243934534,1.3333333333333333,1.6666666666666667,3,44.083804171003976,1.0,4.0,1.2734883390600138
VST-NCA,N/A,Quito,283,1,False,46,1,10,N/A,4,0.4544757366013673,0.14926680935202527,0.011203650145772275,1.0,2.0,0,0.1256334251916087,1.0,4.0,0.6856190575380672
VST-CA,mixed,Quito,283,1,False,46,1,10,N/A,4,0.4544757366013673,0.14926680935202527,0.011203650145772275,1.0,2.0,2,0.3775456912876507,1.0,4.0,0.6856190575380672
VST-CA,pure,Quito,283,1,False,46,1,10,N/A,4,0.4544757366013673,0.14926680935202527,0.011203650145772275,1.0,2.0,2,0.4244530052490063,1.0,4.0,0.6856190575380672
VST-NCA,N/A,Quito,470,1,False,47,3,10,N/A,16,8.129023541491692,0.31740509900223457,0.01260435823236599,3.0,3.0,0,5.853458658459203,1.0,4.0,1.1346066034724391
