Algorithm,Strategy,POIs dist,Net size,Cap,Merge cells,Sample,Num queries,Num users,Prop POIs,Num POIs,Cost,WARL,MWRL,MRL1,MRL2,Num it,Elapsed time,Alpha,Beta,Entropy
VST-NCA,N/A,zipfian,900,1,False,0,4,8,0.1,1,221.0236632067164,0.11394588935379722,0.0016062421774329998,2.0,3.0,0,23.386722831649923,0.15,4.0,0.7881710929577566
VST-NCA,N/A,uniform,900,1,False,0,4,8,0.1,1,475.18321737804916,0.11444846333316668,0.002126042404437567,3.0,4.0,0,20.886713555032646,0.15,4.0,0.8036028057943014
VST-CA,mixed,zipfian,900,1,False,0,4,8,0.1,1,221.0236632067164,0.11394588935379722,0.0016062421774329998,2.0,3.0,2,34.67635500785354,0.15,4.0,0.7881710929577566
VST-CA,mixed,uniform,900,1,False,0,4,8,0.1,1,475.18321737804916,0.11444846333316668,0.002126042404437567,3.0,4.0,2,28.508952725174083,0.15,4.0,0.8036028057943014
VST-CA,pure,zipfian,900,1,False,0,4,8,0.1,1,221.0236632067164,0.11394588935379722,0.0016062421774329998,2.0,3.0,2,22.742709269630197,0.15,4.0,0.7881710929577566
VST-CA,pure,uniform,900,1,False,0,4,8,0.1,1,290.18987879543624,0.12405428196138499,0.002126042404437567,3.0,3.0,3,70.79936729522657,0.15,4.0,0.8219771241362276
VST-NCA,N/A,zipfian,900,1,False,1,4,8,0.1,1,244.19739054741783,0.12347802259806122,0.0020650411213433703,2.0,4.0,0,22.81240508737588,0.15,4.0,0.8336078428089809
VST-NCA,N/A,uniform,900,1,False,1,4,8,0.1,1,417.38045851593427,0.1217745520386587,0.0022565645506893986,4.0,4.0,0,15.348147893753918,0.15,4.0,0.8477252007771473
VST-CA,mixed,zipfian,900,1,False,1,4,8,0.1,1,206.5560897711707,0.12434575816303742,0.0014915986086172749,2.0,3.0,3,40.477380646449944,0.15,4.0,0.838476225734866
VST-CA,mixed,uniform,900,1,False,1,4,8,0.1,1,417.38045851593427,0.1217745520386587,0.0022565645506893986,4.0,4.0,2,27.983199848731942,0.15,4.0,0.8477252007771473
