Algorithm,Strategy,POIs dist,Net size,Cap,Merge cells,Sample,Num queries,Num users,Prop POIs,Num POIs,Cost,WARL,MWRL,MRL1,MRL2,Num it,Elapsed time,Alpha,Beta,Entropy
VST-NCA,N/A,zipfian,900,4,False,0,16,16,0.1,1,11281.970776320433,0.20227124183362863,0.0015781095692923588,2.75,4.25,0,76.93213952713558,1.0,4.0,2.2789263156818476
VST-NCA,N/A,uniform,900,4,False,0,16,16,0.1,1,17944.015281188276,0.21226411589004232,0.0023231712615112915,2.25,6.0,0,87.440953134363,1.0,4.0,2.2925469331146107
VST-CA,mixed,zipfian,900,4,False,0,16,16,0.1,1,11281.970776320433,0.20227124183362863,0.0015781095692923588,2.75,4.25,2,136.23125662688366,1.0,4.0,2.2789263156818476
VST-CA,mixed,uniform,900,4,False,0,16,16,0.1,1,17944.015281188276,0.21226411589004232,0.0023231712615112915,2.25,6.0,2,142.98826405057235,1.0,4.0,2.2925469331146107
VST-CA,pure,zipfian,900,4,False,0,16,16,0.1,1,11281.970776320433,0.20227124183362863,0.0015781095692923588,2.75,4.25,2,151.83958026907817,1.0,4.0,2.2789263156818476
VST-CA,pure,uniform,900,4,False,0,16,16,0.1,1,17944.015281188276,0.21226411589004232,0.0023231712615112915,2.25,6.0,2,169.03020872068294,1.0,4.0,2.2925469331146107
VST-NCA,N/A,zipfian,900,4,False,1,16,16,0.1,1,21550.962966097726,0.20339597237872725,0.0017983015927075725,4.5,5.0,0,87.51457578865347,1.0,4.0,2.2655051034061127
VST-NCA,N/A,uniform,900,4,False,1,16,16,0.1,1,21016.537435134258,0.2051278118711294,0.0019981128807861916,5.0,5.0,0,84.93216873871506,1.0,4.0,2.2845068194370306
VST-CA,mixed,zipfian,900,4,False,1,16,16,0.1,1,21550.962966097726,0.20339597237872725,0.0017983015927075725,4.5,5.0,2,149.938736607083,1.0,4.0,2.2655051034061127
VST-CA,mixed,uniform,900,4,False,1,16,16,0.1,1,21016.537435134258,0.2051278118711294,0.0019981128807861916,5.0,5.0,2,147.24551700942902,1.0,4.0,2.2845068194370306
VST-CA,pure,zipfian,900,4,False,1,16,16,0.1,1,21550.962966097726,0.20339597237872725,0.0017983015927075725,4.5,5.0,2,175.69275300188474,1.0,4.0,2.2655051034061127
VST-CA,pure,uniform,900,4,False,1,16,16,0.1,1,21016.537435134258,0.2051278118711294,0.0019981128807861916,5.0,5.0,2,172.9763342783674,1.0,4.0,2.2845068194370306
VST-NCA,N/A,zipfian,900,4,False,2,16,16,0.1,1,13666.43947878398,0.21676680054883202,0.0017894235255899718,2.5,4.75,0,89.72440769575132,1.0,4.0,2.336198815798418
VST-NCA,N/A,uniform,900,4,False,2,16,16,0.1,1,10338.909859054824,0.2135138130941637,0.0024656619122265856,3.0,4.5,0,88.16097277717631,1.0,4.0,2.297456723283902
VST-CA,mixed,zipfian,900,4,False,2,16,16,0.1,1,13666.43947878398,0.21676680054883202,0.0017894235255899718,2.5,4.75,2,161.54635877661917,1.0,4.0,2.336198815798418
VST-CA,mixed,uniform,900,4,False,2,16,16,0.1,1,10338.909859054824,0.2135138130941637,0.0024656619122265856,3.0,4.5,2,150.98907329027384,1.0,4.0,2.297456723283902
VST-CA,pure,zipfian,900,4,False,2,16,16,0.1,1,13666.43947878398,0.21676680054883202,0.0017894235255899718,2.5,4.75,2,198.3214576420255,1.0,4.0,2.336198815798418
VST-CA,pure,uniform,900,4,False,2,16,16,0.1,1,10338.909859054824,0.2135138130941637,0.0024656619122265856,3.0,4.5,2,178.26377582560235,1.0,4.0,2.297456723283902
VST-NCA,N/A,zipfian,900,4,False,3,16,16,0.1,1,19221.985211012645,0.20439321285950535,0.0017983015927075725,4.5,4.75,0,87.66522700950009,1.0,4.0,2.267670219322218
VST-NCA,N/A,uniform,900,4,False,3,16,16,0.1,1,8366.10731986886,0.19925978611266107,0.0018492464341699393,2.25,3.5,0,83.93999309975106,1.0,4.0,2.230127907465212
VST-CA,mixed,zipfian,900,4,False,3,16,16,0.1,1,19221.985211012645,0.20439321285950535,0.0017983015927075725,4.5,4.75,2,154.41715675012483,1.0,4.0,2.267670219322218
VST-CA,mixed,uniform,900,4,False,3,16,16,0.1,1,8366.10731986886,0.19925978611266107,0.0018492464341699393,2.25,3.5,2,137.3699733385124,1.0,4.0,2.230127907465212
VST-CA,pure,zipfian,900,4,False,3,16,16,0.1,1,19221.985211012645,0.20439321285950535,0.0017983015927075725,4.5,4.75,2,181.82717324282476,1.0,4.0,2.267670219322218
VST-CA,pure,uniform,900,4,False,3,16,16,0.1,1,8366.10731986886,0.19925978611266107,0.0018492464341699393,2.25,3.5,2,159.91776585103207,1.0,4.0,2.230127907465212
VST-NCA,N/A,zipfian,900,4,False,4,16,16,0.1,1,23066.710531148387,0.219320527589496,0.0017983015927075725,4.5,4.5,0,96.7106214092455,1.0,4.0,2.325908079140624
VST-NCA,N/A,uniform,900,4,False,4,16,16,0.1,1,17112.63309263722,0.20686967555408495,0.0025813014016792127,2.5,4.75,0,85.55021312610461,1.0,4.0,2.307504220117216
VST-CA,mixed,zipfian,900,4,False,4,16,16,0.1,1,23066.710531148387,0.219320527589496,0.0017983015927075725,4.5,4.5,2,173.33100153873966,1.0,4.0,2.325908079140624
VST-CA,mixed,uniform,900,4,False,4,16,16,0.1,1,17112.63309263722,0.20686967555408495,0.0025813014016792127,2.5,4.75,2,140.61801399155684,1.0,4.0,2.307504220117216
VST-CA,pure,zipfian,900,4,False,4,16,16,0.1,1,23066.710531148387,0.219320527589496,0.0017983015927075725,4.5,4.5,2,195.60786730995278,1.0,4.0,2.325908079140624
VST-CA,pure,uniform,900,4,False,4,16,16,0.1,1,17112.63309263722,0.20686967555408495,0.0025813014016792127,2.5,4.75,2,169.7290997070163,1.0,4.0,2.307504220117216
VST-NCA,N/A,zipfian,900,8,False,0,32,16,0.1,1,24067.12103481589,0.20461970121151105,0.0033556918221829767,3.25,4.125,0,179.44810247106307,1.0,4.0,3.0239681509180705
VST-NCA,N/A,uniform,900,8,False,0,32,16,0.1,1,18485.500238736848,0.211899112461408,0.002452236331595252,2.375,3.75,0,174.7959954082562,1.0,4.0,3.0369550980822684
VST-CA,mixed,zipfian,900,8,False,0,32,16,0.1,1,24067.12103481589,0.20461970121151105,0.0033556918221829767,3.25,4.125,2,267.01099223840447,1.0,4.0,3.0239681509180705
VST-CA,mixed,uniform,900,8,False,0,32,16,0.1,1,18485.500238736848,0.211899112461408,0.002452236331595252,2.375,3.75,2,292.89719339881503,1.0,4.0,3.0369550980822684
VST-CA,pure,zipfian,900,8,False,0,32,16,0.1,1,24067.12103481589,0.20461970121151105,0.0033556918221829767,3.25,4.125,2,329.44943949294975,1.0,4.0,3.0239681509180705
VST-CA,pure,uniform,900,8,False,0,32,16,0.1,1,18485.500238736848,0.211899112461408,0.002452236331595252,2.375,3.75,2,342.4915002198759,1.0,4.0,3.0369550980822684
VST-NCA,N/A,zipfian,900,8,False,1,32,16,0.1,1,29016.32225205177,0.21418091960322214,0.0038719521025188195,3.75,4.125,0,167.18198458733877,1.0,4.0,3.066550291837086
VST-NCA,N/A,uniform,900,8,False,1,32,16,0.1,1,21034.280680108932,0.20778025820538426,0.002204135784686232,2.25,4.0,0,162.8625610975978,1.0,4.0,3.034549375732502
VST-CA,mixed,zipfian,900,8,False,1,32,16,0.1,1,29016.32225205177,0.21418091960322214,0.0038719521025188195,3.75,4.125,2,290.8649903957057,1.0,4.0,3.066550291837086
VST-CA,mixed,uniform,900,8,False,1,32,16,0.1,1,21034.280680108932,0.20778025820538426,0.002204135784686232,2.25,4.0,2,267.2840210291797,1.0,4.0,3.034549375732502
VST-CA,pure,zipfian,900,8,False,1,32,16,0.1,1,29016.32225205177,0.21418091960322214,0.0038719521025188195,3.75,4.125,2,345.3832251320646,1.0,4.0,3.066550291837086
VST-CA,pure,uniform,900,8,False,1,32,16,0.1,1,21034.280680108932,0.20778025820538426,0.002204135784686232,2.25,4.0,2,334.91060427704906,1.0,4.0,3.034549375732502
VST-NCA,N/A,zipfian,900,8,False,2,32,16,0.1,1,19382.337006278587,0.21031178351941876,0.003226626752099016,3.125,3.875,0,164.78829697281253,1.0,4.0,3.0350161820229853
VST-NCA,N/A,uniform,900,8,False,2,32,16,0.1,1,23814.92982367289,0.2053042856580734,0.0025683978252360267,3.125,4.25,0,157.87658147148977,1.0,4.0,3.0176609921588518
VST-CA,mixed,zipfian,900,8,False,2,32,16,0.1,1,19382.337006278587,0.21031178351941876,0.003226626752099016,3.125,3.875,2,272.8222274066202,1.0,4.0,3.0350161820229853
VST-CA,mixed,uniform,900,8,False,2,32,16,0.1,1,23814.92982367289,0.2053042856580734,0.0025683978252360267,3.125,4.25,2,268.2154760579524,1.0,4.0,3.0176609921588518
VST-CA,pure,zipfian,900,8,False,2,32,16,0.1,1,19382.337006278587,0.21031178351941876,0.003226626752099016,3.125,3.875,2,332.4158284127616,1.0,4.0,3.0350161820229853
VST-CA,pure,uniform,900,8,False,2,32,16,0.1,1,23814.92982367289,0.2053042856580734,0.0025683978252360267,3.125,4.25,2,340.7691574669934,1.0,4.0,3.0176609921588518
VST-NCA,N/A,zipfian,900,8,False,3,32,16,0.1,1,28441.214633603387,0.21907866894489877,0.00400101717260278,3.875,4.125,0,171.04824371299583,1.0,4.0,3.091943590904758
VST-NCA,N/A,uniform,900,8,False,3,32,16,0.1,1,17300.26696868275,0.21072128590341316,0.002081683796648108,2.125,3.5,0,170.69534770069367,1.0,4.0,3.080166420099142
VST-CA,mixed,zipfian,900,8,False,3,32,16,0.1,1,28441.214633603387,0.21907866894489877,0.00400101717260278,3.875,4.125,2,286.44045851126793,1.0,4.0,3.091943590904758
VST-CA,mixed,uniform,900,8,False,3,32,16,0.1,1,17300.26696868275,0.21072128590341316,0.002081683796648108,2.125,3.5,2,267.8892983773367,1.0,4.0,3.080166420099142
VST-CA,pure,zipfian,900,8,False,3,32,16,0.1,1,28441.214633603387,0.21907866894489877,0.00400101717260278,3.875,4.125,2,341.7688949575295,1.0,4.0,3.091943590904758
VST-CA,pure,uniform,900,8,False,3,32,16,0.1,1,17300.26696868275,0.21072128590341316,0.002081683796648108,2.125,3.5,2,362.2013881816256,1.0,4.0,3.080166420099142
VST-NCA,N/A,zipfian,900,8,False,4,32,16,0.1,1,18664.5922349676,0.21796460149104857,0.0033556918221829767,3.25,3.625,0,166.70635336063424,1.0,4.0,3.1035664982174263
VST-NCA,N/A,uniform,900,8,False,4,32,16,0.1,1,23440.08558669833,0.21563147461312876,0.0025683978252360267,3.125,4.25,0,162.7096732171649,1.0,4.0,3.078638829760069
VST-CA,mixed,zipfian,900,8,False,4,32,16,0.1,1,18664.5922349676,0.21796460149104857,0.0033556918221829767,3.25,3.625,2,276.84798096668055,1.0,4.0,3.1035664982174263
VST-CA,mixed,uniform,900,8,False,4,32,16,0.1,1,23440.08558669833,0.21563147461312876,0.0025683978252360267,3.125,4.25,2,265.8749811506368,1.0,4.0,3.078638829760069
VST-CA,pure,zipfian,900,8,False,4,32,16,0.1,1,18664.5922349676,0.21796460149104857,0.0033556918221829767,3.25,3.625,2,343.93818987684426,1.0,4.0,3.1035664982174263
VST-CA,pure,uniform,900,8,False,4,32,16,0.1,1,23440.08558669833,0.21563147461312876,0.0025683978252360267,3.125,4.25,2,331.4685711037473,1.0,4.0,3.078638829760069
