Algorithm,Strategy,POIs dist,Net size,Cap,Merge cells,Sample,Num queries,Num users,Prop POIs,Num POIs,Cost,WARL,MWRL,MRL1,MRL2,Num it,Elapsed time,Alpha,Beta,Entropy
VST-NCA,N/A,zipfian,900,3,False,0,4,16,0.1,1,223.8731642561656,0.07776813427054532,0.0010958497387673714,1.3333333333333333,2.0,0,18.74346230820547,0.15,4.0,1.2193953190264115
VST-NCA,N/A,uniform,900,3,False,0,4,16,0.1,1,218.84830461236385,0.07369778267057582,0.0013496797250809075,1.3333333333333333,2.0,0,15.416776825576022,0.15,4.0,1.16610674046251
VST-CA,mixed,zipfian,900,3,False,0,4,16,0.1,1,223.8731642561656,0.07776813427054532,0.0010958497387673714,1.3333333333333333,2.0,2,34.09639144044748,0.15,4.0,1.2193953190264115
VST-CA,mixed,uniform,900,3,False,0,4,16,0.1,1,218.84830461236385,0.07369778267057582,0.0013496797250809075,1.3333333333333333,2.0,2,33.98034535844408,0.15,4.0,1.16610674046251
VST-CA,pure,zipfian,900,3,False,0,4,16,0.1,1,223.8731642561656,0.07776813427054532,0.0010958497387673714,1.3333333333333333,2.0,2,38.25336839944579,0.15,4.0,1.2193953190264115
VST-CA,pure,uniform,900,3,False,0,4,16,0.1,1,218.84830461236385,0.07369778267057582,0.0013496797250809075,1.3333333333333333,2.0,2,34.95876071226971,0.15,4.0,1.16610674046251
VST-NCA,N/A,zipfian,900,3,False,1,4,16,0.1,1,257.7194676343006,0.07411094544197287,0.001353875522849122,1.3333333333333333,2.3333333333333335,0,21.919670036434525,0.15,4.0,1.1800168415589911
VST-NCA,N/A,uniform,900,3,False,1,4,16,0.1,1,203.06981882776495,0.07228067355155952,0.0012180486039470085,1.3333333333333333,1.6666666666666667,0,21.625299943552108,0.15,4.0,1.169961106477098
VST-CA,mixed,zipfian,900,3,False,1,4,16,0.1,1,257.7194676343006,0.07411094544197287,0.001353875522849122,1.3333333333333333,2.3333333333333335,2,39.69298968543134,0.15,4.0,1.1800168415589911
VST-CA,mixed,uniform,900,3,False,1,4,16,0.1,1,193.77932229953112,0.07076408065319045,0.0012180486039470085,1.3333333333333333,1.3333333333333333,4,52.81107148355312,0.15,4.0,1.1610459715492636
VST-CA,pure,zipfian,900,3,False,1,4,16,0.1,1,257.7194676343006,0.07411094544197287,0.001353875522849122,1.3333333333333333,2.3333333333333335,2,41.164467593780444,0.15,4.0,1.1800168415589911
VST-CA,pure,uniform,900,3,False,1,4,16,0.1,1,192.87082061884118,0.06979120534523336,0.0012180486039470085,1.3333333333333333,1.3333333333333333,4,92.99641658541589,0.15,4.0,1.165065354534246
VST-NCA,N/A,zipfian,900,3,False,2,4,16,0.1,1,202.11049463997458,0.06712768118051639,0.0013698121734592142,1.6666666666666667,2.3333333333333335,0,17.43177554266947,0.15,4.0,1.1033781192955985
VST-NCA,N/A,uniform,900,3,False,2,4,16,0.1,1,206.32775089507308,0.07116768423871293,0.0010122597938106808,1.0,2.0,0,19.94642992764409,0.15,4.0,1.1695112220939026
VST-CA,mixed,zipfian,900,3,False,2,4,16,0.1,1,202.11049463997458,0.06712768118051639,0.0013698121734592142,1.6666666666666667,2.3333333333333335,2,33.294216657258744,0.15,4.0,1.1033781192955985
VST-CA,mixed,uniform,900,3,False,2,4,16,0.1,1,202.2582231815588,0.07091740120152017,0.0010405123660094124,1.3333333333333333,1.6666666666666667,3,54.012256889208174,0.15,4.0,1.1575901425914523
VST-CA,pure,zipfian,900,3,False,2,4,16,0.1,1,202.11049463997458,0.06712768118051639,0.0013698121734592142,1.6666666666666667,2.3333333333333335,2,34.769927644070435,0.15,4.0,1.1033781192955985
VST-CA,pure,uniform,900,3,False,2,4,16,0.1,1,202.2582231815588,0.07091740120152017,0.0010405123660094124,1.3333333333333333,1.6666666666666667,3,66.53225586288295,0.15,4.0,1.1575901425914523
VST-NCA,N/A,zipfian,900,3,False,3,4,16,0.1,1,222.00641667939325,0.07486165454549758,0.0010958497387673714,1.3333333333333333,2.0,0,19.945278390722024,0.15,4.0,1.189013744847827
VST-NCA,N/A,uniform,900,3,False,3,4,16,0.1,1,203.95079427000854,0.07194404072545309,0.0010825193917270038,1.0,2.0,0,19.172890645045413,0.15,4.0,1.1863892306521877
VST-CA,mixed,zipfian,900,3,False,3,4,16,0.1,1,212.12095158200935,0.07423679467065569,0.001055493441864046,1.0,1.6666666666666667,3,45.9412608405604,0.15,4.0,1.1853439712663958
VST-CA,mixed,uniform,900,3,False,3,4,16,0.1,1,187.81398247179922,0.06861720044192145,0.0010005213674031319,1.0,1.6666666666666667,3,42.161005285575015,0.15,4.0,1.1583624812766886
VST-CA,pure,zipfian,900,3,False,3,4,16,0.1,1,211.7627936345781,0.07454724282854436,0.0008218873040755285,1.0,1.6666666666666667,3,57.38026119977428,0.15,4.0,1.1856257606391032
VST-CA,pure,uniform,900,3,False,3,4,16,0.1,1,189.43031031273173,0.06844187250843149,0.0010958497387673714,1.3333333333333333,1.6666666666666667,3,54.924425001282884,0.15,4.0,1.1553731189242695
VST-NCA,N/A,zipfian,900,3,False,4,4,16,0.1,1,178.97262557308818,0.0629592528448786,0.0009387068721309064,1.0,2.0,0,17.40149946117924,0.15,4.0,1.0684196367852214
VST-NCA,N/A,uniform,900,3,False,4,4,16,0.1,1,211.05758086658415,0.06776008818159353,0.0011981927438818073,1.6666666666666667,2.0,0,17.944863242161432,0.15,4.0,1.1250956090194302
VST-CA,mixed,zipfian,900,3,False,4,4,16,0.1,1,178.97262557308818,0.0629592528448786,0.0009387068721309064,1.0,2.0,2,34.8157094473238,0.15,4.0,1.0684196367852214
VST-CA,mixed,uniform,900,3,False,4,4,16,0.1,1,191.35002445014607,0.06877773462525924,0.0012297718097281699,1.3333333333333333,1.3333333333333333,4,45.70099604864788,0.15,4.0,1.1293987298839607
VST-CA,pure,zipfian,900,3,False,4,4,16,0.1,1,178.97262557308818,0.0629592528448786,0.0009387068721309064,1.0,2.0,2,36.68171344999246,0.15,4.0,1.0684196367852214
VST-CA,pure,uniform,900,3,False,4,4,16,0.1,1,192.11517781373868,0.06870693819655643,0.0012297718097281699,1.3333333333333333,1.6666666666666667,3,57.216116385282476,0.15,4.0,1.131428242224797
VST-NCA,N/A,zipfian,900,6,False,0,4,32,0.1,3,269.10856961876584,0.050573242753074406,0.0006362679547037748,0.6666666666666666,1.3333333333333333,0,17.261670857494664,0.15,4.0,1.386505565669582
VST-NCA,N/A,uniform,900,6,False,0,4,32,0.1,3,247.2832784967935,0.046395886785180605,0.0004662263388501114,1.1666666666666667,1.1666666666666667,0,9.153615230666674,0.15,4.0,1.34967185157057
VST-CA,mixed,zipfian,900,6,False,0,4,32,0.1,3,265.5065088183186,0.05004334532481023,0.0006362679547037748,0.6666666666666666,1.1666666666666667,3,38.30370452096281,0.15,4.0,1.3744879218627382
VST-CA,mixed,uniform,900,6,False,0,4,32,0.1,3,243.24288844771917,0.04576077387653821,0.0004782150209976845,0.8333333333333334,1.1666666666666667,4,22.01807820598333,0.15,4.0,1.3459760290309517
VST-CA,pure,zipfian,900,6,False,0,4,32,0.1,3,265.40903922033095,0.04998221261407996,0.0006362679547037748,0.6666666666666666,1.1666666666666667,4,66.6638820752296,0.15,4.0,1.3742603940190845
VST-CA,pure,uniform,900,6,False,0,4,32,0.1,3,234.49798497011875,0.0443073061632524,0.0005061298969053404,0.5,1.0,10,94.3166844563043,0.15,4.0,1.3159646574902588
VST-NCA,N/A,zipfian,900,6,False,1,4,32,0.1,3,259.59955028881814,0.04872975077304609,0.0006530772695366614,0.6666666666666666,1.1666666666666667,0,17.777926823010375,0.15,4.0,1.3818983101497042
VST-NCA,N/A,uniform,900,6,False,1,4,32,0.1,3,238.2715213581681,0.04478466339311703,0.00053786698340971,0.6666666666666666,1.1666666666666667,0,11.577424436803994,0.15,4.0,1.3317516770836675
VST-CA,mixed,zipfian,900,6,False,1,4,32,0.1,3,256.00176832144444,0.04825758227886196,0.0006530772695366614,0.6666666666666666,1.0,3,38.97370349463745,0.15,4.0,1.367231101135132
VST-CA,mixed,uniform,900,6,False,1,4,32,0.1,3,235.90504935637625,0.044480105617688254,0.00053786698340971,0.6666666666666666,1.0,3,24.002516549494658,0.15,4.0,1.3237538943355955
VST-CA,pure,zipfian,900,6,False,1,4,32,0.1,3,256.00176832144444,0.04825758227886196,0.0006530772695366614,0.6666666666666666,1.0,3,51.77166110740495,0.15,4.0,1.367231101135132
VST-CA,pure,uniform,900,6,False,1,4,32,0.1,3,235.90504935637625,0.044480105617688254,0.00053786698340971,0.6666666666666666,1.0,3,31.672229178426505,0.15,4.0,1.3237538943355955
VST-NCA,N/A,zipfian,900,6,False,2,4,32,0.1,3,249.0888148454162,0.04708090024226392,0.0003901921372535297,0.5,1.0,0,12.18769795248113,0.15,4.0,1.3565806664591094
VST-NCA,N/A,uniform,900,6,False,2,4,32,0.1,3,242.81441328068718,0.045149509504751266,0.0007003304048181374,0.6666666666666666,1.3333333333333333,0,12.725008467183216,0.15,4.0,1.3398644263312418
VST-CA,mixed,zipfian,900,6,False,2,4,32,0.1,3,246.17283201083876,0.04660873174807978,0.0003901921372535297,0.5,1.0,3,24.524108379945574,0.15,4.0,1.3447430832880525
VST-CA,mixed,uniform,900,6,False,2,4,32,0.1,3,238.82692524866323,0.04502169668265429,0.0007003304048181374,0.6666666666666666,1.3333333333333333,4,30.690493662441668,0.15,4.0,1.3515692772455614
VST-CA,pure,zipfian,900,6,False,2,4,32,0.1,3,246.17283201083876,0.04660873174807978,0.0003901921372535297,0.5,1.0,3,32.038345050546695,0.15,4.0,1.3447430832880525
VST-CA,pure,uniform,900,6,False,2,4,32,0.1,3,236.70310775899412,0.044633754268585304,0.0007003304048181374,0.6666666666666666,1.3333333333333333,5,68.66142299994885,0.15,4.0,1.3388092928099096
VST-NCA,N/A,zipfian,900,6,False,3,4,32,0.1,3,259.9827858178917,0.048943900832306986,0.0005162602803358426,0.5,1.1666666666666667,0,13.74157386975935,0.15,4.0,1.38552193754678
VST-NCA,N/A,uniform,900,6,False,3,4,32,0.1,3,269.84490879461174,0.04859869123860545,0.0007216795944846692,0.6666666666666666,1.8333333333333333,0,16.565159850156533,0.15,4.0,1.3530692710245582
VST-CA,mixed,zipfian,900,6,False,3,4,32,0.1,3,255.95878447266557,0.04842649780393986,0.0005162602803358426,0.5,0.8333333333333334,3,31.985519063991433,0.15,4.0,1.3646761508255103
VST-CA,mixed,uniform,900,6,False,3,4,32,0.1,3,257.75970302141405,0.04824262058324358,0.0005412596958635019,0.5,1.3333333333333333,4,36.74891260840559,0.15,4.0,1.3642020814906908
VST-CA,pure,zipfian,900,6,False,3,4,32,0.1,3,255.9581390868341,0.04842676544349314,0.0005162602803358426,0.5,0.8333333333333334,4,55.98501975676095,0.15,4.0,1.3659065462371105
VST-CA,pure,uniform,900,6,False,3,4,32,0.1,3,257.75970302141405,0.04824262058324358,0.0005412596958635019,0.5,1.3333333333333333,4,61.242411351157216,0.15,4.0,1.3642020814906908
