Algorithm,Strategy,POIs dist,Net size,Cap,Merge cells,Sample,Num queries,Num users,Prop POIs,Num POIs,Cost,WARL,MWRL,MRL1,MRL2,Num it,Elapsed time,Alpha,Beta,Entropy
VST-NCA,N/A,zipfian,900,1,False,0,4,4,0.1,1,152.79797401236837,0.07257081306797607,0.002030813284273683,2.0,4.0,0,1.7784343408426129,0.15,4.0,0.574207244347985
VST-NCA,N/A,uniform,900,1,False,0,4,4,0.1,1,103.94981689800794,0.07633077132307228,0.0020650411213433703,2.0,3.0,0,1.8096746548981375,0.15,4.0,0.6258149698140577
VST-CA,mixed,zipfian,900,1,False,0,4,4,0.1,1,152.79797401236837,0.07257081306797607,0.002030813284273683,2.0,4.0,2,2.488806383743008,0.15,4.0,0.574207244347985
VST-CA,mixed,uniform,900,1,False,0,4,4,0.1,1,103.94981689800794,0.07633077132307228,0.0020650411213433703,2.0,3.0,2,2.335374352132191,0.15,4.0,0.6258149698140577
VST-CA,pure,zipfian,900,1,False,0,4,4,0.1,1,152.79797401236837,0.07257081306797607,0.002030813284273683,2.0,4.0,2,2.4192035716118436,0.15,4.0,0.574207244347985
VST-CA,pure,uniform,900,1,False,0,4,4,0.1,1,103.94981689800794,0.07633077132307228,0.0020650411213433703,2.0,3.0,2,2.3085051572843422,0.15,4.0,0.6258149698140577
VST-NCA,N/A,zipfian,900,1,False,1,4,4,0.1,1,223.15143381241472,0.06932255523756443,0.00266807364701277,3.0,3.0,0,1.818856160517269,0.15,4.0,0.5589370501320211
VST-NCA,N/A,uniform,900,1,False,1,4,4,0.1,1,114.94551495831968,0.076164091010401,0.00177871576467518,2.0,2.0,0,1.9363380715348697,0.15,4.0,0.6310452725441776
VST-CA,mixed,zipfian,900,1,False,1,4,4,0.1,1,223.15143381241472,0.06932255523756443,0.00266807364701277,3.0,3.0,2,2.3823066659824477,0.15,4.0,0.5589370501320211
VST-CA,mixed,uniform,900,1,False,1,4,4,0.1,1,114.94551495831968,0.076164091010401,0.00177871576467518,2.0,2.0,2,2.5127484989993327,0.15,4.0,0.6310452725441776
VST-CA,pure,zipfian,900,1,False,1,4,4,0.1,1,223.15143381241472,0.06932255523756443,0.00266807364701277,3.0,3.0,2,2.447291014522502,0.15,4.0,0.5589370501320211
VST-CA,pure,uniform,900,1,False,1,4,4,0.1,1,114.94551495831968,0.076164091010401,0.00177871576467518,2.0,2.0,2,2.7903356083542867,0.15,4.0,0.6310452725441776
VST-NCA,N/A,zipfian,900,1,False,2,4,4,0.1,1,128.20159395844942,0.06973486376080755,0.001643774608151057,2.0,3.0,0,2.061984399856314,0.15,4.0,0.5714392778934319
