Algorithm,Strategy,POIs dist,Net size,Cap,Merge cells,Sample,Num queries,Num users,Prop POIs,Num POIs,Cost,WARL,MWRL,MRL1,MRL2,Num it,Elapsed time,Alpha,Beta,Entropy
VST-NCA,N/A,zipfian,900,1,False,0,4,8,0.1,1,503.9543777519534,0.11394588935379722,0.0016062421774329998,2.0,3.0,0,7.5604231956019845,0.5,4.0,0.7881710929577566
VST-NCA,N/A,uniform,900,1,False,0,4,8,0.1,1,1350.126134276573,0.11444846333316668,0.002126042404437567,3.0,4.0,0,7.91974740044245,0.5,4.0,0.8036028057943014
VST-CA,mixed,zipfian,900,1,False,0,4,8,0.1,1,503.9543777519534,0.11394588935379722,0.0016062421774329998,2.0,3.0,2,14.691420985407174,0.5,4.0,0.7881710929577566
VST-CA,mixed,uniform,900,1,False,0,4,8,0.1,1,1350.126134276573,0.11444846333316668,0.002126042404437567,3.0,4.0,2,11.804993285256764,0.5,4.0,0.8036028057943014
VST-CA,pure,zipfian,900,1,False,0,4,8,0.1,1,503.9543777519534,0.11394588935379722,0.0016062421774329998,2.0,3.0,2,14.832994559954678,0.5,4.0,0.7881710929577566
VST-CA,pure,uniform,900,1,False,0,4,8,0.1,1,658.0634593381369,0.12751720197497565,0.002126042404437567,3.0,3.0,3,26.07661119199137,0.5,4.0,0.8194972119406577
VST-NCA,N/A,zipfian,900,1,False,1,4,8,0.1,1,561.7260112347423,0.12347802259806122,0.0020650411213433703,2.0,4.0,0,8.264969874741936,0.5,4.0,0.8336078428089809
VST-NCA,N/A,uniform,900,1,False,1,4,8,0.1,1,1142.483090545136,0.1217745520386587,0.0022565645506893986,4.0,4.0,0,5.824021897709088,0.5,4.0,0.8477252007771473
VST-CA,mixed,zipfian,900,1,False,1,4,8,0.1,1,392.6131443088933,0.127600318881156,0.0013031569025463133,3.0,3.0,3,17.2515178090796,0.5,4.0,0.8342066720142104
VST-CA,mixed,uniform,900,1,False,1,4,8,0.1,1,1142.483090545136,0.1217745520386587,0.0022565645506893986,4.0,4.0,2,11.854476093512744,0.5,4.0,0.8477252007771473
VST-CA,pure,zipfian,900,1,False,1,4,8,0.1,1,392.6131443088933,0.127600318881156,0.0013031569025463133,3.0,3.0,3,26.360640468990297,0.5,4.0,0.8342066720142104
VST-CA,pure,uniform,900,1,False,1,4,8,0.1,1,1142.483090545136,0.1217745520386587,0.0022565645506893986,4.0,4.0,2,12.992317430570267,0.5,4.0,0.8477252007771473
VST-NCA,N/A,zipfian,900,1,False,2,4,8,0.1,1,2175.9989379541057,0.12260124864090186,0.0030462199264105244,3.0,5.0,0,12.267921077520015,0.5,4.0,0.824429728035252
VST-NCA,N/A,uniform,900,1,False,2,4,8,0.1,1,495.89344405041345,0.11564796836130334,0.002030813284273683,2.0,4.0,0,6.299233282547277,0.5,4.0,0.8119837655647123
VST-CA,mixed,zipfian,900,1,False,2,4,8,0.1,1,337.0461339025659,0.13835065083542408,0.0015239639341278395,2.0,2.0,3,24.758767525171947,0.5,4.0,0.8467877190917521
VST-CA,mixed,uniform,900,1,False,2,4,8,0.1,1,403.3153646724802,0.12496144573518288,0.0020650411213433703,2.0,2.0,3,16.3266834197415,0.5,4.0,0.8237305350852673
VST-CA,pure,zipfian,900,1,False,2,4,8,0.1,1,337.0461339025659,0.13835065083542408,0.0015239639341278395,2.0,2.0,3,34.438736242730386,0.5,4.0,0.8467877190917521
VST-CA,pure,uniform,900,1,False,2,4,8,0.1,1,403.3153646724802,0.12496144573518288,0.0020650411213433703,2.0,2.0,3,25.31938469654341,0.5,4.0,0.8237305350852673
VST-NCA,N/A,zipfian,900,1,False,3,4,8,0.1,1,643.1224117928789,0.12355219546498444,0.002030813284273683,2.0,4.0,0,9.930016313464876,0.5,4.0,0.8511689347827869
VST-NCA,N/A,uniform,900,1,False,3,4,8,0.1,1,1385.8342433345267,0.12908807314431905,0.002126042404437567,3.0,5.0,0,9.760937180074677,0.5,4.0,0.8985640750335849
VST-CA,mixed,zipfian,900,1,False,3,4,8,0.1,1,643.1224117928789,0.12355219546498444,0.002030813284273683,2.0,4.0,2,18.336232877661303,0.5,4.0,0.8511689347827869
VST-CA,mixed,uniform,900,1,False,3,4,8,0.1,1,984.0465427993284,0.13894920523766507,0.002126042404437567,3.0,5.0,3,23.23297978084844,0.5,4.0,0.8987505482580435
VST-CA,pure,zipfian,900,1,False,3,4,8,0.1,1,643.1224117928789,0.12355219546498444,0.002030813284273683,2.0,4.0,2,19.414488245222344,0.5,4.0,0.8511689347827869
VST-CA,pure,uniform,900,1,False,3,4,8,0.1,1,984.0465427993284,0.13894920523766507,0.002126042404437567,3.0,5.0,3,28.943343167254852,0.5,4.0,0.8987505482580435
VST-NCA,N/A,zipfian,900,1,False,4,4,8,0.1,1,446.2058900527573,0.13044257768071707,0.001404272959403932,2.0,3.0,0,9.252166447631453,0.5,4.0,0.8430789879911473
VST-NCA,N/A,uniform,900,1,False,4,4,8,0.1,1,1599.1679844120833,0.12264470529744524,0.002610063024645465,5.0,5.0,0,6.597753781116296,0.5,4.0,0.8482010129159407
VST-CA,mixed,zipfian,900,1,False,4,4,8,0.1,1,437.89539299972506,0.1326717724456971,0.001319618512951254,2.0,3.0,3,21.311199226970643,0.5,4.0,0.8578514709446589
VST-CA,mixed,uniform,900,1,False,4,4,8,0.1,1,1599.1679844120833,0.12264470529744524,0.002610063024645465,5.0,5.0,2,14.869712428355967,0.5,4.0,0.8482010129159407
VST-CA,pure,zipfian,900,1,False,4,4,8,0.1,1,437.89539299972506,0.1326717724456971,0.001319618512951254,2.0,3.0,3,28.732291885295638,0.5,4.0,0.8578514709446589
VST-CA,pure,uniform,900,1,False,4,4,8,0.1,1,1227.3768240580487,0.12904615602868383,0.002610063024645465,5.0,5.0,3,24.746352562763718,0.5,4.0,0.8494638727693007
VST-NCA,N/A,zipfian,900,2,False,0,4,16,0.1,1,535.0032518981656,0.11665220140581804,0.001643774608151057,2.0,3.0,0,21.233439575264924,0.5,4.0,1.2193953190264115
VST-NCA,N/A,uniform,900,2,False,0,4,16,0.1,1,619.9384919094645,0.11054667400586371,0.0020245195876213615,2.0,3.0,0,17.58169279267122,0.5,4.0,1.1661067404625103
VST-CA,mixed,zipfian,900,2,False,0,4,16,0.1,1,332.1845737292495,0.11829611661087575,0.0012328309561132928,1.5,2.5,3,48.74408951212013,0.5,4.0,1.2219221412075891
VST-CA,mixed,uniform,900,2,False,0,4,16,0.1,1,619.9384919094645,0.11054667400586371,0.0020245195876213615,2.0,3.0,2,36.81898058035699,0.5,4.0,1.1661067404625103
VST-CA,pure,zipfian,900,2,False,0,4,16,0.1,1,332.1845737292495,0.11829611661087575,0.0012328309561132928,1.5,2.5,3,64.71304466523009,0.5,4.0,1.2219221412075891
VST-CA,pure,uniform,900,2,False,0,4,16,0.1,1,334.55053216039005,0.11387241835085499,0.001518389690716021,1.5,2.5,3,54.65494327748229,0.5,4.0,1.1926485240556148
VST-NCA,N/A,zipfian,900,2,False,1,4,16,0.1,1,1258.6608777532929,0.11116641816295932,0.002030813284273683,2.0,3.5,0,21.57686289864455,0.5,4.0,1.1800168415589911
VST-NCA,N/A,uniform,900,2,False,1,4,16,0.1,1,412.76863145850643,0.10842101032733929,0.001827072905920513,2.0,2.5,0,22.05941816506106,0.5,4.0,1.1699611064770983
VST-CA,mixed,zipfian,900,2,False,1,4,16,0.1,1,477.25926651665293,0.12516441361902253,0.0018642722391510019,2.0,2.0,3,50.50160440540526,0.5,4.0,1.2251598543617037
VST-CA,mixed,uniform,900,2,False,1,4,16,0.1,1,412.76863145850643,0.10842101032733929,0.001827072905920513,2.0,2.5,2,43.998223941433594,0.5,4.0,1.1699611064770983
VST-CA,pure,zipfian,900,2,False,1,4,16,0.1,1,320.5248824449536,0.1283587822130223,0.001139854476694936,1.0,2.0,4,93.79781361597009,0.5,4.0,1.2256770984191576
VST-CA,pure,uniform,900,2,False,1,4,16,0.1,1,301.2968792344745,0.10800369873546234,0.001827072905920513,2.0,2.0,3,66.85000490071059,0.5,4.0,1.157429004320489
VST-NCA,N/A,zipfian,900,2,False,2,4,16,0.1,1,611.454861065684,0.10069152177077449,0.0020547182601888215,2.5,3.5,0,18.90925987980677,0.5,4.0,1.1033781192955985
VST-NCA,N/A,uniform,900,2,False,2,4,16,0.1,1,514.156818870084,0.1067515263580695,0.001518389690716021,1.5,3.0,0,23.705634585571943,0.5,4.0,1.1695112220939028
VST-CA,mixed,zipfian,900,2,False,2,4,16,0.1,1,293.6515973502561,0.10507908963035643,0.0015231099632052622,1.5,2.5,3,45.356302185511595,0.5,4.0,1.1217040245295857
VST-CA,mixed,uniform,900,2,False,2,4,16,0.1,1,514.156818870084,0.1067515263580695,0.001518389690716021,1.5,3.0,2,47.18181687558399,0.5,4.0,1.1695112220939028
VST-CA,pure,zipfian,900,2,False,2,4,16,0.1,1,272.84206003635563,0.10433105662458636,0.0015231099632052622,1.5,2.0,4,73.65982243519647,0.5,4.0,1.1156573151648288
