Algorithm,Strategy,POIs dist,Net size,Cap,Merge cells,Sample,Num queries,Num users query,Prop POIs,Num POIs query,Cost,WARL,MWRL,MRL1,MRL2,Num it,Elapsed time,Alpha,Beta,Entropy
VST-CA,pure,zipfian,900,4,False,3,8,8,0.1,1,195.44802087019625,0.054756784255552735,0.0007347119282287441,0.75,1.25,4,36.85688510288901,0.15,4.0,1.1389768637628586
VST-CA,pure,uniform,900,4,False,3,8,8,0.1,1,209.60375698151114,0.05684857788054687,0.0007743904205037639,0.75,1.5,3,34.80311694976126,0.15,4.0,1.170514366299754
VST-NCA,N/A,zipfian,900,4,False,4,8,8,0.1,1,185.95378380355595,0.05091681812529797,0.0005994338642358575,1.5,1.5,0,7.988869502745274,0.15,4.0,1.1325895531025736
VST-NCA,N/A,uniform,900,4,False,4,8,8,0.1,1,189.6543691321359,0.050598868225861224,0.0007157694102359887,1.0,1.75,0,7.95739672602258,0.15,4.0,1.1242768033291732
VST-CA,mixed,zipfian,900,4,False,4,8,8,0.1,1,184.8211643538533,0.05081474429945338,0.0005994338642358575,1.5,1.5,3,23.020130856468313,0.15,4.0,1.1369258746920676
VST-CA,mixed,uniform,900,4,False,4,8,8,0.1,1,187.06232442259832,0.050421361973338095,0.0006164154780566464,0.75,1.75,3,22.50026427874991,0.15,4.0,1.120337088070274
VST-CA,pure,zipfian,900,4,False,4,8,8,0.1,1,184.7399579805458,0.05080829092462938,0.0005994338642358575,1.5,1.5,4,30.155519063991505,0.15,4.0,1.1378494676907804
VST-CA,pure,uniform,900,4,False,4,8,8,0.1,1,187.06232442259832,0.050421361973338095,0.0006164154780566464,0.75,1.75,3,23.693029198953354,0.15,4.0,1.120337088070274
VST-NCA,N/A,zipfian,900,8,False,0,8,16,0.1,1,356.29248591860807,0.05023787299131224,0.0005136795650472054,0.625,1.25,0,20.62653871811972,0.15,4.0,1.630996332499203
VST-NCA,N/A,uniform,900,8,False,0,8,16,0.1,1,396.4710933959524,0.05574449952395479,0.0007743904205037639,0.75,1.125,0,38.2914214604607,0.15,4.0,1.7312286821779446
VST-CA,mixed,zipfian,900,8,False,0,8,16,0.1,1,355.7755786066931,0.0501988623753866,0.0005136795650472054,0.625,1.125,3,54.81966233899493,0.15,4.0,1.6288894418712958
VST-CA,mixed,uniform,900,8,False,0,8,16,0.1,1,392.7400290079722,0.05548526997908888,0.0007743904205037639,0.75,1.125,4,103.85761584646161,0.15,4.0,1.7414870156071498
VST-CA,pure,zipfian,900,8,False,0,8,16,0.1,1,355.03381263011954,0.05009132218667381,0.0004693534360654532,0.5,1.125,4,77.20118130035416,0.15,4.0,1.633159705921879
VST-CA,pure,uniform,900,8,False,0,8,16,0.1,1,392.7400290079722,0.05548526997908888,0.0007743904205037639,0.75,1.125,4,137.5827259198436,0.15,4.0,1.7414870156071498
VST-NCA,N/A,zipfian,900,8,False,1,8,16,0.1,1,349.6141954530796,0.049014467016717654,0.0006453253504198032,0.625,1.375,0,21.06900959614086,0.15,4.0,1.5981381936557415
VST-NCA,N/A,uniform,900,8,False,1,8,16,0.1,1,393.43572964372777,0.05439092806995757,0.0008571639162668681,0.875,1.5,0,28.690475701750074,0.15,4.0,1.6635444239222443
VST-CA,mixed,zipfian,900,8,False,1,8,16,0.1,1,349.5038668603457,0.04899984136709186,0.0006453253504198032,0.625,1.375,3,50.07891722686918,0.15,4.0,1.5975384360553107
VST-CA,mixed,uniform,900,8,False,1,8,16,0.1,1,391.13945927180225,0.05437907788310761,0.0007347119282287441,0.75,1.375,3,71.95758454354154,0.15,4.0,1.6623651980475942
VST-CA,pure,zipfian,900,8,False,1,8,16,0.1,1,349.5038668603457,0.04899984136709186,0.0006453253504198032,0.625,1.375,3,56.6952942987632,0.15,4.0,1.5975384360553107
VST-CA,pure,uniform,900,8,False,1,8,16,0.1,1,391.13945927180225,0.05437907788310761,0.0007347119282287441,0.75,1.375,3,83.73592035716138,0.15,4.0,1.6623651980475942
VST-NCA,N/A,zipfian,900,8,False,2,8,16,0.1,1,366.0169038831382,0.051365670154689076,0.0006164154780566464,0.75,1.375,0,26.174554831425667,0.15,4.0,1.6454965773432966
VST-NCA,N/A,uniform,900,8,False,2,8,16,0.1,1,381.10369847628425,0.05358660829269086,0.0006164154780566464,0.75,1.25,0,37.37460512136295,0.15,4.0,1.7346085344097426
VST-CA,mixed,zipfian,900,8,False,2,8,16,0.1,1,365.1872932583594,0.051319005897913945,0.0006164154780566464,0.75,1.375,3,57.26402883973924,0.15,4.0,1.6468826140517707
VST-CA,mixed,uniform,900,8,False,2,8,16,0.1,1,376.2737232027499,0.053033880857337616,0.0005136795650472054,0.625,1.25,3,89.7026679324681,0.15,4.0,1.7276722627886525
VST-CA,pure,zipfian,900,8,False,2,8,16,0.1,1,364.6120796097087,0.05129713913349117,0.0006164154780566464,0.75,1.25,4,86.43379175860855,0.15,4.0,1.6464705355774873
VST-CA,pure,uniform,900,8,False,2,8,16,0.1,1,375.31547625624955,0.052990181536663516,0.0006164154780566464,0.75,1.125,4,142.84183353004573,0.15,4.0,1.7304575831225608
VST-NCA,N/A,zipfian,900,8,False,3,8,16,0.1,1,375.8827405292388,0.05252024221046069,0.0005077033210684207,0.5,1.625,0,19.273115923435853,0.15,4.0,1.678972459724148
VST-NCA,N/A,uniform,900,8,False,3,8,16,0.1,1,391.3668354501089,0.05439474542653801,0.0008218873040755285,1.0,1.25,0,27.753731718582003,0.15,4.0,1.6945726118986495
VST-CA,mixed,zipfian,900,8,False,3,8,16,0.1,1,375.8827405292388,0.05252024221046069,0.0005077033210684207,0.5,1.625,2,38.71924821675975,0.15,4.0,1.678972459724148
VST-CA,mixed,uniform,900,8,False,3,8,16,0.1,1,385.2150018320293,0.05414279739958487,0.0006164154780566464,0.75,1.125,4,80.1981377328475,0.15,4.0,1.7083119973148102
VST-CA,pure,zipfian,900,8,False,3,8,16,0.1,1,375.8827405292388,0.05252024221046069,0.0005077033210684207,0.5,1.625,2,40.365858264483904,0.15,4.0,1.678972459724148
VST-CA,pure,uniform,900,8,False,3,8,16,0.1,1,385.45188110270186,0.05411793540536203,0.0006164154780566464,0.75,1.125,3,82.92544516857379,0.15,4.0,1.7006448110930292
VST-NCA,N/A,zipfian,900,8,False,4,8,16,0.1,1,352.4510633884385,0.049750682733984246,0.0005136795650472054,0.625,1.125,0,20.33785190126764,0.15,4.0,1.6447090120578622
VST-NCA,N/A,uniform,900,8,False,4,8,16,0.1,1,392.2857109662601,0.054702679583404135,0.0007191513910660874,0.875,1.375,0,32.83441833016877,0.15,4.0,1.698147835814551
VST-CA,mixed,zipfian,900,8,False,4,8,16,0.1,1,352.4510633884385,0.049750682733984246,0.0005136795650472054,0.625,1.125,2,39.88694770872917,0.15,4.0,1.6447090120578622
VST-CA,mixed,uniform,900,8,False,4,8,16,0.1,1,386.8449842915,0.054148133452478465,0.0006164154780566464,0.75,1.375,3,83.35455175245079,0.15,4.0,1.6825843898330197
VST-CA,pure,zipfian,900,8,False,4,8,16,0.1,1,352.4510633884385,0.049750682733984246,0.0005136795650472054,0.625,1.125,2,40.43019962025937,0.15,4.0,1.6447090120578622
VST-CA,pure,uniform,900,8,False,4,8,16,0.1,1,381.53711918668716,0.0537452938889287,0.0006164154780566464,0.75,1.25,4,126.29701441986981,0.15,4.0,1.6819143401226206
VST-NCA,N/A,zipfian,900,4,False,0,16,4,0.1,1,274.12523975566165,0.07363193212315886,0.0007347119282287441,0.75,1.5,0,3.134259249756724,0.15,4.0,1.3899826266395359
VST-NCA,N/A,uniform,900,4,False,0,16,4,0.1,1,271.84203533552125,0.07153249312024937,0.0008532192185099945,0.75,1.75,0,3.7850146251348633,0.15,4.0,1.3649088858678686
VST-CA,mixed,zipfian,900,4,False,0,16,4,0.1,1,274.3490581439781,0.07359528541438559,0.0007591229915884212,1.0,1.5,3,6.847800071842357,0.15,4.0,1.3928613444384907
VST-CA,mixed,uniform,900,4,False,0,16,4,0.1,1,268.61209801285366,0.07134833850676359,0.0010273591300944108,1.25,1.75,3,6.970073895417045,0.15,4.0,1.3687942555279289
VST-CA,pure,zipfian,900,4,False,0,16,4,0.1,1,270.35771286944987,0.07337397897931747,0.0007347119282287441,0.75,1.5,4,10.97622568892075,0.15,4.0,1.3943176041940806
VST-CA,pure,uniform,900,4,False,0,16,4,0.1,1,268.61209801285366,0.07134833850676359,0.0010273591300944108,1.25,1.75,3,8.104372658695866,0.15,4.0,1.3687942555279289
VST-NCA,N/A,zipfian,900,4,False,1,16,4,0.1,1,281.18847586849415,0.07244275013562086,0.0008218873040755285,1.0,2.0,0,4.345880843638952,0.15,4.0,1.3859160617329274
VST-NCA,N/A,uniform,900,4,False,1,16,4,0.1,1,299.550305291553,0.06898962013427663,0.0010325205606716852,1.0,2.25,0,3.942771078154692,0.15,4.0,1.3179723143713953
VST-CA,mixed,zipfian,900,4,False,1,16,4,0.1,1,281.18847586849415,0.07244275013562086,0.0008218873040755285,1.0,2.0,2,5.632885513418842,0.15,4.0,1.3859160617329274
VST-CA,mixed,uniform,900,4,False,1,16,4,0.1,1,269.355824047367,0.06850321334867689,0.0010325205606716852,1.0,1.75,3,6.398763278082697,0.15,4.0,1.3305649468437548
VST-CA,pure,zipfian,900,4,False,1,16,4,0.1,1,281.18847586849415,0.07244275013562086,0.0008218873040755285,1.0,2.0,2,6.073308359418661,0.15,4.0,1.3859160617329274
VST-CA,pure,uniform,900,4,False,1,16,4,0.1,1,269.355824047367,0.06850321334867689,0.0010325205606716852,1.0,1.75,3,8.52596243649623,0.15,4.0,1.3305649468437548
VST-NCA,N/A,zipfian,900,4,False,2,16,4,0.1,1,289.9908226403019,0.0746791487659201,0.0011529110716201594,1.25,1.75,0,4.0312110637860314,0.15,4.0,1.4103588407047987
VST-NCA,N/A,uniform,900,4,False,2,16,4,0.1,1,256.800872761951,0.07028805429617453,0.0008218873040755285,1.0,1.75,0,3.1349910196540804,0.15,4.0,1.355426868308305
VST-CA,mixed,zipfian,900,4,False,2,16,4,0.1,1,284.80220938257077,0.07435664231655278,0.0011529110716201594,1.25,1.75,3,5.819604864781468,0.15,4.0,1.4047387242315512
VST-CA,mixed,uniform,900,4,False,2,16,4,0.1,1,253.67188661844716,0.06997919525691361,0.0007803842745070594,1.0,1.5,4,6.840535228613589,0.15,4.0,1.3519737248445383
VST-CA,pure,zipfian,900,4,False,2,16,4,0.1,1,284.80220938257077,0.07435664231655278,0.0011529110716201594,1.25,1.75,3,8.697395186534777,0.15,4.0,1.4047387242315512
VST-CA,pure,uniform,900,4,False,2,16,4,0.1,1,253.84875218187884,0.06996492642674575,0.0007803842745070594,1.0,1.5,4,8.70300867244805,0.15,4.0,1.3543902249535045
VST-NCA,N/A,zipfian,900,4,False,3,16,4,0.1,1,265.07361737290375,0.06883342738915423,0.0007992451523144766,2.0,2.0,0,3.6258772515011515,0.15,4.0,1.3451406961215473
VST-NCA,N/A,uniform,900,4,False,3,16,4,0.1,1,288.48659075608407,0.06824068069134749,0.0009309997075109999,1.25,2.5,0,3.9042920921647237,0.15,4.0,1.3296631509978347
VST-CA,mixed,zipfian,900,4,False,3,16,4,0.1,1,264.16570001948094,0.06877032280196264,0.0007992451523144766,2.0,2.0,3,5.354406014265805,0.15,4.0,1.35370641958946
VST-CA,mixed,uniform,900,4,False,3,16,4,0.1,1,283.2727688451894,0.06746924838612013,0.0007992451523144766,2.0,2.5,4,7.101644173038039,0.15,4.0,1.3248823977659219
VST-CA,pure,zipfian,900,4,False,3,16,4,0.1,1,257.7224211050261,0.06870238723131698,0.00070421331309738,0.75,1.75,3,7.710809257453548,0.15,4.0,1.352289324290233
VST-CA,pure,uniform,900,4,False,3,16,4,0.1,1,283.46653577413565,0.06746405670706873,0.0007992451523144766,2.0,2.5,3,7.90854826294435,0.15,4.0,1.3236632118165648
VST-NCA,N/A,zipfian,900,4,False,4,16,4,0.1,1,380.0385018271001,0.07220815319820077,0.0013033995905154,1.75,2.75,0,3.699755734592145,0.15,4.0,1.3337567033124198
VST-NCA,N/A,uniform,900,4,False,4,16,4,0.1,1,258.5885549591882,0.06892356970456733,0.000979615904304992,1.0,1.75,0,3.352890131883214,0.15,4.0,1.3329050309121173
VST-CA,mixed,zipfian,900,4,False,4,16,4,0.1,1,380.0385018271001,0.07220815319820077,0.0013033995905154,1.75,2.75,2,5.512869605378,0.15,4.0,1.3337567033124198
VST-CA,mixed,uniform,900,4,False,4,16,4,0.1,1,255.44175341432057,0.0688396823698163,0.000979615904304992,1.0,1.75,3,4.783591625186091,0.15,4.0,1.340273275121367
VST-CA,pure,zipfian,900,4,False,4,16,4,0.1,1,380.0385018271001,0.07220815319820077,0.0013033995905154,1.75,2.75,2,4.801916149227509,0.15,4.0,1.3337567033124198
VST-CA,pure,uniform,900,4,False,4,16,4,0.1,1,254.44570853870903,0.06881670604141465,0.000979615904304992,1.0,1.75,3,6.834027300251364,0.15,4.0,1.3397792819391106
VST-NCA,N/A,zipfian,900,8,False,0,16,8,0.1,1,401.09242266131344,0.05641795500931151,0.0005282967283625241,0.625,1.25,0,20.083913891311568,0.15,4.0,1.7268803978119278
VST-NCA,N/A,uniform,900,8,False,0,16,8,0.1,1,413.81022827843714,0.05823293195977205,0.0007191513910660874,0.875,1.25,0,19.034401908965265,0.15,4.0,1.7504526939586118
VST-CA,mixed,zipfian,900,8,False,0,16,8,0.1,1,400.90527847686315,0.05636669519602652,0.0005282967283625241,0.625,1.25,3,48.63415661723229,0.15,4.0,1.7298649925175407
VST-CA,mixed,uniform,900,8,False,0,16,8,0.1,1,411.7332190707121,0.05800551800753431,0.0007191513910660874,0.875,1.25,3,51.181014522501755,0.15,4.0,1.7498154736228542
VST-CA,pure,zipfian,900,8,False,0,16,8,0.1,1,396.5728406341462,0.056144658330356985,0.0005282967283625241,0.625,1.0,8,154.8013378149535,0.15,4.0,1.7233408182824201
VST-CA,pure,uniform,900,8,False,0,16,8,0.1,1,411.545628703386,0.05796214078154771,0.0006164154780566464,0.75,1.25,4,74.7231164365985,0.15,4.0,1.746001760265134
VST-NCA,N/A,zipfian,900,8,False,1,16,8,0.1,1,422.19647057653174,0.05862051277170501,0.0004990514237716114,1.125,1.25,0,24.852147072407206,0.15,4.0,1.7626393191254521
VST-NCA,N/A,uniform,900,8,False,1,16,8,0.1,1,418.82431183142364,0.058932385703199544,0.00061225994019062,0.625,1.25,0,22.829729563299225,0.15,4.0,1.7818028173385172
VST-CA,mixed,zipfian,900,8,False,1,16,8,0.1,1,419.19121401717223,0.058565889745229124,0.0004990514237716114,1.125,1.125,3,53.46252783907221,0.15,4.0,1.7608886345520705
VST-CA,mixed,uniform,900,8,False,1,16,8,0.1,1,417.65753379220433,0.05883010540730994,0.0005162602803358426,0.5,1.25,3,47.052674090418805,0.15,4.0,1.781391023467998
VST-CA,pure,zipfian,900,8,False,1,16,8,0.1,1,417.14554096920136,0.05848515360952499,0.0004990514237716114,1.125,1.125,4,82.77706265715642,0.15,4.0,1.7745043006308796
VST-CA,pure,uniform,900,8,False,1,16,8,0.1,1,416.2921361851205,0.058744677850919615,0.0005852882058802946,0.75,1.25,4,79.69725304048825,0.15,4.0,1.778064340741239
VST-NCA,N/A,zipfian,900,8,False,2,16,8,0.1,1,423.6826603525853,0.05809742704683495,0.0006099517401653027,1.375,1.625,0,22.07976651100671,0.15,4.0,1.7538805561174515
VST-NCA,N/A,uniform,900,8,False,2,16,8,0.1,1,392.27819478191066,0.05474649297454414,0.0005852882058802946,0.75,1.375,0,18.231761687278777,0.15,4.0,1.7077018801396326
VST-CA,mixed,zipfian,900,8,False,2,16,8,0.1,1,421.00325696301996,0.05799524253048466,0.0006099517401653027,1.375,1.625,5,75.73905783342798,0.15,4.0,1.7598786241284057
VST-CA,mixed,uniform,900,8,False,2,16,8,0.1,1,387.7326031615948,0.054494779972431545,0.0004877401715669121,0.625,1.125,6,49.65449530456226,0.15,4.0,1.7079538603418227
VST-CA,pure,zipfian,900,8,False,2,16,8,0.1,1,421.06073434057885,0.05798758749896912,0.0006099517401653027,1.375,1.625,4,84.15391902293868,0.15,4.0,1.7557506313700428
VST-CA,pure,uniform,900,8,False,2,16,8,0.1,1,388.60129774716665,0.05457776785624139,0.0004877401715669121,0.625,1.125,4,71.58539026017297,0.15,4.0,1.7076432737485048
VST-NCA,N/A,zipfian,900,8,False,3,16,8,0.1,1,449.9543156436398,0.06048896242550646,0.000637159675598699,1.5,1.75,0,21.36817570688163,0.15,4.0,1.8088143695127354
VST-NCA,N/A,uniform,900,8,False,3,16,8,0.1,1,444.2510631001238,0.06162618805017139,0.0006516997952577,0.875,1.25,0,24.644048853081586,0.15,4.0,1.809121706887996
VST-CA,mixed,zipfian,900,8,False,3,16,8,0.1,1,439.9862124251575,0.06028267294449186,0.0005840630359654741,1.375,1.5,4,62.38905937291565,0.15,4.0,1.8075677409777857
VST-CA,mixed,uniform,900,8,False,3,16,8,0.1,1,438.7223794263485,0.06147784355728391,0.00058684442758115,0.625,1.125,3,56.223126186688205,0.15,4.0,1.8099849903648377
VST-CA,pure,zipfian,900,8,False,3,16,8,0.1,1,439.9862124251575,0.06028267294449186,0.0005840630359654741,1.375,1.5,4,84.19823933904627,0.15,4.0,1.8075677409777857
