o,21303,7,805,98341.62696419677,1.4206429808687708,1.2091424887910787,48,0.39166666666666655,0.3502922365273662,136,94,28,3393,1
rh,21303,7,805,68998.0960200142,2.0248144533347143,1.1846993252374856,29,0.6482758620689656,0.37737790055507503,136,94,28,3393,1
ch,21303,7,805,70381.40641890059,1.985017765095174,1.2032629251527063,28,0.6714285714285715,0.38535548799109165,136,94,28,3393,1
ah,21303,7,805,68471.1263341385,2.119444929523857,1.1706030615143852,31,0.6258064516129033,3.7582967461994485,136,97,28,3393,2
o,21303,7,805,103027.1687646901,1.4085680822611686,1.1839054693869544,51,0.38039215686274486,0.37409591421510413,136,97,28,3393,2
rh,21303,7,805,69873.44858808,2.076908818157775,1.2301116634430322,27,0.7185185185185184,0.48998705995745695,136,97,28,3393,2
ch,21303,7,805,71107.3796849842,2.040868081070952,1.2700915614017985,28,0.692857142857143,0.556133256382509,136,97,28,3393,2
ah,21303,7,805,71112.1447188056,2.0498798870788075,1.1892573430749123,31,0.6322580645161292,3.6914786781421753,136,98,28,3393,3
o,21303,7,805,98015.86030972164,1.4872221161503065,1.1944473517084429,51,0.3843137254901959,0.3430220486006874,136,98,28,3393,3
rh,21303,7,805,69717.95356221072,2.090872547715308,1.2485383613651917,29,0.6758620689655173,0.5687697327753085,136,98,28,3393,3
ch,21303,7,805,71816.74380356456,2.0297683724680624,1.3005033064811224,26,0.7538461538461537,0.6528744815891514,136,98,28,3393,3
ah,21303,7,805,64321.87416049662,2.160572910148387,1.178270040052881,31,0.6129032258064516,3.4557855568918967,136,95,28,3393,4
o,21303,7,805,98447.58580735404,1.41163541697293,1.2598092340122686,47,0.40425531914893587,0.3516367693000575,136,95,28,3393,4
rh,21303,7,805,65139.335995394445,2.1334589417824015,1.212117375962533,26,0.7307692307692307,0.6725687681537238,136,95,28,3393,4
ch,21303,7,805,65167.51652383851,2.1325363655726552,1.2000341175069311,26,0.7307692307692307,0.6596875441628072,136,95,28,3393,4
ah,21303,8,805,103757.93269649874,2.585087302663583,1.112420380108915,52,0.7115384615384617,8.513058073867796,136,185,28,3393,0
o,21303,8,805,179349.95509925863,1.4955304238347717,1.2178734246869272,81,0.45679012345679004,0.7521370018107518,136,185,28,3393,0
rh,21303,8,805,109744.65487680104,2.444067227378391,1.1522742024953392,46,0.8043478260869565,1.8125632100150142,136,185,28,3393,0
ch,21303,8,805,104073.90881226762,2.5772387856419683,1.1431749540074108,48,0.7708333333333331,1.8914449661342587,136,185,28,3393,0
ah,21303,8,805,104321.4845897093,2.4693310144148817,1.093406135347099,51,0.7058823529411766,7.815157534554601,136,180,28,3393,1
o,21303,8,805,175362.94801757837,1.4689777987842167,1.2219060013759242,81,0.44444444444444453,0.739622504462659,136,180,28,3393,1
rh,21303,8,805,107137.53485204355,2.4044260279361818,1.1705636349893815,46,0.782608695652174,1.8851186354768288,136,180,28,3393,1
ch,21303,8,805,105468.53167574549,2.4424752414223128,1.1970876410905413,48,0.7500000000000001,1.8584510161367689,136,180,28,3393,1
ah,21303,8,805,107642.46358384097,2.4115545191665855,1.1123342843885111,55,0.6654545454545453,8.119666574820258,136,183,28,3393,2
o,21303,8,805,178236.20008045962,1.456413845182145,1.2461278637058542,84,0.43571428571428583,0.7410321716770341,136,183,28,3393,2
rh,21303,8,805,109135.26284239843,2.3785682349498933,1.1675158554256895,47,0.778723404255319,2.3262201259894937,136,183,28,3393,2
ch,21303,8,805,106771.74158684938,2.431220711134381,1.1834186555127735,50,0.732,2.20971553223535,136,183,28,3393,2
ah,21303,8,805,103867.62458720911,2.490644753519191,1.1312723680702477,53,0.6981132075471695,8.27738942737733,136,185,28,3393,3
o,21303,8,805,176043.97179026363,1.4695041903896702,1.1793077417948319,91,0.40659340659340665,0.7235315341490605,136,185,28,3393,3
rh,21303,8,805,108048.8567722233,2.3942627619280654,1.2034828849359154,49,0.7551020408163264,2.3719393720725748,136,185,28,3393,3
ch,21303,8,805,108817.5724905295,2.377349065208636,1.1632599722596273,48,0.7708333333333334,2.1919504093993964,136,185,28,3393,3
ah,21303,8,805,109402.18620479657,2.4273604974501137,1.1332835061669364,54,0.6777777777777778,8.699011377605075,136,183,28,3393,4
o,21303,8,805,182289.70019490737,1.4567940198720228,1.220864122873149,84,0.4357142857142857,0.7424078900307904,136,183,28,3393,4
rh,21303,8,805,105892.63101699967,2.507809491347637,1.1399068412378093,46,0.7956521739130435,2.537759817339065,136,183,28,3393,4
ch,21303,8,805,107082.43432209664,2.4799449770577966,1.1955755994413013,45,0.8133333333333336,2.6203798956430546,136,183,28,3393,4
ah,21303,9,805,185718.14931595168,2.681922131457278,1.123733491051881,91,0.7956043956043953,21.168903475494517,136,362,28,3393,0
o,21303,9,805,346672.60913291725,1.4367492606627292,1.2353590543261064,168,0.40714285714285775,1.4858638524374328,136,362,28,3393,0
rh,21303,9,805,185100.29570974415,2.6908742255321956,1.1374586874694623,83,0.872289156626506,6.175810884320526,136,362,28,3393,0
ch,21303,9,805,186580.1573608043,2.6695315402728474,1.140714372480435,83,0.872289156626506,6.472385365356786,136,362,28,3393,0
ah,21303,9,805,188094.693554878,2.744329216672057,1.1240727562728146,97,0.7628865979381441,21.96120434766499,136,370,28,3393,1
o,21303,9,805,352177.1414203288,1.4657219402196915,1.222957619879435,180,0.3833333333333342,1.5363110694602256,136,370,28,3393,1
rh,21303,9,805,186620.2059645985,2.7660121815616794,1.1362739092478729,88,0.8409090909090907,7.25436262593621,136,370,28,3393,1
ch,21303,9,805,188032.080047687,2.745243061145293,1.1429293350854923,88,0.8409090909090909,6.766147222785548,136,370,28,3393,1
ah,21303,9,805,185099.23045975677,2.7098829983013855,1.0912323196817855,99,0.7353535353535354,21.162752415698378,136,364,28,3393,2
o,21303,9,805,351057.3396682741,1.4288186029539816,1.2412984192668073,182,0.3725274725274733,1.6988349224820922,136,364,28,3393,2
rh,21303,9,805,185329.59830515643,2.7065145676064892,1.093286132752522,89,0.8179775280898878,7.056849735238757,136,364,28,3393,2
ch,21303,9,805,183424.99031655202,2.7346178770728895,1.121956402138206,84,0.8666666666666666,6.865655280113515,136,364,28,3393,2
ah,21303,9,805,187863.62763803545,2.7334817919044396,1.0838433533075107,102,0.7274509803921566,23.197823167491606,136,371,28,3393,3
o,21303,9,805,349924.0920237468,1.467523434982112,1.266671046199192,167,0.40239520958083913,1.5001164524860542,136,371,28,3393,3
rh,21303,9,805,186733.48200645935,2.7500253301757756,1.123288335407328,88,0.8431818181818179,7.7923186361085754,136,371,28,3393,3
ch,21303,9,805,184287.20054926726,2.786529959645249,1.1244812868830167,90,0.8244444444444442,7.680903608132212,136,371,28,3393,3
ah,21303,9,805,186887.36746371374,2.7717519672150357,1.0995912589768781,100,0.7439999999999997,22.77998296240912,136,372,28,3393,4
o,21303,9,805,355365.89434925036,1.4576678197094988,1.257580220302006,173,0.383815028901735,1.45996481950624,136,372,28,3393,4
rh,21303,9,805,187741.84829923042,2.7591367247517997,1.1121948170621578,92,0.8086956521739126,8.065015225668958,136,372,28,3393,4
ch,21303,9,805,187797.01344103346,2.7583262317312456,1.1256567475417405,89,0.8359550561797752,8.223295471143047,136,372,28,3393,4
ah,21303,11,805,207880.84054281708,2.8144263512741112,1.1212175124441721,107,0.764485981308411,25.47768730888947,136,409,28,3393,0
o,21303,11,805,405090.8752961178,1.4442816445101077,1.3084616369471265,180,0.3933333333333344,1.7765707071866927,136,409,28,3393,0
rh,21303,11,805,205643.9344970373,2.845040467542431,1.1407186337294257,96,0.8520833333333333,9.74570882457192,136,409,28,3393,0
ch,21303,11,805,205725.40773244938,2.843913748901676,1.1455380751565023,101,0.8099009900990097,9.833508867363435,136,409,28,3393,0
ah,21303,11,805,205401.38684536584,2.799939930022088,1.0997995164421397,110,0.7418181818181816,25.389578568321213,136,408,28,3393,1
o,21303,11,805,395813.5793209737,1.4529858871867638,1.2761368850483146,176,0.4011363636363644,1.7930280093887632,136,408,28,3393,1
rh,21303,11,805,207453.20692839412,2.7722470682690514,1.1142794685790227,98,0.8326530612244896,9.68229590616238,136,408,28,3393,1
ch,21303,11,805,206364.35067642873,2.786874490798103,1.1487396782214028,100,0.8159999999999998,9.592164445121853,136,408,28,3393,1
ah,21303,11,805,208026.85009878123,2.830346609671634,1.107123834021184,106,0.7735849056603771,25.455772530003287,136,410,28,3393,2
o,21303,11,805,405774.1114550254,1.4510242848822403,1.2697362164499806,186,0.4032258064516138,1.814650275420263,136,410,28,3393,2
rh,21303,11,805,206314.28566327924,2.853840624777201,1.1191494470936472,98,0.8367346938775508,10.554840831162892,136,410,28,3393,2
ch,21303,11,805,207645.87643613745,2.8355395252880906,1.1096262661711345,99,0.8282828282828284,10.507679548022224,136,410,28,3393,2
ah,21303,11,805,206676.42256239682,2.752285607216845,1.108867605182733,106,0.7622641509433962,24.549312693478896,136,404,28,3393,3
o,21303,11,805,401296.312500673,1.4174875907153959,1.3001507515046267,185,0.3772972972972982,1.7412504707444896,136,404,28,3393,3
rh,21303,11,805,202288.96333126165,2.8119801189452454,1.11265329127437,101,0.7999999999999999,10.61601036150796,136,404,28,3393,3
ch,21303,11,805,201560.45681604385,2.8221435501542955,1.1142349944307586,102,0.7921568627450981,10.309180561356243,136,404,28,3393,3
ah,21303,11,805,213665.45901673794,2.7847101916680597,1.1099976525449646,111,0.7513513513513512,26.35581879519441,136,417,28,3393,4
o,21303,11,805,415947.18667161505,1.4304613672049817,1.3010268668104372,185,0.3967567567567577,1.81226674961772,136,417,28,3393,4
rh,21303,11,805,207082.32948473256,2.873235890342885,1.116577220256351,99,0.8323232323232326,11.173066158433812,136,417,28,3393,4
ch,21303,11,805,211391.0586786753,2.814671467423642,1.1018508112188514,101,0.8257425742574257,11.737752553862265,136,417,28,3393,4
ah,21303,12,805,183171.99089746492,2.758123804097136,1.105402062806982,92,0.7630434782608692,21.293917785334543,136,351,28,3393,0
o,21303,12,805,350840.0438812535,1.4400038910870656,1.2451059267280904,165,0.40727272727272806,1.7081061194007816,136,351,28,3393,0
rh,21303,12,805,183072.80391850704,2.7596181274584692,1.1143573848479962,84,0.8357142857142856,10.026201019886685,136,351,28,3393,0
ch,21303,12,805,182129.7964627174,2.7739065114564068,1.1282106522051845,84,0.8238095238095237,9.920002273784121,136,351,28,3393,0
ah,21303,12,805,177681.1908306867,2.782972745640095,1.0880066053299946,97,0.7175257731958761,21.566321072531537,136,348,28,3393,1
o,21303,12,805,337167.5774851378,1.466576101957711,1.2399309285712483,164,0.40609756097561056,1.513380982795752,136,348,28,3393,1
rh,21303,12,805,175980.65195565805,2.8098652096099337,1.1165215028007167,82,0.8487804878048781,9.977069913335981,136,348,28,3393,1
ch,21303,12,805,177121.91495306743,2.7917601931172795,1.1153766507725578,84,0.8285714285714285,10.152613943823326,136,348,28,3393,1
ah,21303,12,805,187016.8389953248,11485.524794685709,1.1267666291439051,94,0.7489361702127656,20.799320391185574,136,352,28,3393,2
o,21303,12,805,349652.5395812305,6143.203032007531,1.2857319258468156,158,0.3949367088607603,1.5696954313516471,136,352,28,3393,2
rh,21303,12,805,183866.4964233972,11682.31615377218,1.1398306093280743,83,0.8481927710843371,10.55093434369337,136,352,28,3393,2
ch,21303,12,805,180151.68736756293,11923.210782489192,1.1255021837829786,85,0.828235294117647,10.090757935940928,136,352,28,3393,2
ah,21303,12,805,174688.4463989759,2.8759052760667814,1.098735426063212,91,0.7758241758241756,20.781965023199973,136,353,28,3393,3
o,21303,12,805,350251.8751193969,1.434360414188977,1.2350516080159903,163,0.4085889570552155,1.737891902091178,136,353,28,3393,3
rh,21303,12,805,178760.60051831522,2.810392352733515,1.1059588970526244,89,0.7932584269662921,10.407847397504156,136,353,28,3393,3
ch,21303,12,805,177230.5864544881,2.834654191000685,1.1135511896166275,87,0.811494252873563,10.817581720039016,136,353,28,3393,3
ah,21303,12,805,178544.1527669956,2.7996332176371856,1.0825584548949025,92,0.7434782608695647,21.999363656244896,136,347,28,3393,4
o,21303,12,805,346167.5577002173,1.4439774316871385,1.270665943240068,150,0.42933333333333396,1.6186283712995646,136,347,28,3393,4
rh,21303,12,805,176968.32995100794,2.8245626832764383,1.1073192914781724,82,0.8463414634146336,11.174861105738273,136,347,28,3393,4
ch,21303,12,805,177013.752511014,2.823837887230075,1.097193112838588,82,0.8463414634146339,10.74908989421374,136,347,28,3393,4
ah,21303,13,805,66867.6011029111,2.0889846374693803,1.153272532800267,32,0.6062500000000001,3.713545437391531,136,97,28,3393,0
o,21303,13,805,98474.54988233285,1.4184923070511297,1.3561538039676406,44,0.4409090909090907,0.38701345559138645,136,97,28,3393,0
rh,21303,13,805,64998.34127970864,2.149060863681136,1.1262477298986602,30,0.6466666666666668,2.2986951005482297,136,97,28,3393,0
ch,21303,13,805,66232.65995008804,2.1090107441506465,1.168201623784767,28,0.692857142857143,2.131926850469881,136,97,28,3393,0
ah,21303,13,805,70103.7671378763,2.0429393557015207,1.086288789055062,36,0.5444444444444445,3.9119812633871334,136,98,28,3393,1
o,21303,13,805,98141.53811325657,1.4592979448072985,1.1841336700043141,54,0.36296296296296277,0.3946290534349828,136,98,28,3393,1
rh,21303,13,805,66208.06603546627,2.1631464781373273,1.1300253556297637,28,0.7,2.342194249063141,136,98,28,3393,1
ch,21303,13,805,65790.72876181312,2.1768681935019125,1.118361599354506,28,0.7000000000000002,2.1667145635087763,136,98,28,3393,1
ah,21303,13,805,67334.04212378149,2.112604373853572,1.1833451058501765,32,0.6062500000000001,3.62557209751094,136,97,28,3393,2
o,21303,13,805,102277.95712141169,1.3908196438757539,1.3169320389447066,46,0.42173913043478234,0.40041693937610034,136,97,28,3393,2
rh,21303,13,805,64300.049340540405,2.2122874454818557,1.1869488405987205,26,0.7461538461538463,2.380361452726902,136,97,28,3393,2
ch,21303,13,805,65456.394317845115,2.1732054351970365,1.2132598800785452,26,0.7461538461538463,2.48739668295957,136,97,28,3393,2
ah,21303,13,805,66285.76986274026,2.1873916579360153,1.1709632291930625,29,0.6689655172413794,3.79586076546002,136,97,28,3393,3
o,21303,13,805,100660.80986588134,1.4404110222320936,1.2588270587642112,46,0.42173913043478234,0.3906175613506093,136,97,28,3393,3
rh,21303,13,805,62892.31758322342,2.3054157583835257,1.1205310970221227,25,0.7759999999999999,2.4192909267326286,136,97,28,3393,3
ch,21303,13,805,63379.255988816876,2.2877034098224227,1.142111290408723,26,0.7461538461538461,2.282285168848375,136,97,28,3393,3
ah,21303,13,805,69799.99796352633,2.131417826553319,1.1573506201770982,32,0.6124999999999999,3.8949981486030083,136,98,28,3393,4
o,21303,13,805,101907.72532778568,1.459879115879762,1.238536124821222,46,0.42608695652173895,0.3864623787412711,136,98,28,3393,4
rh,21303,13,805,66794.74864286893,2.2273152152767106,1.158781954550765,27,0.7259259259259259,2.5510634283136824,136,98,28,3393,4
ch,21303,13,805,66382.18773195102,2.2411578321821124,1.1593967806106429,26,0.7538461538461539,2.333675058877816,136,98,28,3393,4
ah,21303,14,805,45757.12954789397,1.966542387674214,1.15268477861701,22,0.6090909090909091,2.1637100893644856,136,67,28,3393,0
o,21303,14,805,74020.03571643648,1.2156618667268833,1.3361239913661087,32,0.41874999999999973,0.27577725126366204,136,67,28,3393,0
rh,21303,14,805,45832.127043955545,1.96332443196308,1.1990817402139928,19,0.7052631578947368,1.4410292504958306,136,67,28,3393,0
ch,21303,14,805,46611.969963188974,1.9304769754485078,1.2111120472215648,20,0.67,1.440478568400522,136,67,28,3393,0
ah,21303,14,805,46387.93071022973,1.9745428047916427,1.1786387631520132,21,0.638095238095238,2.3202790754226044,136,67,28,3393,1
o,21303,14,805,70652.1939282772,1.296420531626241,1.2657923557509965,33,0.40606060606060584,0.25585400726822627,136,67,28,3393,1
rh,21303,14,805,46585.02367477216,1.9661888647415264,1.1816762915458856,19,0.7052631578947368,1.5726963527081352,136,67,28,3393,1
ch,21303,14,805,47284.52617064541,1.9371020972590445,1.2371106318834764,18,0.7444444444444444,1.515145534027397,136,67,28,3393,1
ah,21303,14,805,45882.652866493525,1.9005633301561002,1.1573547869085365,24,0.5583333333333335,2.408254783828397,136,67,28,3393,2
o,21303,14,805,69428.79774930292,1.256004573825633,1.293439729191321,33,0.40606060606060584,0.272040113341518,136,67,28,3393,2
rh,21303,14,805,44905.94335570441,1.9419008044791886,1.1702903578256545,18,0.7444444444444446,1.5232707595305328,136,67,28,3393,2
ch,21303,14,805,44973.23809854286,1.9389950827482145,1.176071327683427,19,0.7052631578947369,1.5294707688467497,136,67,28,3393,2
ah,21303,14,805,42655.67654838912,2.1479770427567217,1.176217390990621,21,0.6476190476190476,2.060677271869281,136,68,28,3393,3
o,21303,14,805,70232.08570523182,1.3045805638429273,1.3058046406535986,35,0.35999999999999976,0.2521433178776533,136,68,28,3393,3
rh,21303,14,805,44480.82678437671,2.0598406233172266,1.154663161535545,20,0.6799999999999999,1.5433053242072674,136,68,28,3393,3
ch,21303,14,805,44198.353882559124,2.0730051216986873,1.1429717014988934,20,0.68,1.5949687788911433,136,68,28,3393,3
ah,21303,14,805,43144.225933236674,2.1051831728833497,1.093518733855699,23,0.582608695652174,2.0735987607877178,136,67,28,3393,4
o,21303,14,805,69184.49380007484,1.3128158269711736,1.1988651135103148,34,0.39411764705882346,0.24869079772724945,136,67,28,3393,4
rh,21303,14,805,46646.092378376285,1.9471405601347154,1.1765716822221655,20,0.6700000000000002,1.606622712103217,136,67,28,3393,4
ch,21303,14,805,46201.42170348574,1.9658810290436306,1.1627188793057461,20,0.6699999999999999,1.4279384120300165,136,67,28,3393,4
ah,21303,15,805,132185.7679957659,2.6194345693118706,1.1122459940577134,69,0.7159420289855071,12.237987037851326,136,247,28,3393,0
o,21303,15,805,243505.8014925342,1.4219454655159984,1.2208499349150919,125,0.37920000000000037,0.9803586104967508,136,247,28,3393,0
rh,21303,15,805,129347.38048315932,2.676915210542118,1.1176965061237458,59,0.8372881355932201,8.174029753412924,136,247,28,3393,0
ch,21303,15,805,128768.35871329183,2.6889522683914335,1.1344245710672833,59,0.8372881355932201,7.776897958410245,136,247,28,3393,0
ah,21303,15,805,131038.35338505197,2.6756830344190896,1.1186080287034106,62,0.7741935483870965,11.344223285602311,136,240,28,3393,1
o,21303,15,805,242776.84483426236,1.444194973577296,1.263669719029287,109,0.4128440366972481,0.9938880208683258,136,240,28,3393,1
rh,21303,15,805,128370.21837568688,2.7312962729757513,1.1320502636069412,55,0.8727272727272726,7.7279883089599934,136,240,28,3393,1
ch,21303,15,805,126634.24508734055,2.768738414863797,1.1304332821303562,53,0.9056603773584907,7.577172075720227,136,240,28,3393,1
ah,21303,15,805,129861.86909395075,2.605354594353779,1.140796318985094,65,0.7353846153846154,11.014186281344791,136,239,28,3393,2
o,21303,15,805,236954.44635319826,1.4278534228092865,1.2426320541698035,116,0.3948275862068967,0.9519607835395618,136,239,28,3393,2
rh,21303,15,805,126506.50608064345,2.674457051715713,1.1407633202586656,58,0.8241379310344831,7.677106862327946,136,239,28,3393,2
ch,21303,15,805,126130.42709594058,2.682431393163678,1.1141684646407226,59,0.810169491525424,7.743366747959499,136,239,28,3393,2
ah,21303,15,805,128120.26725246197,2.6685893044890845,1.0845415159275675,67,0.7134328358208953,11.662895316715549,136,239,28,3393,3
o,21303,15,805,247776.96337886175,1.3798715191913242,1.2290042228522544,119,0.4016806722689079,1.0163897992356397,136,239,28,3393,3
rh,21303,15,805,127278.4248933589,2.6862398333784117,1.0946184774606658,59,0.8101694915254236,8.237044364844223,136,239,28,3393,3
ch,21303,15,805,126263.29053090661,2.7078367230934237,1.1149674194683563,58,0.8241379310344829,8.015385939329462,136,239,28,3393,3
ah,21303,15,805,131672.01100596803,2.6095190043999548,1.0876842923787955,70,0.6714285714285714,11.407528436118355,136,235,28,3393,4
o,21303,15,805,239223.4187581093,1.436316798963003,1.219000626231036,113,0.41592920353982316,1.002895127233387,136,235,28,3393,4
rh,21303,15,805,131289.54039592444,2.617121013840489,1.1112397724708383,59,0.7966101694915255,8.023157070324032,136,235,28,3393,4
ch,21303,15,805,130579.25035956223,2.6313569278541347,1.1210217610567514,57,0.824561403508772,8.020413923453816,136,235,28,3393,4
ah,21303,17,805,108265.99279778817,2.617112551612217,1.09092287324453,57,0.6736842105263159,8.505899206622871,136,192,28,3393,0
o,21303,17,805,187635.87669088208,1.5100752247430838,1.2036401456505132,89,0.4314606741573034,0.7110462486111828,136,192,28,3393,0
rh,21303,17,805,106942.67448680167,2.649496938650232,1.1056595999436507,48,0.8000000000000002,6.231556492087748,136,192,28,3393,0
ch,21303,17,805,106913.32368601987,2.650224302220433,1.1108704267649592,49,0.7836734693877552,6.1711673907771,136,192,28,3393,0
ah,21303,17,805,111509.73589107454,2.549143967082199,1.105541854901383,56,0.6678571428571427,8.38085686923614,136,187,28,3393,1
o,21303,17,805,187904.42640340902,1.5127603748269391,1.15590214915475,93,0.4021505376344086,0.8725326876206054,136,187,28,3393,1
rh,21303,17,805,109577.94278788673,2.5940838391892576,1.1194174505904568,49,0.7632653061224488,6.308779096344551,136,187,28,3393,1
ch,21303,17,805,109468.0241917619,2.596688600314153,1.1225197300192404,48,0.7791666666666665,6.009613843555599,136,187,28,3393,1
ah,21303,17,805,113147.15076509882,2.54458600606131,1.1102598872585605,53,0.7245283018867925,8.356003145401246,136,192,28,3393,2
o,21303,17,805,188689.1551629069,1.5258569376390871,1.1887737828481517,97,0.39587628865979374,0.6900125610782197,136,192,28,3393,2
rh,21303,17,805,114139.69400294617,2.522458632622128,1.1467399195343235,46,0.8347826086956524,6.183068834867299,136,192,28,3393,2
ch,21303,17,805,110720.02185833812,2.6003666873454243,1.13253147111436,47,0.8170212765957446,6.346049813241734,136,192,28,3393,2
ah,21303,17,805,111357.1330810028,2.4274924222037537,1.1555310008896038,53,0.6905660377358488,8.620628590782871,136,183,28,3393,3
o,21303,17,805,182739.94255618998,1.4792529368851588,1.2362854218866524,81,0.45185185185185195,0.7229480874557339,136,183,28,3393,3
rh,21303,17,805,105041.29417341476,2.5734507446775634,1.1104236042309232,43,0.8511627906976746,6.066492790604116,136,183,28,3393,3
ch,21303,17,805,103002.24449716543,2.624395206455023,1.0925358268218823,46,0.7956521739130435,6.260357757827478,136,183,28,3393,3
ah,21303,17,805,109857.9555346877,2.5477293125850187,1.0894130246130418,56,0.6714285714285714,9.028103735085097,136,188,28,3393,4
o,21303,17,805,189546.82368804637,1.4766184317444535,1.27644654284106,83,0.4530120481927712,0.769848832830121,136,188,28,3393,4
rh,21303,17,805,108113.48012425417,2.588838442853856,1.1360646775971857,47,0.8000000000000002,6.375356364345862,136,188,28,3393,4
ch,21303,17,805,108413.48965587266,2.5816744246939214,1.1730846328154785,46,0.8173913043478263,7.187228359772689,136,188,28,3393,4
ah,21303,18,805,174665.97907916072,2.7573958463959203,1.1015504850995046,87,0.7747126436781608,22.393836781774553,136,337,28,3393,0
o,21303,18,805,331117.51149226545,1.454538731730003,1.2376625454216135,154,0.4181818181818189,1.4799938576247769,136,337,28,3393,0
rh,21303,18,805,170874.51479273228,2.8185785680430744,1.112138803878489,80,0.8424999999999997,13.391536154351797,136,337,28,3393,0
ch,21303,18,805,169950.74251379742,2.833899035071612,1.1017971813290979,79,0.853164556962025,13.520526033644273,136,337,28,3393,0
ah,21303,18,805,173572.1544181546,2.82585964128095,1.0987832932077786,91,0.7516483516483515,19.475879729451663,136,342,28,3393,1
o,21303,18,805,335113.4677369277,1.4636551295082392,1.2497911627695542,155,0.4090322580645169,1.4787906468523033,136,342,28,3393,1
rh,21303,18,805,173265.02858868928,2.830868698754061,1.1038837294045456,80,0.8550000000000001,13.723073224533437,136,342,28,3393,1
ch,21303,18,805,172948.64634314054,2.83604732613683,1.0919845510622803,83,0.8240963855421688,13.752350169073452,136,342,28,3393,1
ah,21303,18,805,170340.34204650464,12609.776610659479,1.0892738668591448,95,0.7157894736842105,19.897251010768287,136,340,28,3393,2
o,21303,18,805,321609.11718840915,6678.77104905396,1.230772400646918,156,0.40384615384615447,1.3799272231171926,136,340,28,3393,2
rh,21303,18,805,167747.7224323481,12804.66661391489,1.1040582968163921,81,0.839506172839506,13.0711631274321,136,340,28,3393,2
ch,21303,18,805,165527.93097502514,12976.381981804827,1.0889783439401728,82,0.8292682926829267,13.670653026067157,136,340,28,3393,2
ah,21303,18,805,172375.6862173039,12460.97630209183,1.1003914418914944,91,0.7516483516483515,19.394091398227374,136,342,28,3393,3
o,21303,18,805,330720.18406475184,6494.823855655843,1.2346792021215176,147,0.4176870748299326,1.4738191125770754,136,342,28,3393,3
