0,0%,21303,9,602,154517.60462978733,2.4875366594629793,1.114878945632955,95,0.7621052631578946,18.522875429982605,119,362,14,3386
1,100%,21303,9,602,314732.0451872261,1.2212553882791046,1.2241191827539755,147,0.42448979591836794,1.1492364329977178,119,362,14,3386
2,0%,21303,9,602,155596.0325692201,13804.137325745522,1.100534932900253,98,0.7448979591836733,17.265143243322193,119,365,14,3386
3,100%,21303,9,602,317854.9726157495,6757.386814656557,1.2075944392050357,175,0.3771428571428579,1.1241172379109443,119,365,14,3386
4,0%,21303,9,602,155687.91087204256,2.4886714378162624,1.1090029986776528,99,0.7414141414141412,17.25746217692585,119,367,14,3386
5,100%,21303,9,602,316443.37616617157,1.2244088079665614,1.2067696697319135,171,0.382456140350878,1.154933085745455,119,367,14,3386
6,0%,21303,9,602,150534.06677735728,2.5131768685340687,1.1104473239078183,96,0.7499999999999997,17.264262553676275,119,360,14,3386
7,100%,21303,9,602,307612.6778822133,1.2298541697168854,1.2242174569213167,151,0.410596026490067,1.1329209763615182,119,360,14,3386
8,0%,21303,9,602,157942.80577360565,2.4758003185260784,1.1098612766188258,99,0.7414141414141412,19.712556479009905,119,367,14,3386
9,100%,21303,9,602,316832.5865231053,1.2342002226929358,1.220845933478548,169,0.39881656804733806,1.2214154826108086,119,367,14,3386
10,0%,21303,10,602,249529.64191513197,2.7396997109957213,1.0986584859582018,164,0.7890243902439019,38.44000731078988,119,647,14,3386
11,100%,21303,10,602,557042.1674646743,1.2272612878684928,1.1932666131625933,251,0.3601593625498019,2.174929990897027,119,647,14,3386
12,0%,21303,10,602,252370.46486852778,8511.927171066149,1.0938508909458482,158,0.8088607594936711,38.07809636821116,119,639,14,3386
13,100%,21303,10,602,539252.1459071026,3983.589186234006,1.1854746667079639,258,0.37131782945736547,2.102737914498505,119,639,14,3386
14,0%,21303,10,602,243073.32999416397,2.789706865073463,1.0973593690442227,163,0.7901840490797544,37.81179453048702,119,644,14,3386
15,100%,21303,10,602,565263.3694597996,1.1996237046971991,1.1683702495152068,269,0.3710037174721202,2.234240945002483,119,644,14,3386
16,0%,21303,10,602,244256.01388206228,2.774775183921112,1.0910221970153866,163,0.7938650306748465,38.859455985650015,119,647,14,3386
