Spiders,0,100,13,6,0.009824642293490267,1,0.006523707752419646,80.0,2,1,0,63,88,96,91,32,14
Gravitation 2,0,100,13,6,0.009824642293490267,1,0.008016273346749713,84.0,4,1,0,63,88,96,91,32,14
Gravitation 3,0,100,13,6,0.009824642293490267,1,0.006774771417585982,84.0,2,1,0,63,88,96,91,32,14
Spiders,0,100,13,6,0.009824642293490267,2,0.007912058240454246,110.0,6,1,0,49,95,13,72,36,23
Gravitation 2,0,100,13,6,0.009824642293490267,2,0.00809561893904285,104.0,7,1,0,49,95,13,72,36,23
Gravitation 3,0,100,13,6,0.009824642293490267,2,0.008954604057599375,129.0,7,2,0,49,95,13,72,36,23
Spiders,0,100,13,6,0.009824642293490267,3,0.006285670975540239,73.0,2,1,0,62,5,84,91,92,45
Gravitation 2,0,100,13,6,0.009824642293490267,3,0.007267819401536854,73.0,2,1,0,62,5,84,91,92,45
Gravitation 3,0,100,13,6,0.009824642293490267,3,0.006717532059961576,54.0,1,0,0,62,5,84,91,92,45
Spiders,0,100,13,6,0.009824642293490267,4,0.005523400633659428,55.0,1,0,0,98,53,87,54,63,62
Gravitation 2,0,100,13,6,0.009824642293490267,4,0.005922102366077681,50.0,1,0,0,98,53,87,54,63,62
Gravitation 3,0,100,13,6,0.009824642293490267,4,0.005977367952749502,50.0,1,0,0,98,53,87,54,63,62
Spiders,0,100,13,6,0.009824642293490267,5,0.005831308902259649,54.0,1,0,0,76,68,30,92,81,63
Gravitation 2,0,100,13,6,0.009824642293490267,5,0.00607329322104419,80.0,2,1,0,76,68,30,92,81,63
Gravitation 3,0,100,13,6,0.009824642293490267,5,0.006156191601051936,63.0,1,1,0,76,68,30,92,81,63
Spiders,0,100,13,6,0.009824642293490267,6,0.007160446261717288,79.0,3,0,0,15,6,41,82,92,88
Gravitation 2,0,100,13,6,0.009824642293490267,6,0.007281241044014286,105.0,5,1,0,15,6,41,82,92,88
Gravitation 3,0,100,13,6,0.009824642293490267,6,0.007427694848694655,114.0,3,0,0,15,6,41,82,92,88
Spiders,0,100,13,6,0.009824642293490267,7,0.006281328679444587,73.0,2,0,0,36,97,35,34,3,24
Gravitation 2,0,100,13,6,0.009824642293490267,7,0.0065513405457555685,73.0,2,0,0,36,97,35,34,3,24
