0,10,1,0.019616914743358457,116.0,4,2,0,0.03429387554663586,87,3,0,0,18,45,87,65,70,53
0,10,2,0.012870960381679938,88.0,2,1,0,0.026059697886722924,75,2,1,0,48,94,59,80,26,35
0,10,3,0.013800211746147803,82.0,5,1,1,0.029000221851855065,75,1,1,0,58,49,73,44,13,70
0,10,4,0.012781745934623973,75.0,4,1,0,0.025414274785233976,75,4,1,0,38,39,8,13,7,80
0,10,5,0.014089961321984423,77.0,5,1,0,0.02856007092943294,75,5,1,0,22,79,89,8,99,6
1,10,1,0.01961928326850154,93.0,7,2,0,0.0359246051076455,91,5,2,0,57,35,41,81,2,85
1,10,2,0.01888859326186182,85.0,5,1,1,0.03713215817642512,67,1,1,0,93,36,46,80,27,72
1,10,3,0.020314050643804593,60.0,8,1,0,0.03695096600297959,61,8,1,0,28,2,99,13,41,36
1,10,4,0.019083996586165775,81.0,6,0,0,0.0358519703365911,71,5,0,0,40,18,97,38,63,46
1,10,5,0.018321726244284964,68.0,7,1,0,0.03534471120178179,64,5,0,0,89,2,98,28,78,75
2,10,1,0.02145054795829182,71.0,4,2,0,0.04073073737714261,63,3,1,0,28,80,73,46,62,54
