0,o,21303,19,804,93878.6877459865,1.4413873833117774,1.2789694782334655,42,0.46666666666666645,0.3686617280285739,127,98,9,3380,0
1,ah_o,21303,19,804,60458.226044785406,2.238166167473947,1.1122042368740417,30,0.6533333333333334,4.869677035806574,127,98,9,3380,0
2,rh,21303,19,804,75535.57853420488,1.7914148366210736,1.341572422103219,35,0.5599999999999999,0.39574581303967893,127,98,9,3380,0
3,ah_r,21303,19,804,60774.59564789272,2.226515119292658,1.1613435114787887,29,0.6758620689655173,4.4725637942509575,127,98,9,3380,0
4,ch,21303,19,804,71529.95495504039,1.8917327176283345,1.287533028228641,33,0.593939393939394,0.33221486312688064,127,98,9,3380,0
5,ah_c,21303,19,804,60287.3626482743,2.2445094649169275,1.1209586928544573,30,0.6533333333333332,4.768732467979513,127,98,9,3380,0
6,o,21303,19,804,95878.57599011021,1.4981673509086975,1.1862612508820114,44,0.4499999999999998,0.3745810671153187,127,99,9,3380,1
7,ah_o,21303,19,804,66985.25015203058,2.144384799250426,1.0783970205265319,32,0.61875,4.518423178071245,127,99,9,3380,1
8,rh,21303,19,804,71246.1100183786,2.0161402799808696,1.1688880602818437,31,0.6387096774193549,0.5373224296962533,127,99,9,3380,1
9,ah_r,21303,19,804,66260.58554854596,2.1678370483877165,1.0942306102015809,30,0.66,4.627560474368213,127,99,9,3380,1
10,ch,21303,19,804,72794.29894375312,1.9732610147257748,1.1646637283622747,30,0.6599999999999999,0.4399227544999995,127,99,9,3380,1
11,ah_c,21303,19,804,66487.93352659521,2.1604243744851046,1.133823006181295,28,0.7071428571428572,5.485121319805373,127,99,9,3380,1
12,o,21303,19,804,91689.05242063887,1.4682843585368894,1.2593722731223966,43,0.4186046511627906,0.3825977352162546,127,95,9,3380,2
13,ah_o,21303,19,804,66897.18482685028,2.0124255133716598,1.1222018654274182,31,0.6129032258064516,4.730873962092545,127,95,9,3380,2
14,rh,21303,19,804,72181.19238090586,1.8651063674296624,1.2901867916444696,29,0.6551724137931034,0.7127736929491348,127,95,9,3380,2
15,ah_r,21303,19,804,67055.11083389317,2.007685914527579,1.1519825558142884,29,0.6551724137931035,4.171641490560241,127,95,9,3380,2
16,ch,21303,19,804,69596.94651732041,1.9343607479214486,1.2154305779788472,27,0.7037037037037038,0.4930933806827795,127,95,9,3380,2
17,ah_c,21303,19,804,66569.41676961239,2.0223340995192083,1.1235480190590326,29,0.6551724137931035,4.815224248013003,127,95,9,3380,2
18,o,21303,7,805,92874.58725512003,1.4919194916648009,1.222131700130148,48,0.39166666666666644,0.34863190040186964,136,94,28,3393,0
19,ah_o,21303,7,805,67203.52849886772,2.061817438775874,1.129151354868743,32,0.5875000000000001,4.341025381904728,136,94,28,3393,0
20,rh,21303,7,805,73301.67263162111,1.890289839668185,1.277598880396228,30,0.6266666666666666,0.37841689358447184,136,94,28,3393,0
21,ah_r,21303,7,805,68614.1166329572,2.0194300211930747,1.2458002549884117,28,0.6714285714285716,4.636088349145666,136,94,28,3393,0
22,ch,21303,7,805,74130.22725628196,1.8691620427279194,1.2211583249773537,34,0.5529411764705882,0.3190470475942675,136,94,28,3393,0
23,ah_c,21303,7,805,67173.35153291402,2.0627436899340013,1.1360874389084616,31,0.6064516129032258,4.764930195616216,136,94,28,3393,0
24,o,21303,7,805,96072.6587263742,1.4529589641562675,1.1680837992107012,51,0.37647058823529406,0.3976465544669736,136,96,28,3393,1
25,ah_o,21303,7,805,66287.15497655311,2.1058322801180176,1.1140508858728055,31,0.6193548387096776,3.845561502308101,136,96,28,3393,1
26,rh,21303,7,805,71964.30502314876,1.939706506745385,1.1850049395241287,29,0.6620689655172416,0.8050388003894113,136,96,28,3393,1
27,ah_r,21303,7,805,66431.24617680124,2.1012646719783796,1.1611725615242634,29,0.6620689655172415,4.057354625847893,136,96,28,3393,1
28,ch,21303,7,805,73928.73749878428,1.8881646762749968,1.228035616464428,30,0.64,0.41187823254313116,136,96,28,3393,1
29,ah_c,21303,7,805,66233.15000281365,2.1075493268987104,1.160734807030484,28,0.6857142857142858,3.9366360311096287,136,96,28,3393,1
30,o,21303,7,805,95366.64068540308,1.4631553432016773,1.210974305902028,50,0.3839999999999998,0.4890495187551096,136,96,28,3393,2
31,ah_o,21303,7,805,64845.42467277166,2.1518281449490253,1.220399428507188,31,0.6193548387096776,4.312372148986924,136,96,28,3393,2
32,rh,21303,7,805,67008.42673563065,2.082368094277997,1.1741999796350882,27,0.7111111111111112,0.4904686600698369,136,96,28,3393,2
33,ah_r,21303,7,805,63997.47494864747,2.1803393023554123,1.2415226445272212,27,0.7111111111111111,4.366564004259999,136,96,28,3393,2
34,ch,21303,7,805,68466.97511992886,2.038007515851636,1.2082845034046537,30,0.64,0.4874093150938279,136,96,28,3393,2
35,ah_c,21303,7,805,64094.39463845985,2.1770423243581627,1.2129976162215834,27,0.7111111111111112,3.912850512114801,136,96,28,3393,2
36,o,21303,8,805,182843.62780369195,1.453182244246763,1.2505463499914473,82,0.4414634146341464,1.0168240288458037,136,186,28,3393,0
37,ah_o,21303,8,805,106262.08704425038,2.500469553993817,1.0976508070014,54,0.6888888888888888,9.958649498543764,136,186,28,3393,0
38,rh,21303,8,805,110885.62832364882,2.3962087550467652,1.1541069708204936,47,0.770212765957447,1.2251709483020932,136,186,28,3393,0
39,ah_r,21303,8,805,104593.3903494992,2.54036237385684,1.118934251750239,50,0.7439999999999999,9.359605277389619,136,186,28,3393,0
40,ch,21303,8,805,110243.71115842246,2.410161183853519,1.16355324631078,52,0.7153846153846154,1.2705262310209946,136,186,28,3393,0
41,ah_c,21303,8,805,104753.70475007576,2.536474619507877,1.1115471917327593,51,0.7294117647058823,9.583769997260333,136,186,28,3393,0
42,o,21303,8,805,180098.6874438796,1.4116782762274396,1.2325814429528879,87,0.4183908045977011,0.9795809447414285,136,182,28,3393,1
43,ah_o,21303,8,805,106872.81547349713,2.3789155690826584,1.0940923536001395,52,0.7,9.004206105899812,136,182,28,3393,1
44,rh,21303,8,805,109108.0953185807,2.330179111817966,1.1602705711676033,48,0.7583333333333336,1.4080775391967109,136,182,28,3393,1
45,ah_r,21303,8,805,105538.83090884978,2.408984470002135,1.104077300391637,49,0.7428571428571429,9.313431669233978,136,182,28,3393,1
46,ch,21303,8,805,108514.9065666833,2.342916864471214,1.168510146343031,47,0.7744680851063831,1.7121412967358083,136,182,28,3393,1
47,ah_c,21303,8,805,105322.65758240622,2.413928877959404,1.115089551584196,48,0.7583333333333332,9.594514022063777,136,182,28,3393,1
48,o,21303,8,805,178800.0829017312,1.449618066823509,1.219222376539539,83,0.44096385542168653,0.7708021642001768,136,183,28,3393,2
49,ah_o,21303,8,805,104582.40028933626,2.4783503706820085,1.0918354695732608,53,0.6905660377358489,9.220612326910214,136,183,28,3393,2
50,rh,21303,8,805,109818.64328485208,2.360180592029246,1.1965932229378202,49,0.7469387755102042,1.666978259307598,136,183,28,3393,2
51,ah_r,21303,8,805,104451.29735003808,2.4814610933484613,1.1241523779830849,49,0.7469387755102042,9.352896824676009,136,183,28,3393,2
52,ch,21303,8,805,108339.97261757775,2.392393354563557,1.1639210554948654,52,0.7038461538461536,2.175036376598655,136,183,28,3393,2
53,ah_c,21303,8,805,104094.87116120238,2.4899577436673477,1.1117047036420886,48,0.7625000000000001,9.057214093356379,136,183,28,3393,2
54,o,21303,9,805,342887.2522332936,1.4525462825155186,1.242532297459302,169,0.38579881656804793,1.4648277963797227,136,356,28,3393,0
55,ah_o,21303,9,805,180693.52360711753,2.7563777251716233,1.0839826586179317,95,0.7494736842105263,23.48804092179853,136,356,28,3393,0
56,rh,21303,9,805,184641.37259473227,2.6974431383080013,1.1230909649334384,87,0.818390804597701,4.8053672358760195,136,356,28,3393,0
57,ah_r,21303,9,805,179556.19656514318,2.7738368994285034,1.0879512693844666,92,0.773913043478261,21.92407534752192,136,356,28,3393,0
58,ch,21303,9,805,187133.57511239345,2.661519202282617,1.117098095131179,87,0.818390804597701,4.379540364010609,136,356,28,3393,0
59,ah_c,21303,9,805,179644.31616962113,2.7724762696258147,1.0902566428431548,91,0.7824175824175823,22.214638116990955,136,356,28,3393,0
60,o,21303,9,805,363211.78464259196,1.4170557610430665,1.2232116427323816,187,0.38716577540107044,1.5448117061982884,136,372,28,3393,1
61,ah_o,21303,9,805,183702.4482070087,2.8017664267954037,1.0979728391613628,95,0.783157894736842,25.403379569575918,136,372,28,3393,1
62,rh,21303,9,805,187809.46081458632,2.7404974684137144,1.1441399101451641,89,0.8359550561797751,5.325211134278561,136,372,28,3393,1
63,ah_r,21303,9,805,181280.83506117074,2.839193408022657,1.1003172163002866,88,0.8454545454545453,23.40850189995217,136,372,28,3393,1
64,ch,21303,9,805,186956.90623844514,2.752994592508288,1.1443926062711924,86,0.8534883720930229,5.64223940894226,136,372,28,3393,1
