Spiders,0,100,8,10,0.004955349353511062,1,0.011858415883013805,90.0,1,0,0,66,47,93,82,38,74,15,89,64,57
Dreyfus,0,100,8,10,0.006502391026131938,1,0.47239247093227515,82.0,1,1,0,66,47,93,82,38,74,15,89,64,57
Gravitation 2,0,100,8,10,0.004955349353511062,1,0.014321682031815552,108.0,1,1,0,66,47,93,82,38,74,15,89,64,57
Gravitation 3,0,100,8,10,0.004955349353511062,1,0.011914470978066638,109.0,1,1,0,66,47,93,82,38,74,15,89,64,57
Spiders,0,100,8,10,0.004955349353511062,2,0.011079171110940922,122.0,2,0,0,93,63,55,66,47,18,95,42,77,37
Dreyfus,0,100,8,10,0.006502391026131938,2,0.4757411707303978,102.0,1,0,0,93,63,55,66,47,18,95,42,77,37
Gravitation 2,0,100,8,10,0.004955349353511062,2,0.0140599600035054,119.0,1,0,0,93,63,55,66,47,18,95,42,77,37
Gravitation 3,0,100,8,10,0.004955349353511062,2,0.011561560731747855,106.0,1,0,0,93,63,55,66,47,18,95,42,77,37
Spiders,0,100,8,10,0.004955349353511062,3,0.011679986988901936,78.0,2,0,0,93,14,98,80,34,54,31,87,96,44
Dreyfus,0,100,8,10,0.006502391026131938,3,0.4913690943786213,71.0,1,1,0,93,14,98,80,34,54,31,87,96,44
Gravitation 2,0,100,8,10,0.004955349353511062,3,0.01655599075011982,82.0,2,0,0,93,14,98,80,34,54,31,87,96,44
Gravitation 3,0,100,8,10,0.004955349353511062,3,0.017943156975582797,79.0,2,0,0,93,14,98,80,34,54,31,87,96,44
Spiders,0,100,8,10,0.004955349353511062,4,0.01842752036734252,124.0,1,0,0,46,91,25,98,55,86,24,72,1,58
Dreyfus,0,100,8,10,0.006502391026131938,4,0.5057709115111111,106.0,0,0,0,46,91,25,98,55,86,24,72,1,58
Gravitation 2,0,100,8,10,0.004955349353511062,4,0.015189351742563417,130.0,2,0,0,46,91,25,98,55,86,24,72,1,58
Gravitation 3,0,100,8,10,0.004955349353511062,4,0.013454407075258246,130.0,2,0,0,46,91,25,98,55,86,24,72,1,58
Spiders,0,100,8,10,0.004955349353511062,5,0.014344577774865197,124.0,2,0,0,6,37,97,26,92,47,29,81,63,13
Dreyfus,0,100,8,10,0.006502391026131938,5,0.4902539137904216,110.0,0,0,0,6,37,97,26,92,47,29,81,63,13
Gravitation 2,0,100,8,10,0.004955349353511062,5,0.01532830521762385,133.0,3,0,0,6,37,97,26,92,47,29,81,63,13
Gravitation 3,0,100,8,10,0.004955349353511062,5,0.013343875901914881,126.0,1,0,0,6,37,97,26,92,47,29,81,63,13
Spiders,0,100,8,10,0.004955349353511062,6,0.013797843221004857,127.0,2,1,0,60,77,8,71,29,97,67,81,46,48
Dreyfus,0,100,8,10,0.006502391026131938,6,0.48915491812403333,89.0,1,0,0,60,77,8,71,29,97,67,81,46,48
Gravitation 2,0,100,8,10,0.004955349353511062,6,0.015051187775883879,119.0,2,0,0,60,77,8,71,29,97,67,81,46,48
Gravitation 3,0,100,8,10,0.004955349353511062,6,0.013190711275995248,130.0,3,0,0,60,77,8,71,29,97,67,81,46,48
Spiders,0,100,8,10,0.004955349353511062,7,0.013653363187276835,104.0,1,0,0,69,46,30,48,79,59,50,96,2,82
Dreyfus,0,100,8,10,0.006502391026131938,7,0.4974700203930018,112.0,1,0,0,69,46,30,48,79,59,50,96,2,82
Gravitation 2,0,100,8,10,0.004955349353511062,7,0.01483683625043497,114.0,2,1,0,69,46,30,48,79,59,50,96,2,82
Gravitation 3,0,100,8,10,0.004955349353511062,7,0.013380193287441777,133.0,2,1,0,69,46,30,48,79,59,50,96,2,82
Spiders,0,100,8,10,0.004955349353511062,8,0.012399623878207144,129.0,3,0,0,40,72,46,95,45,89,94,63,76,23
Dreyfus,0,100,8,10,0.006502391026131938,8,0.4791289511933816,99.0,1,0,0,40,72,46,95,45,89,94,63,76,23
Gravitation 2,0,100,8,10,0.004955349353511062,8,0.014991185138925722,124.0,3,0,0,40,72,46,95,45,89,94,63,76,23
Gravitation 3,0,100,8,10,0.004955349353511062,8,0.013066758460174022,143.0,3,1,0,40,72,46,95,45,89,94,63,76,23
Spiders,0,100,8,10,0.004955349353511062,9,0.011109172429419445,93.0,0,0,0,24,12,34,33,14,36,59,96,35,76
Dreyfus,0,100,8,10,0.006502391026131938,9,0.47930224828301604,73.0,0,0,0,24,12,34,33,14,36,59,96,35,76
Gravitation 2,0,100,8,10,0.004955349353511062,9,0.013527831354694264,79.0,0,0,0,24,12,34,33,14,36,59,96,35,76
Gravitation 3,0,100,8,10,0.004955349353511062,9,0.013080180102652328,78.0,0,0,0,24,12,34,33,14,36,59,96,35,76
