0,10,1,0.013412563131063919,116.0,4,2,0,0.027076189927294173,87,3,0,0,18,45,87,65,70,53
0,10,2,0.013493487740119103,88.0,2,1,0,0.027126718463679846,75,2,1,0,48,94,59,80,26,35
0,10,3,0.015113558937984911,82.0,5,1,1,0.027339885726556934,75,1,1,0,58,49,73,44,13,70
0,10,4,0.01335177098572489,75.0,4,1,0,0.02595390376366538,75,4,1,0,38,39,8,13,7,80
0,10,5,0.015507128865926478,77.0,5,1,0,0.027304752603601268,75,5,1,0,22,79,89,8,99,6
1,10,1,0.019847056436427618,93.0,7,2,0,0.036778853175915865,91,5,2,0,57,35,41,81,2,85
1,10,2,0.018840433250619182,85.0,5,1,1,0.034839031083734484,67,1,1,0,93,36,46,80,27,72
1,10,3,0.019262030726087176,60.0,8,1,0,0.03661503018685297,61,8,1,0,28,2,99,13,41,36
1,10,4,0.01898136049663235,81.0,6,0,0,0.03621001238738647,71,5,0,0,40,18,97,38,63,46
1,10,5,0.018126717674171455,68.0,7,1,0,0.034857584530688546,64,5,0,0,89,2,98,28,78,75
2,10,1,0.021349490885520572,71.0,4,2,0,0.04243844400530228,63,3,1,0,28,80,73,46,62,54
