Column 0,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
Hotspot,1,2500,187,30,10,4,.08236283781297970000,514.11601209692820000000,0
eVST-RS,1,2500,189,30,10,5,.11913468985585496000,507.02107582404440000000,0
Hotspot,1,2500,189,30,10,5,.04119859058118891000,512.64886614595560000000,0
eVST-RS,1,2500,186,30,5,6,.84016173741110830000,865.71854403054360000000,0
Hotspot,1,2500,186,30,5,6,.08867253897915361000,866.14052064475810000000,0
eVST-RS,1,2500,186,30,10,6,.16788684223865857000,550.61150794964170000000,0
Hotspot,1,2500,186,30,10,6,.04619534967059735000,562.69633737705260000000,0
eVST-RS,1,2500,184,30,5,7,.91839113672904200000,1039.11401146863110000000,0
Hotspot,1,2500,184,30,5,7,.08687247408670373000,941.91470721875010000000,0
eVST-RS,1,2500,184,30,10,7,.16223716487002093000,519.67000424098630000000,0
Hotspot,1,2500,184,30,10,7,.05131606060604099000,576.23170373901250000000,0
eVST-RS,1,2500,185,30,10,8,.19215732251177542000,588.52668886071050000000,0
Hotspot,1,2500,185,30,10,8,.05678494198218686500,568.16435166868970000000,0
eVST-RS,1,2500,184,30,10,9,.14836837539041880000,512.92132766211150000000,0
Hotspot,1,2500,184,30,10,9,.04308905347716063000,468.11922473600015000000,0
eVST-RS,1,2500,185,30,5,10,.55204911335022190000,876.74118055584260000000,0
Hotspot,1,2500,185,30,5,10,.07832611333287787000,861.65578375098110000000,0
eVST-RS,1,2500,185,30,10,10,.16136594925046666000,541.37910961578670000000,0
Hotspot,1,2500,185,30,10,10,.04588310157851083000,576.68243201092150000000,0
eVST-RS,1,2500,186,40,10,1,.32616860134294257000,913.62759210314820000000,0
Hotspot,1,2500,186,40,10,1,.07585576111887349000,880.48495615168720000000,0
eVST-RS,1,2500,186,40,15,1,.05529712518909946000,401.60121719938810000000,0
Hotspot,1,2500,186,40,15,1,.02328755010239547000,382.23988116804060000000,0
eVST-RS,1,2500,187,40,10,2,.30967234871786786000,773.61877962075610000000,0
Hotspot,1,2500,187,40,10,2,.07600537177495426000,775.33984343594660000000,0
eVST-RS,1,2500,187,40,15,2,.04312773907440714500,286.08826788877326000000,0
Hotspot,1,2500,187,40,15,2,.03055570687865838400,294.35665064278850000000,0
eVST-RS,1,2500,184,40,15,3,.02852787060692208000,277.68388315202340000000,0
Hotspot,1,2500,184,40,15,3,.01760826640384039000,277.68388315202330000000,0
eVST-RS,1,2500,186,40,10,4,.22949445809354074000,875.30731332032660000000,0
Hotspot,1,2500,186,40,10,4,.06383716991695110000,836.98089656177160000000,0
eVST-RS,1,2500,186,40,15,4,.03341686265775934000,299.06437251289330000000,0
Hotspot,1,2500,186,40,15,4,.02230935693660285300,318.61165429352930000000,0
eVST-RS,1,2500,186,40,15,5,.03000739763228921200,284.68867046203786000000,0
Hotspot,1,2500,186,40,15,5,.02094075497006997500,312.54459613092130000000,0
eVST-RS,1,2500,185,40,10,6,.52532446564873680000,940.35030787301240000000,0
Hotspot,1,2500,185,40,10,6,.08743341536319349000,831.53504120751470000000,0
eVST-RS,1,2500,185,40,15,6,.06390704085788457000,311.93097484146904000000,0
Hotspot,1,2500,185,40,15,6,.02284779740875819700,282.22408792151910000000,0
eVST-RS,1,2500,184,40,10,7,.56515326999942770000,725.67501315866800000000,0
Hotspot,1,2500,184,40,10,7,.06659174291417003000,756.75711087535990000000,0
eVST-RS,1,2500,184,40,15,7,.03462598520127358000,256.32003364674450000000,0
Hotspot,1,2500,184,40,15,7,.01977387079386972000,256.32003364674450000000,0
eVST-RS,1,2500,188,40,10,8,.20963808432134100000,791.57122563383210000000,0
Hotspot,1,2500,188,40,10,8,.06013361534860451000,822.54340492998140000000,0
eVST-RS,1,2500,188,40,15,8,.02178946977801388000,196.58393635718570000000,0
Hotspot,1,2500,188,40,15,8,.01867093629698502000,196.58393635718570000000,0
eVST-RS,1,2500,186,40,10,9,.25520301653159550000,790.52758371885650000000,0
Hotspot,1,2500,186,40,10,9,.05310980948706856000,760.25745223115630000000,0
eVST-RS,1,2500,186,40,15,9,.02057087321009021300,240.62110377387705000000,0
Hotspot,1,2500,186,40,15,9,.01528949859493877700,240.62110377387708000000,0
eVST-RS,1,2500,188,40,10,10,.18485955941287102000,987.64758464746590000000,0
Hotspot,1,2500,188,40,10,10,.06325925434794044000,882.02891610568320000000,0
eVST-RS,1,2500,188,40,15,10,.04570783209783258000,339.33776672358977000000,0
Hotspot,1,2500,188,40,15,10,.02345689831417985300,324.95045716521330000000,0
eVST-RS,1,2500,185,50,10,1,.34156191947113257000,1161.30243522229060000000,0
Hotspot,1,2500,185,50,10,1,.07678421564196469000,1058.73564432971940000000,0
eVST-RS,1,2500,185,50,15,1,.16621033442788757000,653.25450918678190000000,0
Hotspot,1,2500,185,50,15,1,.04948362612049095000,640.54521522264790000000,0
eVST-RS,1,2500,182,50,15,2,.18113350402563810000,702.17674248392400000000,0
Hotspot,1,2500,182,50,15,2,.04956020782992709400,696.40703497457290000000,0
eVST-RS,1,2500,188,50,15,3,.13008232138963650000,611.53945146911040000000,0
Hotspot,1,2500,188,50,15,3,.06561670776136452000,678.74294270967610000000,0
eVST-RS,1,2500,186,50,10,4,.56127918296260760000,1190.40658156087060000000,0
Hotspot,1,2500,186,50,10,4,.08823278629279230000,1112.29532496233220000000,0
eVST-RS,1,2500,186,50,15,4,.11387778980133590000,642.85409678702500000000,0
Hotspot,1,2500,186,50,15,4,.04734841755998786500,670.17932609089730000000,0
eVST-RS,1,2500,184,50,15,5,.12607362423295854000,603.54716061482870000000,0
Hotspot,1,2500,184,50,15,5,.04378776287194341400,617.28220558268130000000,0
eVST-RS,1,2500,184,50,10,6,.40442879124748290000,1102.26914501045990000000,0
Hotspot,1,2500,184,50,10,6,.11998300991399447000,1186.70679453880330000000,0
eVST-RS,1,2500,184,50,15,6,.16705747022933792000,709.77836006350530000000,0
Hotspot,1,2500,184,50,15,6,.06445771861035610000,697.29804271004120000000,0
eVST-RS,1,2500,186,50,10,7,.41891497140750290000,1038.30210654290520000000,0
Hotspot,1,2500,186,50,10,7,.09015719777380582000,1101.57236859447500000000,0
eVST-RS,1,2500,186,50,15,7,.15251760392857250000,685.66730612289150000000,0
Hotspot,1,2500,186,50,15,7,.05607991656870581000,704.48925044767010000000,0
eVST-RS,1,2500,185,50,15,8,.11116308666532859000,623.40230715634170000000,0
Hotspot,1,2500,185,50,15,8,.04637930367607623000,576.48762452058340000000,0
eVST-RS,1,2500,185,50,15,9,.07605866317317123000,526.72923795936870000000,0
Hotspot,1,2500,185,50,15,9,.03751516831107437600,531.44329866856530000000,0
eVST-RS,1,2500,186,50,15,10,.14025150380621199000,727.03178322378430000000,0
Hotspot,1,2500,186,50,15,10,.04931348840182181400,666.21419754083580000000,0
eVST-RS,1,2500,187,60,10,2,.67366560320806460000,1464.42038955288260000000,0
Hotspot,1,2500,187,60,10,2,.09744114458590047000,1415.95918802948500000000,0
eVST-RS,1,2500,187,60,15,2,.25084220141434344000,1008.64389640637640000000,0
Hotspot,1,2500,187,60,15,2,.06516984954942018000,1010.08898174834660000000,0
eVST-RS,1,2500,184,60,15,3,.40857486177992540000,770.48603644774580000000,0
Hotspot,1,2500,184,60,15,3,.09394996609626105000,775.75909772861890000000,0
eVST-RS,1,2500,185,60,15,4,.11246497571119107000,796.11037465334460000000,0
Hotspot,1,2500,185,60,15,4,.06134865915373666000,840.65505026748510000000,0
eVST-RS,1,2500,186,60,10,5,.48486642807984026000,1326.01935406402340000000,0
Hotspot,1,2500,186,60,10,5,.10058849490451394000,1272.41145649670150000000,0
eVST-RS,1,2500,186,60,15,5,.16529411718511255000,773.07498065337400000000,0
Hotspot,1,2500,186,60,15,5,.05604952073190361000,816.04580809686760000000,0
eVST-RS,1,2500,183,60,15,6,.18795914484508103000,874.85812458458450000000,0
Hotspot,1,2500,183,60,15,6,.06315188205917366000,825.99783574873440000000,0
eVST-RS,1,2500,181,60,10,7,.49161746094614500000,1394.60104053177840000000,0
Hotspot,1,2500,181,60,10,7,.09176975591253722000,1293.00952817319130000000,0
eVST-RS,1,2500,181,60,15,7,.19676683080615476000,849.84833268363600000000,0
Hotspot,1,2500,181,60,15,7,.05664046308811521000,801.00750029780830000000,0
eVST-RS,1,2500,186,60,15,8,.12256112918112194000,732.27041517150950000000,0
Hotspot,1,2500,186,60,15,8,.05143053842039080000,735.77714399731910000000,0
eVST-RS,1,2500,185,60,15,9,.18135338037245674000,927.52614682557540000000,0
Hotspot,1,2500,185,60,15,9,.08755184069013922000,900.16521191799770000000,0
eVST-RS,1,2500,184,60,15,10,.34569496321637416000,924.33022789677360000000,0
Hotspot,1,2500,184,60,15,10,.07232234425464412000,983.72604410320980000000,0
eVST-RS,1,2500,182,70,15,2,.67526868731511060000,1167.28624244994700000000,0
Hotspot,1,2500,182,70,15,2,.08347958861122606000,1156.94306124425220000000,0
eVST-RS,1,2500,186,70,15,3,.21273609075433342000,1040.51367252239270000000,0
Hotspot,1,2500,186,70,15,3,.07116374985344010000,1036.45026091805740000000,0
eVST-RS,1,2500,184,70,10,4,1.06378466802561890000,1666.04347829251220000000,0
Hotspot,1,2500,184,70,10,4,.16657468966877786000,1661.39756695824050000000,0
eVST-RS,1,2500,184,70,15,4,.44429312320426106000,1213.02100435920370000000,0
Hotspot,1,2500,184,70,15,4,.11530520968517521000,1261.18623247596950000000,0
eVST-RS,1,2500,186,70,15,5,.33912788434827235000,1250.00606624159830000000,0
Hotspot,1,2500,186,70,15,5,.08952914881228935000,1234.60366983172840000000,0
eVST-RS,1,2500,187,70,15,6,.24601715904282173000,992.97422367069350000000,0
Hotspot,1,2500,187,70,15,6,.07124901608767686000,963.47647698268640000000,0
eVST-RS,1,2500,184,70,15,7,.42172678330825875000,1254.94547727967960000000,0
Hotspot,1,2500,184,70,15,7,.12825975567830028000,1315.02651959776540000000,0
eVST-RS,1,2500,186,70,15,8,.19004027250048240000,1073.53500914783010000000,0
Hotspot,1,2500,186,70,15,8,.07702896130649606000,1118.30095137216400000000,0
eVST-RS,1,2500,185,70,15,9,.19206100325391162000,1028.24069749955950000000,0
Hotspot,1,2500,185,70,15,9,.07266143542801728000,1088.66753037531020000000,0
eVST-RS,1,2500,260,30,10,1,.13464406479761237000,478.59485976535360000000,0
Hotspot,1,2500,260,30,10,1,.04076396964228479000,465.24637568389210000000,0
eVST-RS,1,2500,258,30,5,2,1.43087750795530160000,1083.28760940505000000000,0
Hotspot,1,2500,258,30,5,2,.14747544845886296000,1037.11453781432670000000,0
eVST-RS,1,2500,258,30,10,2,.39236440893000690000,641.67426553588870000000,0
Hotspot,1,2500,258,30,10,2,.06282937042124104000,583.83164073032250000000,0
eVST-RS,1,2500,260,30,10,3,.13345546931668650000,597.45588192045990000000,0
Hotspot,1,2500,260,30,10,3,.05067340585810598000,537.50217083393480000000,0
eVST-RS,1,2500,256,30,5,4,1.85833055033435810000,1144.05797019246190000000,0
Hotspot,1,2500,256,30,5,4,.19689315115101635000,1115.86871911417260000000,0
eVST-RS,1,2500,256,30,10,4,.19553086518862983000,592.59370349323540000000,0
Hotspot,1,2500,256,30,10,4,.06565184060309548000,655.48746452867890000000,0
eVST-RS,1,2500,257,30,10,5,.20549911931448150000,625.11047790880910000000,0
Hotspot,1,2500,257,30,10,5,.06007440268149366600,626.19023169264590000000,0
eVST-RS,1,2500,259,30,10,6,.09527790870197350000,525.97600176800920000000,0
Hotspot,1,2500,259,30,10,6,.04648904447822133000,540.11807288438330000000,0
eVST-RS,1,2500,257,30,5,7,.59623399580596010000,1096.77199220175020000000,0
Hotspot,1,2500,257,30,5,7,.10054230902460404000,1081.14602822554980000000,0
eVST-RS,1,2500,257,30,10,7,.15566140146984253000,605.34025982060610000000,0
Hotspot,1,2500,257,30,10,7,.04550019303133013000,554.18428309037020000000,0
eVST-RS,1,2500,255,30,10,8,.07310710938327247000,510.68633977163630000000,0
Hotspot,1,2500,255,30,10,8,.04607889810722554000,496.47621509731664000000,0
eVST-RS,1,2500,256,30,10,9,.09139237388444599000,567.21824576652780000000,0
Hotspot,1,2500,256,30,10,9,.04702866919251392000,596.74922378297940000000,0
eVST-RS,1,2500,257,30,5,10,.59794247845275100000,997.67107976094050000000,0
Hotspot,1,2500,257,30,5,10,.11964589249691926000,1006.50470555782680000000,0
eVST-RS,1,2500,257,30,10,10,.17985174729255960000,531.37215672799500000000,0
Hotspot,1,2500,257,30,10,10,.06348781521955970000,529.73679318798620000000,0
eVST-RS,1,2500,254,40,10,1,.23911414700705790000,774.24403628872360000000,0
Hotspot,1,2500,254,40,10,1,.08043724207527703000,743.21633616999870000000,0
eVST-RS,1,2500,254,40,15,1,.04356907078181393400,306.06922165046800000000,0
Hotspot,1,2500,254,40,15,1,.02506866695330245400,312.11939321532657000000,0
eVST-RS,1,2500,255,40,10,2,.14941525523317978000,702.50758940826880000000,0
Hotspot,1,2500,255,40,10,2,.05564253237389494000,703.94667332672490000000,0
eVST-RS,1,2500,255,40,15,2,.04393184701621067000,325.50419260782496000000,0
Hotspot,1,2500,255,40,15,2,.02499247999367071300,309.63532457502220000000,0
eVST-RS,1,2500,259,40,15,3,.04071817852673121000,311.06684549289173000000,0
Hotspot,1,2500,259,40,15,3,.02333018321951385600,294.40461978879800000000,0
eVST-RS,1,2500,260,40,10,4,.20168819244281622000,867.25194575736100000000,0
Hotspot,1,2500,260,40,10,4,.07014489732682705000,829.21479245992540000000,0
eVST-RS,1,2500,260,40,15,4,.07629235579952365000,374.84909611831650000000,0
Hotspot,1,2500,260,40,15,4,.03346818029967835000,377.41527454879844000000,0
eVST-RS,1,2500,254,40,10,5,.36368495391070610000,877.71342389905500000000,0
Hotspot,1,2500,254,40,10,5,.07056728097813902000,854.78650402941070000000,0
eVST-RS,1,2500,254,40,15,5,.06956816600722959000,371.66103282809760000000,0
Hotspot,1,2500,254,40,15,5,.02835496963962214000,347.70264012251880000000,0
eVST-RS,1,2500,260,40,10,6,.26156443008221686000,780.43252451572610000000,0
Hotspot,1,2500,260,40,10,6,.08958283496031072000,764.01335316215690000000,0
eVST-RS,1,2500,260,40,15,6,.06833062139048707000,369.77760201508823000000,0
Hotspot,1,2500,260,40,15,6,.03405754365667235000,341.27571067956080000000,0
eVST-RS,1,2500,256,40,10,7,.19594061680982122000,866.56675033673310000000,0
Hotspot,1,2500,256,40,10,7,.06498115853173658000,751.43374400247180000000,0
eVST-RS,1,2500,256,40,15,7,.04849201142496895000,316.03350024753080000000,0
Hotspot,1,2500,256,40,15,7,.02529880682413932000,300.38436799778590000000,0
eVST-RS,1,2500,256,40,10,8,.16522977275599260000,857.46863115745920000000,0
Hotspot,1,2500,256,40,10,8,.06909999124036403000,794.19492918185140000000,0
eVST-RS,1,2500,256,40,15,8,.06218789992999518000,381.19290141310120000000,0
Hotspot,1,2500,256,40,15,8,.02883617120096460000,305.35637500460564000000,0
eVST-RS,1,2500,256,40,10,9,.27019368856417714000,835.61177802095790000000,0
Hotspot,1,2500,256,40,10,9,.10215289340703748000,900.41766165497810000000,0
eVST-RS,1,2500,256,40,15,9,.06163485367869725500,372.23719251361400000000,0
Hotspot,1,2500,256,40,15,9,.04376289355423068600,399.82028257278415000000,0
eVST-RS,1,2500,258,40,10,10,.22943287692760350000,769.01640738900620000000,0
Hotspot,1,2500,258,40,10,10,.06319727842492284000,736.04556217645760000000,0
eVST-RS,1,2500,258,40,15,10,.09386272610572632000,441.27142554620593000000,0
Hotspot,1,2500,258,40,15,10,.04024763523921138000,402.03741179805850000000,0
eVST-RS,1,2500,259,50,10,1,.60553512060869250000,1232.57191626149300000000,0
Hotspot,1,2500,259,50,10,1,.11515638853597920000,971.81226545760490000000,0
eVST-RS,1,2500,259,50,15,1,.10814166195632424000,548.16313067289650000000,0
Hotspot,1,2500,259,50,15,1,.05499316685745725400,490.37442024786367000000,0
eVST-RS,1,2500,258,50,15,2,.09724732181348372000,709.78588574952770000000,0
Hotspot,1,2500,258,50,15,2,.05274111198377795500,677.45487109766780000000,0
eVST-RS,1,2500,258,50,10,3,.39004761487740325000,1084.65529193696650000000,0
Hotspot,1,2500,258,50,10,3,.09382522475789301000,989.91017791168490000000,0
eVST-RS,1,2500,258,50,15,3,.09233977646363200000,563.08432165501240000000,0
Hotspot,1,2500,258,50,15,3,.05508909137279261000,626.16148202472660000000,0
eVST-RS,1,2500,251,50,15,4,.15249747162306448000,603.42174372657700000000,0
Hotspot,1,2500,251,50,15,4,.04390224068629322600,524.49248953412690000000,0
eVST-RS,1,2500,256,50,15,5,.53128797011595450000,730.44051533008920000000,0
Hotspot,1,2500,256,50,15,5,.07086452853400260000,693.21341354038330000000,0
eVST-RS,1,2500,257,50,10,6,.53494060180673840000,950.85466292899010000000,0
Hotspot,1,2500,257,50,10,6,.06869971365085803000,920.88996613212530000000,0
eVST-RS,1,2500,257,50,15,6,.11599168180691777000,707.66743091092630000000,0
Hotspot,1,2500,257,50,15,6,.05425182433828013000,683.76830616572840000000,0
eVST-RS,1,2500,252,50,15,7,.08298891301819822000,607.92276180742970000000,0
Hotspot,1,2500,252,50,15,7,.05351640308799688000,616.51542885790000000000,0
eVST-RS,1,2500,254,50,15,8,.07498099273652770000,552.92749927769310000000,0
Hotspot,1,2500,254,50,15,8,.04646970166504616000,571.45744683638540000000,0
eVST-RS,1,2500,255,50,10,9,.39218321818771074000,1063.51521682994870000000,0
Hotspot,1,2500,255,50,10,9,.08485332233976806000,1039.01653626393390000000,0
eVST-RS,1,2500,255,50,15,9,.11711159060359932000,557.85659341440380000000,0
Hotspot,1,2500,255,50,15,9,.04997153844306012600,521.48042427791180000000,0
eVST-RS,1,2500,257,50,15,10,.13722850008343812000,631.22328805484810000000,0
Hotspot,1,2500,257,50,15,10,.07540771864296403000,644.08516423584150000000,0
eVST-RS,1,2500,259,60,10,1,.79561526297038650000,1396.93965992950920000000,0
Hotspot,1,2500,259,60,10,1,.15019094109447906000,1307.13395985127500000000,0
eVST-RS,1,2500,259,60,15,1,.20111106637341436000,827.91489823758230000000,0
Hotspot,1,2500,259,60,15,1,.07444847353326622000,813.25171155380830000000,0
eVST-RS,1,2500,259,60,15,2,.32561871309007984000,859.79527081525340000000,0
Hotspot,1,2500,259,60,15,2,.08599533719825558000,962.49219602090370000000,0
eVST-RS,1,2500,255,60,15,3,.23870281639392488000,854.38978939378380000000,0
Hotspot,1,2500,255,60,15,3,.08882491289841710000,803.16186482724660000000,0
eVST-RS,1,2500,252,60,15,4,.25929974317114100000,895.42695041207360000000,0
Hotspot,1,2500,252,60,15,4,.07261998656758806000,875.51363716150550000000,0
eVST-RS,1,2500,256,60,15,5,.84323526926891650000,1026.58336714993630000000,0
Hotspot,1,2500,256,60,15,5,.08945493561623152000,1023.48025578934550000000,0
eVST-RS,1,2500,258,60,15,6,.11611089663347230000,830.34977443813480000000,0
Hotspot,1,2500,258,60,15,6,.06421257818874437000,808.81880852752990000000,0
eVST-RS,1,2500,256,60,10,7,.70817355783947280000,1224.27091801715660000000,0
Hotspot,1,2500,256,60,10,7,.11297183608985506000,1244.63254774243680000000,0
eVST-RS,1,2500,256,60,15,7,.30882047588966090000,868.03651038648240000000,0
Hotspot,1,2500,256,60,15,7,.09194620963535272000,856.05953283606220000000,0
eVST-RS,1,2500,255,60,15,8,.17227450042264536000,874.44945532158820000000,0
Hotspot,1,2500,255,60,15,8,.06412494344840525000,837.89185641941220000000,0
eVST-RS,1,2500,257,60,15,9,.33280357739567990000,856.11896466543040000000,0
Hotspot,1,2500,257,60,15,9,.10186393561889417000,829.30729641538700000000,0
eVST-RS,1,2500,255,60,15,10,.32029391585820120000,957.76275915493980000000,0
Hotspot,1,2500,255,60,15,10,.07597734444425441000,932.43368255360370000000,0
eVST-RS,1,2500,254,70,15,1,.34210193894250550000,1035.26097272704760000000,0
Hotspot,1,2500,254,70,15,1,.07880218313221121000,984.38350601190600000000,0
eVST-RS,1,2500,257,70,15,2,.43421473353373585000,1242.23257645537480000000,0
Hotspot,1,2500,257,70,15,2,.13416365274315467000,1190.42746590900240000000,0
eVST-RS,1,2500,252,70,15,3,.25631029329088050000,946.78428809614520000000,0
Hotspot,1,2500,252,70,15,3,.09518948446202558000,923.07478618163910000000,0
eVST-RS,1,2500,255,70,15,4,.51442223048798040000,1126.03801290804430000000,0
Hotspot,1,2500,255,70,15,4,.08751118132931879000,1019.96941168917980000000,0
eVST-RS,1,2500,257,70,15,5,.53155600609898100000,1243.80359188535430000000,0
Hotspot,1,2500,257,70,15,5,.09184002160327509000,1099.85606143034940000000,0
eVST-RS,1,2500,254,70,15,6,.37679187381581870000,1114.00643986855270000000,0
Hotspot,1,2500,254,70,15,6,.09060010848043021000,1122.02121133680600000000,0
eVST-RS,1,2500,252,70,15,7,.15134242997737601000,950.19074633715900000000,0
Hotspot,1,2500,252,70,15,7,.08342866571183549000,968.44699633466330000000,0
eVST-RS,1,2500,253,70,15,8,.21913461090298370000,1035.33698960844340000000,0
Hotspot,1,2500,253,70,15,8,.08092791766830487000,995.91436749946930000000,0
eVST-RS,1,2500,254,70,15,10,.29191920867015140000,1084.31116255065700000000,0
Hotspot,1,2500,254,70,15,10,.09082748509536032000,1110.40289697241600000000,0
eVST-RS,1,3600,266,30,10,1,.42849636947357794000,652.01940779789330000000,0
Hotspot,1,3600,266,30,10,1,.07844888091494795000,666.16468341141140000000,0
eVST-RS,1,3600,269,30,5,2,1.03675132498028690000,1235.71702083547400000000,0
Hotspot,1,3600,269,30,5,2,.17681848003121559000,1237.75857543216380000000,0
eVST-RS,1,3600,269,30,10,2,.15370422565320040000,663.28004320673790000000,0
Hotspot,1,3600,269,30,10,2,.07159323901578318000,668.96299048119990000000,0
eVST-RS,1,3600,264,30,10,3,.15460346860345453000,559.52786815957730000000,0
Hotspot,1,3600,264,30,10,3,.05010812231921591000,548.38049303906680000000,0
eVST-RS,1,3600,268,30,10,4,.19383975159144030000,653.63511389983840000000,0
Hotspot,1,3600,268,30,10,4,.06358689774060622000,632.62786248631550000000,0
eVST-RS,1,3600,267,30,10,5,.20486870184686268000,737.68511040938010000000,0
Hotspot,1,3600,267,30,10,5,.06952987515978748000,725.99626972034410000000,0
eVST-RS,1,3600,268,30,5,6,1.87272356924950150000,1238.95460567947930000000,0
Hotspot,1,3600,268,30,5,6,.16260862562921830000,1283.56102340179000000000,0
eVST-RS,1,3600,268,30,10,6,.26222248012345517000,689.94210663934730000000,0
Hotspot,1,3600,268,30,10,6,.07847335549013223000,673.84462272534350000000,0
eVST-RS,1,3600,264,30,5,7,1.29829009624518220000,1173.40144570271670000000,0
Hotspot,1,3600,264,30,5,7,.12610757282527630000,1170.96120467065570000000,0
eVST-RS,1,3600,264,30,10,7,.15207232470856980000,625.64792584309980000000,0
Hotspot,1,3600,264,30,10,7,.06720005431998288000,615.69232737418490000000,0
eVST-RS,1,3600,268,30,10,8,.18988592483219690000,715.20577018741620000000,0
Hotspot,1,3600,268,30,10,8,.07603221484896494000,720.73366371113170000000,0
eVST-RS,1,3600,269,30,10,9,.14146852136036614000,668.49029348974750000000,0
Hotspot,1,3600,269,30,10,9,.07159244951617438000,690.57562916712310000000,0
eVST-RS,1,3600,264,30,10,10,.14227657681476558000,702.91470835787560000000,0
Hotspot,1,3600,264,30,10,10,.05857790136360563000,646.71380168019330000000,0
eVST-RS,1,3600,267,40,10,1,.33042007040785390000,985.64514660198550000000,0
Hotspot,1,3600,267,40,10,1,.10534564009140013000,1086.45991839676910000000,0
eVST-RS,1,3600,267,40,15,1,.07033556209353264000,354.71824067536580000000,0
Hotspot,1,3600,267,40,15,1,.03737147891661152000,393.83810887552330000000,0
eVST-RS,1,3600,266,40,15,2,.10716228453384247000,424.02647716368470000000,0
Hotspot,1,3600,266,40,15,2,.03885495345457457000,401.64587079618610000000,0
eVST-RS,1,3600,267,40,10,3,.93301074275950670000,1040.70839323429660000000,0
Hotspot,1,3600,267,40,10,3,.09739614296995569000,1055.15714326014090000000,0
eVST-RS,1,3600,267,40,15,3,.26168917142786086000,604.98460453085370000000,0
Hotspot,1,3600,267,40,15,3,.05074998756754212000,448.59206010724705000000,0
eVST-RS,1,3600,267,40,10,4,.79159156527020970000,1051.03398783622450000000,0
Hotspot,1,3600,267,40,10,4,.12295943300705403000,1058.28414675474320000000,0
eVST-RS,1,3600,267,40,15,4,.07129559671011520000,354.66010108196860000000,0
Hotspot,1,3600,267,40,15,4,.03726410662784474000,398.18089819861410000000,0
eVST-RS,1,3600,265,40,10,5,.26851204898412107000,848.43077274841020000000,0
Hotspot,1,3600,265,40,10,5,.07410030309256399000,803.81467795577840000000,0
eVST-RS,1,3600,265,40,15,5,.08597875764826313000,432.85359325601370000000,0
Hotspot,1,3600,265,40,15,5,.04772185207548318400,453.18326581967625000000,0
eVST-RS,1,3600,268,40,10,6,.28319915744214086000,945.65484298669780000000,0
Hotspot,1,3600,268,40,10,6,.09502684701874387000,992.54517251051020000000,0
eVST-RS,1,3600,268,40,15,6,.06412020644347649000,385.52664162864147000000,0
Hotspot,1,3600,268,40,15,6,.03707699461665470000,366.92709781353000000000,0
eVST-RS,1,3600,266,40,10,7,.49327817871380830000,949.66099549147110000000,0
Hotspot,1,3600,266,40,10,7,.13450392816594103000,935.29443114329500000000,0
eVST-RS,1,3600,266,40,15,7,.09997939399181632000,431.42297957971584000000,0
Hotspot,1,3600,266,40,15,7,.04401119198155356600,417.14484468048704000000,0
eVST-RS,1,3600,263,40,10,8,.37129970212117770000,1094.90537039896750000000,0
Hotspot,1,3600,263,40,10,8,.10597092579700984000,938.75754395428650000000,0
eVST-RS,1,3600,263,40,15,8,.07886810656054877000,401.83301968152244000000,0
Hotspot,1,3600,263,40,15,8,.03841283225483494000,383.25174334345420000000,0
eVST-RS,1,3600,269,40,10,9,.47963479210011430000,945.38003304956600000000,0
Hotspot,1,3600,269,40,10,9,.10739558241766645000,923.27922829151500000000,0
eVST-RS,1,3600,269,40,15,9,.13532816840597660000,413.82415463356920000000,0
Hotspot,1,3600,269,40,15,9,.04342459188046632000,409.74008942735327000000,0
eVST-RS,1,3600,265,40,10,10,.28185108252364444000,989.09663190570830000000,0
Hotspot,1,3600,265,40,10,10,.09888001225772314000,1023.61722780624890000000,0
eVST-RS,1,3600,265,40,15,10,.12122252828703495000,427.42882389176987000000,0
Hotspot,1,3600,265,40,15,10,.04012131490162574000,383.50700020998530000000,0
eVST-RS,1,3600,265,50,10,1,1.12053329290938560000,1399.55960594952530000000,0
Hotspot,1,3600,265,50,10,1,.11483782441791845000,1257.40292372557250000000,0
eVST-RS,1,3600,265,50,15,1,.16531543374003377000,745.17920007927640000000,0
Hotspot,1,3600,265,50,15,1,.05880883074132725600,704.35834737213460000000,0
eVST-RS,1,3600,268,50,10,2,.46735369143425487000,1343.73444013186100000000,0
Hotspot,1,3600,268,50,10,2,.11667775917157996000,1252.69971833910630000000,0
eVST-RS,1,3600,268,50,15,2,.23038462176191388000,679.30235810475280000000,0
Hotspot,1,3600,268,50,15,2,.06158945730567211000,705.28884056520430000000,0
eVST-RS,1,3600,264,50,15,3,.15610707543964963000,643.38619262442860000000,0
Hotspot,1,3600,264,50,15,3,.07198167407477740000,622.63536348241290000000,0
eVST-RS,1,3600,264,50,15,4,.12697010392730590000,708.73361616556740000000,0
Hotspot,1,3600,264,50,15,4,.05867856288386974500,749.09308273028470000000,0
eVST-RS,1,3600,264,50,15,5,.24904489977780030000,672.80899850314730000000,0
Hotspot,1,3600,264,50,15,5,.06637976159254322000,707.34788848415790000000,0
eVST-RS,1,3600,263,50,10,6,.86531803909747400000,1255.92297266218040000000,0
Hotspot,1,3600,263,50,10,6,.14016979032749077000,1196.63947493832030000000,0
eVST-RS,1,3600,263,50,15,6,.15818109758401988000,695.24037170448160000000,0
