Spiders,0,100,13,6,0.03516115050319317,1,4.565385110345638,80.0,2,1,0,63,88,96,91,32,14
Gravitation 2,0,100,13,6,0.03516115050319317,1,9.067761135818337,84.0,4,1,0,63,88,96,91,32,14
Gravitation 3,0,100,13,6,0.03516115050319317,1,0.05046379669843404,84.0,2,1,0,63,88,96,91,32,14
Spiders,0,100,13,6,0.03516115050319317,2,0.020359842129904493,110.0,6,1,0,49,95,13,72,36,23
Gravitation 2,0,100,13,6,0.03516115050319317,2,0.021154482315406398,104.0,7,1,0,49,95,13,72,36,23
Gravitation 3,0,100,13,6,0.03516115050319317,2,0.02410842792301615,129.0,7,2,0,49,95,13,72,36,23
Spiders,0,100,13,6,0.03516115050319317,3,0.01626663592847244,73.0,2,1,0,62,5,84,91,92,45
Gravitation 2,0,100,13,6,0.03516115050319317,3,0.016775079325855202,73.0,2,1,0,62,5,84,91,92,45
Gravitation 3,0,100,13,6,0.03516115050319317,3,0.019145183485695938,54.0,1,0,0,62,5,84,91,92,45
Spiders,0,100,13,6,0.03516115050319317,4,0.015250143887902468,55.0,1,0,0,98,53,87,54,63,62
Gravitation 2,0,100,13,6,0.03516115050319317,4,0.015578184620219204,50.0,1,0,0,98,53,87,54,63,62
Gravitation 3,0,100,13,6,0.03516115050319317,4,0.016235845101613577,50.0,1,0,0,98,53,87,54,63,62
Spiders,0,100,13,6,0.03516115050319317,5,0.015366991128294316,54.0,1,0,0,76,68,30,92,81,63
Gravitation 2,0,100,13,6,0.03516115050319317,5,0.015938200441965478,80.0,2,1,0,76,68,30,92,81,63
Gravitation 3,0,100,13,6,0.03516115050319317,5,0.015753060726614976,63.0,1,1,0,76,68,30,92,81,63
Spiders,0,100,13,6,0.03516115050319317,6,0.01632308577771724,79.0,3,0,0,15,6,41,82,92,88
Gravitation 2,0,100,13,6,0.03516115050319317,6,0.01818672031112989,105.0,5,1,0,15,6,41,82,92,88
Gravitation 3,0,100,13,6,0.03516115050319317,6,0.01826014459056502,114.0,3,0,0,15,6,41,82,92,88
Spiders,0,100,13,6,0.03516115050319317,7,0.016117024090268828,73.0,2,0,0,36,97,35,34,3,24
Gravitation 2,0,100,13,6,0.03516115050319317,7,0.016974035437874235,73.0,2,0,0,36,97,35,34,3,24
Gravitation 3,0,100,13,6,0.03516115050319317,7,0.01847252234506236,63.0,2,0,0,36,97,35,34,3,24
Spiders,0,100,13,6,0.03516115050319317,8,0.02369472553135843,106.0,5,0,0,92,98,74,19,80,2
Gravitation 2,0,100,13,6,0.03516115050319317,8,0.02104158261692035,115.0,7,1,0,92,98,74,19,80,2
Gravitation 3,0,100,13,6,0.03516115050319317,8,0.020132858470358173,110.0,6,0,0,92,98,74,19,80,2
Spiders,0,100,13,6,0.03516115050319317,9,0.01899596640168255,99.0,5,2,0,68,2,8,49,93,53
Gravitation 2,0,100,13,6,0.03516115050319317,9,0.020496821834012025,107.0,6,2,0,68,2,8,49,93,53
Gravitation 3,0,100,13,6,0.03516115050319317,9,0.020209835537510656,105.0,5,2,0,68,2,8,49,93,53
Spiders,0,100,13,6,0.03516115050319317,10,0.015637002994605353,55.0,0,0,0,32,23,4,33,96,26
Gravitation 2,0,100,13,6,0.03516115050319317,10,0.016865083281292215,61.0,0,0,0,32,23,4,33,96,26
Gravitation 3,0,100,13,6,0.03516115050319317,10,0.016649152739081075,67.0,1,0,0,32,23,4,33,96,26
Spiders,1,100,20,6,0.02517465899159177,1,0.019935481375103592,95.0,8,0,0,8,11,9,65,55,72
Gravitation 2,1,100,20,6,0.02517465899159177,1,0.021342780064282252,104.0,8,2,0,8,11,9,65,55,72
Gravitation 3,1,100,20,6,0.02517465899159177,1,0.020387869677430004,94.0,8,1,0,8,11,9,65,55,72
Spiders,1,100,20,6,0.02517465899159177,2,0.019321638608856162,94.0,8,3,0,77,72,26,75,37,6
Gravitation 2,1,100,20,6,0.02517465899159177,2,0.022131893691117455,110.0,10,3,0,77,72,26,75,37,6
Gravitation 3,1,100,20,6,0.02517465899159177,2,0.02025602177779895,99.0,10,3,0,77,72,26,75,37,6
Spiders,1,100,20,6,0.02517465899159177,3,0.02083907371718574,101.0,8,1,0,70,36,51,43,77,65
