VST-CA,mixed,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,2,0.8577833201484903,0.15,4.0
VST-NCA,N/A,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,0,0.9519977009425187,0.15,4.0
VST-CA,mixed,uniform,1,8,0.25,2,89.01210545744775,0.004300086487586482,0.3333333333333333,3,1.9232275072121876,0.15,4.0
VST-NCA,N/A,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,0,0.8289566763460776,0.15,4.0
VST-CA,mixed,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,2,0.8479969303792956,0.15,4.0
VST-NCA,N/A,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,0,0.8042548353631673,0.15,4.0
VST-CA,mixed,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,2,0.8472350517840574,0.15,4.0
VST-NCA,N/A,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,0,0.7956432387024854,0.15,4.0
VST-CA,mixed,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,2,0.9059261522525546,0.15,4.0
VST-NCA,N/A,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,0,0.8427482579428798,0.15,4.0
VST-CA,mixed,uniform,1,8,0.25,2,89.01210545744775,0.004300086487586482,0.3333333333333333,3,1.7689703822656782,0.15,4.0
VST-NCA,N/A,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,0,0.9327655956153684,0.15,4.0
VST-CA,mixed,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,2,0.8330135811767825,0.15,4.0
VST-NCA,N/A,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,0,0.9285811846777925,0.15,4.0
VST-CA,mixed,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,2,0.8279338642008653,0.15,4.0
VST-NCA,N/A,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,0,0.7949618902800069,0.15,4.0
VST-CA,mixed,uniform,1,8,0.25,2,88.00941179433171,0.004359355921855916,0.2,2,0.8339511260802475,0.15,4.0
VST-NCA,N/A,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,0,3.5436469588806645,0.15,4.0
VST-CA,mixed,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,2,3.4919797474510617,0.15,4.0
VST-NCA,N/A,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,0,3.824820030854113,0.15,4.0
VST-CA,mixed,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,2,3.6569619913374822,0.15,4.0
VST-NCA,N/A,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,0,3.4611398493296264,0.15,4.0
VST-CA,mixed,uniform,1,16,0.25,4,152.01529212817087,0.007362255799755782,0.2,3,7.747125783392789,0.15,4.0
VST-NCA,N/A,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,0,3.4921964683571645,0.15,4.0
VST-CA,mixed,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,2,3.5843648301050166,0.15,4.0
VST-NCA,N/A,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,0,3.5444309437978347,0.15,4.0
VST-CA,mixed,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,2,3.512346380800345,0.15,4.0
VST-NCA,N/A,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,0,3.5604931604618884,0.15,4.0
VST-CA,mixed,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,2,3.611483365782263,0.15,4.0
VST-NCA,N/A,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,0,3.490148870287996,0.15,4.0
VST-CA,mixed,uniform,1,16,0.25,4,152.01529212817087,0.007362255799755782,0.2,3,7.862328932596256,0.15,4.0
VST-NCA,N/A,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,0,3.534758243684294,0.15,4.0
VST-CA,mixed,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,2,3.582784228086709,0.15,4.0
VST-NCA,N/A,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,0,3.5687013167472657,0.15,4.0
VST-CA,mixed,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,2,3.534861274934741,0.15,4.0
VST-NCA,N/A,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,0,3.7942900159955,0.15,4.0
VST-CA,mixed,uniform,1,16,0.25,4,152.0220615168519,0.007248295685795669,0.3333333333333333,2,3.7442938056506847,0.15,4.0
VST-NCA,N/A,uniform,2,2,0.25,1,97.0096807316399,0.004693605006105,0.2,0,2.6701567022420534,0.15,4.0
VST-CA,mixed,uniform,2,2,0.25,1,97.0096807316399,0.004693605006105,0.2,2,2.7339306777324595,0.15,4.0
VST-NCA,N/A,uniform,2,2,0.25,1,116.01113991470895,0.005544108669108659,0.2,0,2.801022180536009,0.15,4.0
VST-CA,mixed,uniform,2,2,0.25,1,116.01102264092769,0.005509768009767998,0.2,5,3.659006431360666,0.15,4.0
VST-NCA,N/A,uniform,2,2,0.25,1,103.01004973678047,0.004960190272690265,0.2,0,2.698052906744479,0.15,4.0
VST-CA,mixed,uniform,2,2,0.25,1,103.0103772713917,0.0049879171754171675,0.2,5,3.1136493905760716,0.15,4.0
VST-NCA,N/A,uniform,2,2,0.25,1,101.00983367859918,0.004860983923483917,0.2,0,2.7172775117124104,0.15,4.0
VST-CA,mixed,uniform,2,2,0.25,1,101.0101748683813,0.004886167073667067,0.2,3,2.848710648773178,0.15,4.0
VST-NCA,N/A,uniform,2,2,0.25,1,102.01004480723665,0.004933989621489614,0.2,0,2.7164907635049644,0.15,4.0
VST-CA,mixed,uniform,2,2,0.25,1,102.01004480723665,0.004933989621489614,0.2,2,2.6863566886624426,0.15,4.0
VST-NCA,N/A,uniform,2,2,0.25,1,87.06266031464985,0.0042651098901098855,0.4,0,2.6308800842566598,0.15,4.0
VST-CA,mixed,uniform,2,2,0.25,1,87.00945389259894,0.004290293040293035,0.2,3,2.756658739971243,0.15,4.0
VST-NCA,N/A,uniform,2,2,0.25,1,99.0109015902022,0.00491173178673178,0.2,0,2.724320743783011,0.15,4.0
VST-CA,mixed,uniform,2,2,0.25,1,99.01004835942226,0.004798407610907603,0.2,4,2.955563529621685,0.15,4.0
VST-NCA,N/A,uniform,2,2,0.25,1,100.01026541635737,0.0049009208384208315,0.2,0,2.7216360099352244,0.15,4.0
VST-CA,mixed,uniform,2,2,0.25,1,100.01060660613949,0.00492610398860398,0.2,3,2.7909985425617947,0.15,4.0
VST-NCA,N/A,uniform,2,2,0.25,1,95.06941511527606,0.004625686813186809,0.4,0,2.6875326660382086,0.15,4.0
VST-CA,mixed,uniform,2,2,0.25,1,95.06941511527606,0.004625686813186809,0.4,2,2.6005454734937246,0.15,4.0
VST-NCA,N/A,uniform,2,2,0.25,1,105.01005052901385,0.005048076923076915,0.2,0,2.757019151969928,0.15,4.0
VST-CA,mixed,uniform,2,2,0.25,1,105.0096429262518,0.005001399063899055,0.2,6,3.6054538664746474,0.15,4.0
VST-NCA,N/A,uniform,2,4,0.25,1,117.0120695713607,0.005736034798534787,0.2,0,2.9492928345515566,0.15,4.0
VST-CA,mixed,uniform,2,4,0.25,1,117.0120695713607,0.005736034798534787,0.2,2,2.969497618043789,0.15,4.0
VST-NCA,N/A,uniform,2,4,0.25,1,139.01400409934786,0.006741452991452977,0.2,0,4.021575375452187,0.15,4.0
VST-CA,mixed,uniform,2,4,0.25,1,139.01218371848074,0.006480845543345527,0.2,5,7.920019721997221,0.15,4.0
VST-NCA,N/A,uniform,2,4,0.25,1,146.01484044807123,0.007142094017094001,0.2,0,3.7275064226760435,0.15,4.0
VST-CA,mixed,uniform,2,4,0.25,1,146.0135010431001,0.006931980056980041,0.2,5,6.133699035059038,0.15,4.0
VST-NCA,N/A,uniform,2,4,0.25,1,133.0136783430825,0.006535154660154647,0.2,0,3.1993729699685503,0.15,4.0
VST-CA,mixed,uniform,2,4,0.25,1,133.01268033500207,0.006364214489214476,0.2,3,3.556408227973037,0.15,4.0
VST-NCA,N/A,uniform,2,4,0.25,1,124.06722234810127,0.0061116198616198505,0.4,0,2.97856752612887,0.15,4.0
VST-CA,mixed,uniform,2,4,0.25,1,124.06722234810127,0.0061116198616198505,0.4,2,3.2578406386832057,0.15,4.0
VST-NCA,N/A,uniform,2,4,0.25,1,135.01345355986226,0.006563263125763112,0.2,0,3.396643470818873,0.15,4.0
VST-CA,mixed,uniform,2,4,0.25,1,135.0124555517818,0.006392322954822942,0.2,3,3.595206007235106,0.15,4.0
VST-NCA,N/A,uniform,2,4,0.25,1,117.0183351721103,0.005778133903133894,0.3333333333333333,0,2.8770229258348934,0.15,4.0
VST-CA,mixed,uniform,2,4,0.25,1,117.01063213457856,0.005412469474969464,0.2222222222222222,4,3.376609221810071,0.15,4.0
VST-NCA,N/A,uniform,2,4,0.25,1,125.01165713044242,0.0059802350427350295,0.2,0,3.0930068229583583,0.15,4.0
VST-CA,mixed,uniform,2,4,0.25,1,125.01065912236199,0.005809294871794859,0.2,3,3.457535334587078,0.15,4.0
VST-NCA,N/A,uniform,2,4,0.25,1,117.01178374365743,0.005692282254782243,0.2,0,3.1798408502723134,0.15,4.0
VST-CA,mixed,uniform,2,4,0.25,1,117.01178374365743,0.005692282254782243,0.2,2,3.084509705464825,0.15,4.0
VST-NCA,N/A,uniform,2,4,0.25,1,125.01216073361806,0.006037087912087899,0.2,0,3.570186782630117,0.15,4.0
VST-CA,mixed,uniform,2,4,0.25,1,125.01124465144086,0.005916641229141217,0.2,6,5.795854433028097,0.15,4.0
VST-NCA,N/A,uniform,2,8,0.25,2,153.0158093954442,0.00751195563695562,0.2,0,4.176273837325908,0.15,4.0
VST-CA,mixed,uniform,2,8,0.25,2,153.0158093954442,0.00751195563695562,0.2,2,4.201031338869399,0.15,4.0
VST-NCA,N/A,uniform,2,8,0.25,2,182.0176990200842,0.008746438746438727,0.2,0,4.925500510813947,0.15,4.0
VST-CA,mixed,uniform,2,8,0.25,2,182.01575541808492,0.008502111314611292,0.2,5,11.63401049734486,0.15,4.0
VST-NCA,N/A,uniform,2,8,0.25,2,198.0284208634232,0.009653286528286516,0.4,0,9.44882741752366,0.15,4.0
VST-CA,mixed,uniform,2,8,0.25,2,199.01842478307097,0.00943643162393161,0.2,5,23.540972093926598,0.15,4.0
VST-NCA,N/A,uniform,2,8,0.25,2,177.04979784176834,0.00869391025641024,0.4,0,4.350439678953023,0.15,4.0
VST-CA,mixed,uniform,2,8,0.25,2,178.0176956623656,0.00862624643874642,0.2,3,5.228460152565219,0.15,4.0
VST-NCA,N/A,uniform,2,8,0.25,2,182.01843402345673,0.008885582010581995,0.2,0,6.630327031452566,0.15,4.0
VST-CA,mixed,uniform,2,8,0.25,2,182.01843402345673,0.008885582010581995,0.2,2,6.659700017211321,0.15,4.0
VST-NCA,N/A,uniform,2,8,0.25,2,156.037202453438,0.007495294057794041,0.4,0,4.29235255478028,0.15,4.0
VST-CA,mixed,uniform,2,8,0.25,2,157.03989611655393,0.007436024623524606,0.4,3,5.142366687036088,0.15,4.0
VST-NCA,N/A,uniform,2,8,0.25,2,164.01621912079221,0.00793040293040291,0.2,0,4.293291283950964,0.15,4.0
VST-CA,mixed,uniform,2,8,0.25,2,165.0170231385593,0.007978607041107023,0.2222222222222222,4,6.389288381706706,0.15,4.0
VST-NCA,N/A,uniform,2,8,0.25,2,181.01871816372702,0.008845136345136327,0.2,0,5.228622002422242,0.15,4.0
VST-CA,mixed,uniform,2,8,0.25,2,181.02116369968363,0.008711462148962132,0.3333333333333333,3,6.13420511192902,0.15,4.0
VST-NCA,N/A,uniform,2,8,0.25,2,161.0165111137598,0.00784734940984939,0.2,0,3.8666321650142095,0.15,4.0
VST-CA,mixed,uniform,2,8,0.25,2,161.0165111137598,0.00784734940984939,0.2,2,3.872309542193875,0.15,4.0
VST-NCA,N/A,uniform,2,8,0.25,2,178.03953893983876,0.0088793498168498,0.4,0,4.68405802593702,0.15,4.0
VST-CA,mixed,uniform,2,8,0.25,2,177.01657543702922,0.008409137159137136,0.2,6,11.71592034144794,0.15,4.0
VST-NCA,N/A,uniform,2,16,0.25,4,277.0730045609557,0.013156924094424087,0.4,0,6.976852707155956,0.15,4.0
VST-CA,mixed,uniform,2,16,0.25,4,277.0730045609557,0.013156924094424087,0.4,2,7.014105017661393,0.15,4.0
VST-NCA,N/A,uniform,2,16,0.25,4,306.1323372027685,0.014498371998372001,0.5,0,9.963770106884056,0.15,4.0
VST-CA,mixed,uniform,2,16,0.25,4,306.0600356157428,0.01424526862026861,0.4,5,30.022089742192918,0.15,4.0
VST-NCA,N/A,uniform,2,16,0.25,4,261.1026572377629,0.012366325803825797,0.42857142857142855,0,7.949508371190404,0.15,4.0
VST-CA,mixed,uniform,2,16,0.25,4,262.0271389313858,0.012265084452584446,0.25,5,15.937560693696355,0.15,4.0
VST-NCA,N/A,uniform,2,16,0.25,4,252.06794337029496,0.011944444444444438,0.4,0,7.006928752903434,0.15,4.0
VST-CA,mixed,uniform,2,16,0.25,4,252.0518663905526,0.012115130240130237,0.4,3,11.142659201045944,0.15,4.0
VST-NCA,N/A,uniform,2,16,0.25,4,308.1321117589484,0.014622379934879932,0.6,0,7.685046494332141,0.15,4.0
VST-CA,mixed,uniform,2,16,0.25,4,308.1321117589484,0.014622379934879932,0.6,2,7.615194069821257,0.15,4.0
VST-NCA,N/A,uniform,2,16,0.25,4,261.0802512988311,0.012444164631664627,0.4,0,7.068544993470766,0.15,4.0
VST-CA,mixed,uniform,2,16,0.25,4,261.0301548443038,0.012421906796906792,0.2857142857142857,3,11.554955921573082,0.15,4.0
VST-NCA,N/A,uniform,2,16,0.25,4,258.0544371248035,0.012237611925111918,0.4,0,7.14422361807857,0.15,4.0
VST-CA,mixed,uniform,2,16,0.25,4,268.04018634835535,0.012832595645095637,0.3333333333333333,4,12.686840659210475,0.15,4.0
VST-NCA,N/A,uniform,2,16,0.25,4,271.10733376344103,0.012992852055352052,0.5,0,13.602029360353526,0.15,4.0
VST-CA,mixed,uniform,2,16,0.25,4,271.09622526658666,0.01299603174603174,0.5,3,17.755369072939857,0.15,4.0
VST-NCA,N/A,uniform,2,16,0.25,4,259.05381387680615,0.012272842897842895,0.4,0,8.366014372267387,0.15,4.0
VST-CA,mixed,uniform,2,16,0.25,4,259.05381387680615,0.012272842897842895,0.4,2,8.360409235389625,0.15,4.0
VST-NCA,N/A,uniform,2,16,0.25,4,323.0476598268628,0.015424297924297928,0.3333333333333333,0,13.919951824008422,0.15,4.0
VST-CA,mixed,uniform,2,16,0.25,4,328.0316677076367,0.015227157102157095,0.2857142857142857,6,55.234815325365616,0.15,4.0
VST-NCA,N/A,uniform,4,2,0.25,1,180.0622989891243,0.008526404151404134,0.4,0,2.980154838994963,0.15,4.0
VST-CA,mixed,uniform,4,2,0.25,1,180.01881566165642,0.008435083435083418,0.2857142857142857,3,3.183576029167739,0.15,4.0
VST-NCA,N/A,uniform,4,2,0.25,1,204.02524602912308,0.009611823361823351,0.3333333333333333,0,3.0507422987101336,0.15,4.0
VST-CA,mixed,uniform,4,2,0.25,1,204.107602668786,0.009674018111518093,0.42857142857142855,3,3.6916977339441246,0.15,4.0
VST-NCA,N/A,uniform,4,2,0.25,1,201.01985047288352,0.00973354192104191,0.2,0,3.206742270287691,0.15,4.0
VST-CA,mixed,uniform,4,2,0.25,1,201.0196283672845,0.00944126475376474,0.2857142857142857,8,5.365813836346888,0.15,4.0
VST-NCA,N/A,uniform,4,2,0.25,1,165.01650290649215,0.008009640822140804,0.2,0,3.141590597233858,0.15,4.0
VST-CA,mixed,uniform,4,2,0.25,1,165.0161917488073,0.007929385429385412,0.2,4,3.295270194519844,0.15,4.0
VST-NCA,N/A,uniform,4,2,0.25,1,181.03065085472787,0.008525005087505068,0.4,0,3.3637820285076714,0.15,4.0
VST-CA,mixed,uniform,4,2,0.25,1,181.01635342683562,0.00840697496947495,0.25,6,4.020353211653855,0.15,4.0
VST-NCA,N/A,uniform,4,2,0.25,1,163.07236698543028,0.007973646723646708,0.4,0,3.110305809383476,0.15,4.0
VST-CA,mixed,uniform,4,2,0.25,1,163.0178904558747,0.007860322547822532,0.2857142857142857,5,4.117763929746047,0.15,4.0
VST-NCA,N/A,uniform,4,2,0.25,1,193.02227547986288,0.0094005647130647,0.25,0,3.054931841472353,0.15,4.0
VST-CA,mixed,uniform,4,2,0.25,1,193.01971836162878,0.009382758445258434,0.2,3,3.2691203894502223,0.15,4.0
VST-NCA,N/A,uniform,4,2,0.25,1,181.0183622920398,0.008803927553927537,0.2,0,3.1003974400879315,0.15,4.0
VST-CA,mixed,uniform,4,2,0.25,1,181.01714625661194,0.00853518009768008,0.2222222222222222,6,3.706734769928403,0.15,4.0
VST-NCA,N/A,uniform,4,2,0.25,1,185.0761992298064,0.0086963268213268,0.4,0,2.9896980592227465,0.15,4.0
VST-CA,mixed,uniform,4,2,0.25,1,185.0846030899285,0.008762845950345934,0.4,3,3.425450771589567,0.15,4.0
VST-NCA,N/A,uniform,4,2,0.25,1,223.02048467321342,0.010561406186406176,0.2,0,3.0672667743559714,0.15,4.0
VST-CA,mixed,uniform,4,2,0.25,1,223.01901879619038,0.010374185999185987,0.2,5,4.2060806596526845,0.15,4.0
VST-NCA,N/A,uniform,4,4,0.25,1,221.02406203705553,0.010644714082214072,0.25,0,3.5349196987855294,0.15,4.0
VST-CA,mixed,uniform,4,4,0.25,1,221.0222758407036,0.010556954619454613,0.25,3,4.203998323077599,0.15,4.0
VST-NCA,N/A,uniform,4,4,0.25,1,299.0291168818186,0.014361645299145303,0.2,0,5.343605272673585,0.15,4.0
VST-CA,mixed,uniform,4,4,0.25,1,298.0492681472201,0.013998651811151805,0.4,3,8.357384616842182,0.15,4.0
VST-NCA,N/A,uniform,4,4,0.25,1,290.02754866891144,0.01386243386243386,0.2,0,4.931610145538571,0.15,4.0
VST-CA,mixed,uniform,4,4,0.25,1,290.0376248700936,0.013770985958485953,0.4,8,12.264665570824718,0.15,4.0
VST-NCA,N/A,uniform,4,4,0.25,1,232.02247118474338,0.011212479649979635,0.2,0,4.049353942741391,0.15,4.0
VST-CA,mixed,uniform,4,4,0.25,1,232.0481341518094,0.01106659544159543,0.4,4,5.3994920283023475,0.15,4.0
VST-NCA,N/A,uniform,4,4,0.25,1,238.11507022691035,0.01163601444851444,0.4,0,4.0139865909367245,0.15,4.0
VST-CA,mixed,uniform,4,4,0.25,1,237.03238951197392,0.01119861619861619,0.4,6,6.8699962735057625,0.15,4.0
VST-NCA,N/A,uniform,4,4,0.25,1,248.02830359201488,0.011999262311762309,0.2857142857142857,0,4.09258838186463,0.15,4.0
VST-CA,mixed,uniform,4,4,0.25,1,248.0453692160582,0.011812296499796492,0.4,5,6.325391637178427,0.15,4.0
VST-NCA,N/A,uniform,4,4,0.25,1,256.06041009191586,0.012633419820919818,0.4,0,3.8252396562151034,0.15,4.0
VST-CA,mixed,uniform,4,4,0.25,1,256.03851703031035,0.012275386650386645,0.4,3,4.509509271233469,0.15,4.0
VST-NCA,N/A,uniform,4,4,0.25,1,244.02337999520302,0.011663741351241342,0.2222222222222222,0,3.5836822974152938,0.15,4.0
VST-CA,mixed,uniform,4,4,0.25,1,244.02420975892008,0.011472959910459902,0.25,6,4.816111719034893,0.15,4.0
VST-NCA,N/A,uniform,4,4,0.25,1,264.10708049032473,0.012897970085470077,0.4,0,3.3888419129547174,0.15,4.0
VST-CA,mixed,uniform,4,4,0.25,1,264.17064552650015,0.012672720797720789,0.4,3,4.482742857684229,0.15,4.0
VST-NCA,N/A,uniform,4,4,0.25,1,301.0298880253024,0.01457252238502239,0.2,0,4.856348383001432,0.15,4.0
VST-CA,mixed,uniform,4,4,0.25,1,300.0462821139356,0.014392297517297517,0.4,5,9.184750822276214,0.15,4.0
VST-NCA,N/A,uniform,4,8,0.25,2,315.0363772559577,0.01507923789173789,0.3333333333333333,0,17.535374852163955,0.15,4.0
VST-CA,mixed,uniform,4,8,0.25,2,315.0458872741663,0.015034722222222217,0.3333333333333333,3,22.06555353440615,0.15,4.0
VST-NCA,N/A,uniform,4,8,0.25,2,339.1907116968665,0.016227996540496534,0.6,0,7.676919262975275,0.15,4.0
VST-CA,mixed,uniform,4,8,0.25,2,339.0497985130847,0.016042684167684163,0.4,3,13.316114087569417,0.15,4.0
VST-NCA,N/A,uniform,4,8,0.25,2,382.06447287422776,0.018335877085877073,0.4,0,13.07147802868451,0.15,4.0
VST-CA,mixed,uniform,4,8,0.25,2,381.03562692223386,0.01777586996336994,0.25,8,48.195822931519274,0.15,4.0
VST-NCA,N/A,uniform,4,8,0.25,2,369.21738019731316,0.01772626678876678,0.6,0,12.187533850305385,0.15,4.0
VST-CA,mixed,uniform,4,8,0.25,2,368.09194643367726,0.017597552910052897,0.4,4,23.839448494638418,0.15,4.0
VST-NCA,N/A,uniform,4,8,0.25,2,333.0805337667697,0.016098392348392342,0.4,0,10.521489318698968,0.15,4.0
VST-CA,mixed,uniform,4,8,0.25,2,332.09986144326706,0.01599562474562474,0.4,6,25.54124605441632,0.15,4.0
VST-NCA,N/A,uniform,4,8,0.25,2,351.06622911410045,0.016558175620675627,0.4,0,6.3821508030121095,0.15,4.0
VST-CA,mixed,uniform,4,8,0.25,2,350.0524231164986,0.016251017501017498,0.4,5,12.163473487414535,0.15,4.0
VST-NCA,N/A,uniform,4,8,0.25,2,317.08869504940645,0.01519968457468457,0.4,0,9.204968632708187,0.15,4.0
VST-CA,mixed,uniform,4,8,0.25,2,316.0443281898861,0.01497443528693529,0.4,3,12.442167888041013,0.15,4.0
VST-NCA,N/A,uniform,4,8,0.25,2,326.05624940299964,0.015717465404965405,0.4,0,7.504601273008348,0.15,4.0
