Spiders,0,3600,547,20,23.6811305917918,1,12.383151970099739,794.0,46,7,0,2648,1605,2128,86,1780,1948,2861,1377,1911,479,2833,265,163,2045,3053,2972,2696,1585,175,2894
Gravitation 2,0,3600,547,20,23.6811305917918,1,5.853287236570658,1291.0,109,7,0,2648,1605,2128,86,1780,1948,2861,1377,1911,479,2833,265,163,2045,3053,2972,2696,1585,175,2894
Gravitation 3,0,3600,547,20,23.6811305917918,1,5.653572801752077,1176.0,85,4,0,2648,1605,2128,86,1780,1948,2861,1377,1911,479,2833,265,163,2045,3053,2972,2696,1585,175,2894
Spiders,0,3600,547,20,23.6811305917918,2,10.832687383892925,798.0,52,4,0,450,388,1175,1748,1883,2172,1530,1705,78,2564,2023,3395,1967,1087,2445,1865,2808,1421,3212,172
Gravitation 2,0,3600,547,20,23.6811305917918,2,4.222572676220246,1352.0,118,9,0,450,388,1175,1748,1883,2172,1530,1705,78,2564,2023,3395,1967,1087,2445,1865,2808,1421,3212,172
Gravitation 3,0,3600,547,20,23.6811305917918,2,3.9252904009202467,1236.0,96,4,0,450,388,1175,1748,1883,2172,1530,1705,78,2564,2023,3395,1967,1087,2445,1865,2808,1421,3212,172
Spiders,0,3600,547,20,23.6811305917918,3,19.47192508197071,968.0,64,2,0,3180,3426,1635,288,1710,237,2722,1323,1443,66,3044,2036,2459,19,2797,1980,322,3317,341,3287
Gravitation 2,0,3600,547,20,23.6811305917918,3,8.537352036260543,1698.0,146,11,0,3180,3426,1635,288,1710,237,2722,1323,1443,66,3044,2036,2459,19,2797,1980,322,3317,341,3287
Gravitation 3,0,3600,547,20,23.6811305917918,3,9.026339183853608,1594.0,125,8,0,3180,3426,1635,288,1710,237,2722,1323,1443,66,3044,2036,2459,19,2797,1980,322,3317,341,3287
Spiders,0,3600,547,20,23.6811305917918,4,15.595745655138003,1054.0,70,8,0,1039,678,395,767,2443,47,2216,1192,1165,1,1487,531,1820,2946,664,129,986,1638,3113,1445
Gravitation 2,0,3600,547,20,23.6811305917918,4,5.803060687140714,1453.0,122,11,0,1039,678,395,767,2443,47,2216,1192,1165,1,1487,531,1820,2946,664,129,986,1638,3113,1445
Gravitation 3,0,3600,547,20,23.6811305917918,4,5.680063571214831,1293.0,104,7,0,1039,678,395,767,2443,47,2216,1192,1165,1,1487,531,1820,2946,664,129,986,1638,3113,1445
Spiders,0,3600,547,20,23.6811305917918,5,12.712917778228672,779.0,46,5,0,907,2616,1758,2380,1008,2302,1385,2796,2933,669,1637,599,2122,825,3105,486,1571,2682,2577,2711
Gravitation 2,0,3600,547,20,23.6811305917918,5,5.301904452116702,1250.0,100,9,0,907,2616,1758,2380,1008,2302,1385,2796,2933,669,1637,599,2122,825,3105,486,1571,2682,2577,2711
Gravitation 3,0,3600,547,20,23.6811305917918,5,5.472255491228168,1397.0,113,8,0,907,2616,1758,2380,1008,2302,1385,2796,2933,669,1637,599,2122,825,3105,486,1571,2682,2577,2711
Spiders,0,3600,547,20,23.6811305917918,6,9.566041191810257,922.0,65,8,0,191,1514,3317,748,1161,3370,1640,136,2118,1955,1001,3168,1722,1270,145,2516,1342,442,2091,1487
Gravitation 2,0,3600,547,20,23.6811305917918,6,4.057950704675704,1338.0,111,9,0,191,1514,3317,748,1161,3370,1640,136,2118,1955,1001,3168,1722,1270,145,2516,1342,442,2091,1487
Gravitation 3,0,3600,547,20,23.6811305917918,6,4.764100422308047,1111.0,85,9,0,191,1514,3317,748,1161,3370,1640,136,2118,1955,1001,3168,1722,1270,145,2516,1342,442,2091,1487
Spiders,0,3600,547,20,23.6811305917918,7,14.562581566084589,891.0,65,8,0,2008,1681,2146,24,2269,492,1622,1336,474,2775,159,977,1439,740,3425,618,1954,699,240,2619
Gravitation 2,0,3600,547,20,23.6811305917918,7,6.481774988532408,1433.0,130,9,0,2008,1681,2146,24,2269,492,1622,1336,474,2775,159,977,1439,740,3425,618,1954,699,240,2619
Gravitation 3,0,3600,547,20,23.6811305917918,7,6.406974990743009,1390.0,119,6,0,2008,1681,2146,24,2269,492,1622,1336,474,2775,159,977,1439,740,3425,618,1954,699,240,2619
Spiders,0,3600,547,20,23.6811305917918,8,17.839874278685386,950.0,71,7,0,3096,2541,24,3447,891,420,3238,651,808,126,633,494,2881,3299,1498,2071,2662,1614,1116,1899
Gravitation 2,0,3600,547,20,23.6811305917918,8,7.768803918487976,1492.0,130,10,0,3096,2541,24,3447,891,420,3238,651,808,126,633,494,2881,3299,1498,2071,2662,1614,1116,1899
Gravitation 3,0,3600,547,20,23.6811305917918,8,7.66992667835666,1528.0,127,8,0,3096,2541,24,3447,891,420,3238,651,808,126,633,494,2881,3299,1498,2071,2662,1614,1116,1899
Spiders,0,3600,547,20,23.6811305917918,9,14.5777488115925,964.0,62,7,0,1738,1091,1568,1891,22,1612,2729,1719,2381,125,1635,211,2589,1362,476,3059,618,1235,1886,1760
Gravitation 2,0,3600,547,20,23.6811305917918,9,7.431815292935227,1590.0,138,12,0,1738,1091,1568,1891,22,1612,2729,1719,2381,125,1635,211,2589,1362,476,3059,618,1235,1886,1760
Gravitation 3,0,3600,547,20,23.6811305917918,9,6.343364300483728,1456.0,117,3,0,1738,1091,1568,1891,22,1612,2729,1719,2381,125,1635,211,2589,1362,476,3059,618,1235,1886,1760
Spiders,0,3600,547,20,23.6811305917918,10,16.343505622483974,979.0,58,4,0,2442,21,530,2756,120,3367,1158,3187,3261,1348,1388,2754,628,2760,235,730,1766,2369,613,2675
Gravitation 2,0,3600,547,20,23.6811305917918,10,7.576932065172343,1590.0,132,9,0,2442,21,530,2756,120,3367,1158,3187,3261,1348,1388,2754,628,2760,235,730,1766,2369,613,2675
Gravitation 3,0,3600,547,20,23.6811305917918,10,7.46826057882015,1414.0,112,6,0,2442,21,530,2756,120,3367,1158,3187,3261,1348,1388,2754,628,2760,235,730,1766,2369,613,2675
