0,o,21303,19,804,89253.5859747803,48122.46039837242,1.2639172738649411,41,0.4195121951219511,0.41976621077821047,127,96,9,3380,0
1,ah_o,21303,19,804,65163.145035774876,65913.05797358403,1.1242961091628187,31,0.6193548387096777,4.736565133257172,127,96,9,3380,0
2,rh,21303,19,804,73559.45724944456,58389.53028050687,1.2504209226648204,31,0.6193548387096774,0.39939689454773397,127,96,9,3380,0
3,ah_r,21303,19,804,63704.39842414355,67422.3799726877,1.1297496273414158,31,0.6193548387096776,4.658936721692769,127,96,9,3380,0
4,ch,21303,19,804,71396.67839554363,60158.29101584902,1.195230202340498,38,0.5052631578947369,0.42760326572246754,127,96,9,3380,0
5,ah_c,21303,19,804,65224.26854858909,65851.28897665505,1.1289729969213265,32,0.6000000000000001,4.671240025548492,127,96,9,3380,0
6,o,21303,19,804,95332.80053464395,1.4589583076126755,1.2615796319372674,46,0.43043478260869544,0.4405326497243429,127,99,9,3380,1
7,ah_o,21303,19,804,66741.80788422457,2.083949861970642,1.1414548956307535,31,0.6387096774193549,4.564496913416981,127,99,9,3380,1
8,rh,21303,19,804,69452.11021484183,2.0026257070915934,1.2434369684290454,28,0.7071428571428572,0.5108916628704456,127,99,9,3380,1
9,ah_r,21303,19,804,63621.123509531186,2.1861698388140556,1.1329235003242306,28,0.7071428571428572,4.38682121030056,127,99,9,3380,1
10,ch,21303,19,804,69452.51419575972,2.0026140585201815,1.2478093113489297,33,0.5999999999999999,0.5242315912304569,127,99,9,3380,1
11,ah_c,21303,19,804,65532.980476336736,2.122390593515331,1.1408280117249394,30,0.66,4.4302066696089,127,99,9,3380,1
12,o,21303,19,804,90720.0178743555,1.4685759951823307,1.2359554493642395,40,0.41999999999999976,0.4101405245967378,127,94,9,3380,2
13,ah_o,21303,19,804,65868.40271953159,2.022657830342146,1.1680451402847891,31,0.6064516129032258,4.406694715267747,127,94,9,3380,2
14,rh,21303,19,804,67431.77561622327,1.9757634930309786,1.1855881786705889,29,0.6482758620689656,0.6520691830404175,127,94,9,3380,2
15,ah_r,21303,19,804,65707.78989049215,2.027601913788742,1.2232655166491413,28,0.6714285714285715,4.1091925618836385,127,94,9,3380,2
16,ch,21303,19,804,68172.47852510809,1.954296563879833,1.2019010242871815,31,0.6064516129032256,0.6244052041234482,127,94,9,3380,2
17,ah_c,21303,19,804,64654.61645556434,2.060629972561293,1.2309656623539176,27,0.6962962962962961,4.12785338197758,127,94,9,3380,2
