0,10,1,0.035698016202290996,79.0,2,0,0,0.05925892006306593,77,2,0,0,55,89,88,72,32,14
0,10,2,0.03760191566313571,83.0,1,0,0,0.06338449610811844,90,1,0,0,14,3,76,88,19,91
0,10,3,0.03847984898283688,116.0,3,2,0,0.062223918788009924,72,1,0,0,49,96,13,77,36,23
0,10,4,0.035968028068602,78.0,2,0,0,0.06026277996954077,71,0,0,0,17,63,98,7,96,14
0,10,5,0.03587605034221242,117.0,5,2,0,0.0610108391605631,85,2,0,0,89,74,2,58,42,39
0,20,1,0.7646858427725639,122.0,8,2,0,0.9187343233242091,105,4,0,0,288,70,27,107,201,187
0,20,2,0.7275892124732848,146.0,7,2,0,0.9170333275172884,108,5,2,0,103,141,44,192,164,331
0,20,3,0.7469526950263337,162.0,8,2,0,0.8970382382594186,140,3,0,0,260,329,233,310,28,2
0,20,4,0.786254422233819,146.0,10,0,0,0.932889419087628,121,5,0,0,130,190,230,45,360,253
0,20,5,0.7701137128921189,191.0,8,1,0,1.0478513134656184,185,11,2,0,88,75,376,0,345,18
0,30,1,3.7823416186974548,218.0,17,1,0,4.29057145406127,215,14,2,1,795,74,843,772,665,116
0,30,2,3.836789669440737,212.0,10,1,0,4.363301360875596,202,9,2,0,426,503,829,813,184,643
0,30,3,3.816863267412014,134.0,7,1,1,4.341668831235477,115,5,0,0,745,576,696,588,671,609
0,30,4,3.8231418328121265,266.0,16,2,0,4.305137883691202,213,10,0,0,738,749,499,210,200,629
0,30,5,3.7031495857844305,247.0,12,4,0,4.302253809575319,202,10,0,0,670,10,245,624,194,121
0,40,1,12.865504484012853,240.0,15,1,0,14.212419203686053,228,10,1,0,805,340,1137,1006,278,686
0,40,2,12.869313072442921,219.0,12,2,0,14.495852712474473,206,10,1,0,674,166,1198,916,574,571
0,40,3,12.950845602951503,159.0,8,1,0,14.625392879108105,148,8,0,0,247,923,132,212,928,401
0,40,4,13.270483202814432,318.0,19,2,0,17.204760182881728,302,14,0,0,183,1484,652,212,1128,1398
0,40,5,14.120883996744055,316.0,13,2,0,15.401534883243556,280,16,2,0,459,1503,1411,447,663,1198
1,10,1,0.15496391551945976,51.0,4,0,0,0.08496452344090244,55,4,0,0,25,82,94,51,52,31
1,10,2,0.0505009035923365,95.0,10,2,0,0.08223164017996965,81,6,2,0,94,1,66,69,20,99
1,10,3,0.05315759929450792,45.0,4,0,1,0.09395702390079919,41,1,0,0,31,38,35,37,72,62
1,10,4,0.07313887215568116,67.0,5,2,1,0.11330629530297642,56,3,1,0,78,77,71,99,82,63
1,10,5,0.0628902638615898,84.0,7,1,0,0.08635524245408988,68,3,2,0,6,97,76,78,3,72
1,20,1,0.7970134476962301,143.0,12,1,0,0.9694847115649736,130,10,1,0,352,310,242,86,255,199
1,20,2,0.8278650667016336,130.0,10,1,0,1.056776310958952,121,5,1,0,47,17,74,192,56,378
1,20,3,0.8550877104335939,125.0,10,1,0,1.0148490736303302,117,8,0,0,193,192,377,379,282,141
1,20,4,0.8301254291964995,117.0,7,0,0,1.0311070249666159,121,5,1,0,169,229,343,133,270,6
1,20,5,0.7997009342252568,112.0,7,2,0,1.008601693811272,103,7,2,0,386,180,269,290,301,313
1,30,1,4.090148435470724,143.0,7,0,0,4.993976840561146,141,7,1,0,540,396,662,500,453,841
1,30,2,4.265739836461222,213.0,9,1,0,4.781197621053366,196,7,0,0,507,608,280,482,410,108
1,30,3,4.112140980932594,218.0,10,1,0,4.831391800639665,184,6,1,0,393,42,731,650,714,41
1,30,4,4.278554346993673,170.0,5,1,1,4.847223022695999,168,3,1,0,616,638,376,713,150,607
1,30,5,4.24417757306702,229.0,13,1,0,4.827071610778688,205,8,1,1,103,633,878,74,6,356
1,40,1,14.176035499454827,358.0,14,0,0,16.7310756814839,321,17,1,0,420,160,1484,802,337,1033
1,40,2,15.738361264823993,223.0,9,1,0,16.16133485340015,209,8,0,0,613,508,822,934,1541,529
1,40,3,14.618985623841922,245.0,7,1,0,16.06967371987139,242,6,1,0,1218,1266,760,329,444,14
1,40,4,14.246472673930668,198.0,11,0,0,15.575165934923973,173,8,0,0,317,1220,1380,1019,34,792
1,40,5,14.57504119259977,316.0,14,0,0,17.030493576954598,279,10,0,0,1320,1355,64,264,499,932
2,10,1,0.21437442119162142,89.0,4,0,0,0.10339085954569782,77,2,0,0,43,88,74,44,93,1
2,10,2,0.062384978497789234,59.0,2,0,0,0.10571043516910095,54,2,0,0,63,56,64,60,90,47
2,10,3,0.05924470891221745,67.0,3,1,0,0.09181627192566566,66,2,0,0,47,95,89,68,45,87
2,10,4,0.05166266517500162,121.0,7,1,0,0.08491241588779985,117,7,2,0,97,9,93,0,55,62
2,10,5,0.05348682428939355,56.0,3,1,0,0.08350630146117055,53,2,1,0,42,4,3,74,52,85
2,20,1,0.7432613485908632,163.0,7,1,0,0.9204297925724632,157,7,1,1,329,88,177,4,360,243
2,20,2,0.7863965337423906,114.0,5,0,0,1.2440911218993165,100,2,0,0,200,137,67,170,91,65
2,20,3,0.8269717379685062,153.0,10,1,0,1.3638109885355334,136,8,2,0,300,48,5,371,257,111
2,20,4,0.9537209924752119,97.0,7,2,1,0.9453225970720496,95,5,1,0,287,105,150,276,337,80
2,20,5,0.7674084624245552,80.0,4,1,1,0.9796843703394416,76,3,1,0,148,168,37,118,162,93
2,30,1,4.318237406749176,201.0,7,1,0,5.024263961074041,187,6,0,0,115,655,452,171,20,166
2,30,2,4.2554418838932975,308.0,20,2,0,5.121822327454936,260,12,0,0,699,141,492,896,183,722
