Spiders,0,100,8,6,0.004983771655228006,1,0.009607132734517541,53.0,0,0,0,8,68,27,37,24,45
Dreyfus,0,100,8,6,0.004983771655228006,1,0.00742335255259902,45.0,0,0,0,8,68,27,37,24,45
Gravitation 2,0,100,8,6,0.004983771655228006,1,0.010927190747593383,53.0,0,0,0,8,68,27,37,24,45
Gravitation 3,0,100,8,6,0.004983771655228006,1,0.010534805082223354,53.0,0,0,0,8,68,27,37,24,45
Spiders,0,100,8,6,0.004983771655228006,2,0.01143760791592683,58.0,1,0,0,66,47,93,82,38,74
Dreyfus,0,100,8,6,0.004983771655228006,2,0.01157656139098745,65.0,1,0,0,66,47,93,82,38,74
Gravitation 2,0,100,8,6,0.004983771655228006,2,0.013865740941772967,61.0,1,0,0,66,47,93,82,38,74
Gravitation 3,0,100,8,6,0.004983771655228006,2,0.012609238353369745,61.0,1,0,0,66,47,93,82,38,74
Spiders,0,100,8,6,0.004983771655228006,3,0.010636256909185224,82.0,1,0,0,93,63,55,66,47,18
Dreyfus,0,100,8,6,0.004983771655228006,3,0.011353130519157026,82.0,1,0,0,93,63,55,66,47,18
Gravitation 2,0,100,8,6,0.004983771655228006,3,0.01321992308609353,87.0,1,0,0,93,63,55,66,47,18
Gravitation 3,0,100,8,6,0.004983771655228006,3,0.012308040906008233,90.0,1,0,0,93,63,55,66,47,18
Spiders,0,100,8,6,0.004983771655228006,4,0.011222466882097187,60.0,1,0,0,93,14,98,80,34,54
Dreyfus,0,100,8,6,0.004983771655228006,4,0.012668451481946702,68.0,2,0,0,93,14,98,80,34,54
Gravitation 2,0,100,8,6,0.004983771655228006,4,0.013011098119312059,64.0,2,0,0,93,14,98,80,34,54
Gravitation 3,0,100,8,6,0.004983771655228006,4,0.01281490528662707,64.0,2,0,0,93,14,98,80,34,54
Spiders,0,100,8,6,0.004983771655228006,5,0.011522874821077667,80.0,1,0,0,46,91,25,98,55,86
Dreyfus,0,100,8,6,0.004983771655228006,5,0.013252687683906111,79.0,1,0,0,46,91,25,98,55,86
Gravitation 2,0,100,8,6,0.004983771655228006,5,0.012476600945357325,83.0,2,1,0,46,91,25,98,55,86
Gravitation 3,0,100,8,6,0.004983771655228006,5,0.012581210805843318,82.0,2,1,0,46,91,25,98,55,86
Spiders,0,100,8,6,0.004983771655228006,6,0.010145577450377419,77.0,2,0,0,65,44,19,48,50,32
Dreyfus,0,100,8,6,0.004983771655228006,6,0.011162464245139225,95.0,2,0,0,65,44,19,48,50,32
Gravitation 2,0,100,8,6,0.004983771655228006,6,0.011487346943931442,80.0,2,1,0,65,44,19,48,50,32
Gravitation 3,0,100,8,6,0.004983771655228006,6,0.011589983033464868,80.0,2,1,0,65,44,19,48,50,32
Spiders,0,100,8,6,0.004983771655228006,7,0.010187816148762296,78.0,0,0,0,59,96,26,79,23,47
Dreyfus,0,100,8,6,0.004983771655228006,7,0.011256020988290816,120.0,1,0,0,59,96,26,79,23,47
Gravitation 2,0,100,8,6,0.004983771655228006,7,0.012016317559219059,99.0,1,0,0,59,96,26,79,23,47
Gravitation 3,0,100,8,6,0.004983771655228006,7,0.012085004788368325,99.0,1,0,0,59,96,26,79,23,47
Spiders,0,100,8,6,0.004983771655228006,8,0.011526822362982803,88.0,1,0,0,6,37,97,26,92,47
Dreyfus,0,100,8,6,0.004983771655228006,8,0.011732094542049598,114.0,1,0,0,6,37,97,26,92,47
Gravitation 2,0,100,8,6,0.004983771655228006,8,0.012262249419908722,91.0,2,1,0,6,37,97,26,92,47
Gravitation 3,0,100,8,6,0.004983771655228006,8,0.012486864554310695,91.0,2,1,0,6,37,97,26,92,47
Spiders,0,100,8,6,0.004983771655228006,9,0.012513313085075084,116.0,3,1,0,60,77,8,71,29,97
Dreyfus,0,100,8,6,0.004983771655228006,9,0.013566517265364009,103.0,3,1,0,60,77,8,71,29,97
Gravitation 2,0,100,8,6,0.004983771655228006,9,0.014301549568099425,102.0,3,1,0,60,77,8,71,29,97
Gravitation 3,0,100,8,6,0.004983771655228006,9,0.013817186176339813,116.0,4,1,0,60,77,8,71,29,97
Spiders,0,100,8,6,0.004983771655228006,10,0.010462170311168917,64.0,0,0,0,69,46,30,48,79,59
Dreyfus,0,100,8,6,0.004983771655228006,10,0.008724067610339725,53.0,0,0,0,69,46,30,48,79,59
Gravitation 2,0,100,8,6,0.004983771655228006,10,0.012302514347341031,64.0,0,0,0,69,46,30,48,79,59
Gravitation 3,0,100,8,6,0.004983771655228006,10,0.01207197790008141,64.0,0,0,0,69,46,30,48,79,59
Spiders,0,400,26,6,0.06607987772094198,1,0.05885350750940899,183.0,1,1,0,45,314,389,57,84,311
Dreyfus,0,400,26,6,0.06607987772094198,1,0.05916496856572373,177.0,3,1,0,45,314,389,57,84,311
Gravitation 2,0,400,26,6,0.06607987772094198,1,0.06480205840625108,155.0,4,0,0,45,314,389,57,84,311
Gravitation 3,0,400,26,6,0.06607987772094198,1,0.06379188243272793,160.0,4,1,0,45,314,389,57,84,311
Spiders,0,400,26,6,0.06607987772094198,2,0.05261560179092084,119.0,3,0,0,326,247,168,204,257,355
Dreyfus,0,400,26,6,0.06607987772094198,2,0.0574766048928993,111.0,4,0,0,326,247,168,204,257,355
Gravitation 2,0,400,26,6,0.06607987772094198,2,0.057959784022087346,119.0,4,1,0,326,247,168,204,257,355
Gravitation 3,0,400,26,6,0.06607987772094198,2,0.05974052017549192,118.0,4,1,0,326,247,168,204,257,355
Spiders,0,400,26,6,0.06607987772094198,3,0.05398105653590579,165.0,6,0,0,330,365,233,52,302,297
Dreyfus,0,400,26,6,0.06607987772094198,3,0.07616979483045694,139.0,5,1,0,330,365,233,52,302,297
Gravitation 2,0,400,26,6,0.06607987772094198,3,0.06484745513815993,176.0,7,2,0,330,365,233,52,302,297
Gravitation 3,0,400,26,6,0.06607987772094198,3,0.06383727916463688,183.0,7,2,0,330,365,233,52,302,297
Spiders,0,400,26,6,0.06607987772094198,4,0.052302956472034534,151.0,3,1,0,124,256,356,6,68,33
Dreyfus,0,400,26,6,0.06607987772094198,4,0.056262341002880856,137.0,3,0,0,124,256,356,6,68,33
Gravitation 2,0,400,26,6,0.06607987772094198,4,0.06309829931999644,156.0,3,0,0,124,256,356,6,68,33
Gravitation 3,0,400,26,6,0.06607987772094198,4,0.06139611925050392,174.0,3,0,0,124,256,356,6,68,33
Spiders,0,400,26,6,0.06607987772094198,5,0.05392026439056674,151.0,2,0,0,183,379,389,330,252,92
Dreyfus,0,400,26,6,0.06607987772094198,5,0.06212404597781007,159.0,3,0,0,183,379,389,330,252,92
Gravitation 2,0,400,26,6,0.06607987772094198,5,0.06741217311392367,172.0,4,0,0,183,379,389,330,252,92
Gravitation 3,0,400,26,6,0.06607987772094198,5,0.0626770965987189,169.0,4,1,0,183,379,389,330,252,92
Spiders,0,400,26,6,0.06607987772094198,6,0.05833559001145572,211.0,4,1,0,303,89,319,217,36,64
Dreyfus,0,400,26,6,0.06607987772094198,6,0.0650764125686576,178.0,5,1,0,303,89,319,217,36,64
Gravitation 2,0,400,26,6,0.06607987772094198,6,0.06442033110402479,202.0,7,1,0,303,89,319,217,36,64
Gravitation 3,0,400,26,6,0.06607987772094198,6,0.0654459024909777,210.0,8,2,0,303,89,319,217,36,64
Spiders,0,400,26,6,0.06607987772094198,7,0.05227058662841255,129.0,4,0,0,90,130,231,259,306,253
Dreyfus,0,400,26,6,0.06607987772094198,7,0.0575843727869092,129.0,4,0,0,90,130,231,259,306,253
