VST-NCA,40.00805975236241,0.06643046107331821,0.3333333333333333,0
VST-CA,40.00805975236241,0.06643046107331821,0.3333333333333333,2
VST-NCA,41.00906398625756,0.06990268329554043,0.2857142857142857,0
VST-CA,42.01706601481173,0.07149470899470899,0.4,5
VST-NCA,38.012162218386536,0.06547619047619048,0.4,0
VST-CA,37.011631010992566,0.06483371126228268,0.4,5
VST-NCA,40.00984932377918,0.06641156462585034,0.3333333333333333,0
VST-CA,40.00562585191539,0.06939247921390779,0.25,3
VST-NCA,40.00576740581522,0.06909486016628874,0.25,0
VST-CA,40.00576740581522,0.06909486016628874,0.25,2
VST-NCA,41.007339879316866,0.07051209372637943,0.2857142857142857,0
VST-CA,41.00879825936119,0.07342214663643236,0.2857142857142857,3
VST-NCA,38.003074154695184,0.061739417989418,0.2222222222222222,0
VST-CA,40.00356483614558,0.06957671957671957,0.2,4
VST-NCA,38.00338980226476,0.06324168556311414,0.2222222222222222,0
VST-CA,38.01056087211453,0.06593915343915344,0.4,3
VST-NCA,39.005300642433895,0.06472978080120938,0.2857142857142857,0
VST-CA,39.005300642433895,0.06472978080120938,0.2857142857142857,2
VST-NCA,39.0119541843984,0.06557539682539683,0.4,0
VST-CA,39.01194772181409,0.06531084656084657,0.4,6
