eVST-RS,10,4900,368,70,5,1,83.43769106027398,3325.358952473579,2544.0262583523636
Hotspot_k,10,4900,368,70,5,1,1.5531333095429147,3138.556541752364,2502.6743684215685
Hotspot,10,4900,368,70,5,1,0.9717692655074472,2773.984135016749,2392.0896422403043
eVST-RS,10,4900,368,70,15,1,1.9633906408888038,1957.2449973751468,1758.2690484754892
Hotspot_k,10,4900,368,70,15,1,0.369045156543109,1812.8198652201013,1610.6826850620314
Hotspot,10,4900,368,70,15,1,0.3326639644533316,1736.5595919206621,1552.600947406495
eVST-RS,10,4900,368,70,50,1,0.13545265494832393,457.7099041532479,449.17902715226745
Hotspot_k,10,4900,368,70,50,1,0.07804220063539447,474.1953138585847,459.957522329286
Hotspot,10,4900,368,70,50,1,0.0816865569359777,474.1953138585847,459.957522329286
eVST-RS,10,4900,368,70,5,2,44.23794583362286,3130.6354425371246,2537.8499517897467
Hotspot_k,10,4900,368,70,5,2,0.9107870893783456,2784.990399547853,2263.394911377718
Hotspot,10,4900,368,70,5,2,0.8810949806413078,2655.9996714674103,2244.167799553081
eVST-RS,10,4900,368,70,15,2,7.4482909579541,2123.7716189893617,1860.8635233499083
Hotspot_k,10,4900,368,70,15,2,0.514281755480738,2002.1036632104094,1789.3724688458003
Hotspot,10,4900,368,70,15,2,0.5161532777100888,1904.4865144317846,1744.120427583634
eVST-RS,10,4900,368,70,50,2,0.22771384539595374,515.407721250633,493.7642815314265
Hotspot_k,10,4900,368,70,50,2,0.09303253709094861,539.7470770284663,512.9970956603798
Hotspot,10,4900,368,70,50,2,0.11577305197471333,539.7470770284663,512.9970956603798
eVST-RS,10,4900,368,70,5,3,19.66475751135306,2811.8521905883163,2317.0135017379584
Hotspot_k,10,4900,368,70,5,3,0.927601577747339,2647.388451109795,2236.0241796588884
Hotspot,10,4900,368,70,5,3,0.6402946907350042,2378.951316853635,2055.087381422058
eVST-RS,10,4900,368,70,15,3,5.816636218080305,2163.942438714364,1905.5401545083068
Hotspot_k,10,4900,368,70,15,3,0.5059560277147739,2044.211452483596,1820.2348038773052
Hotspot,10,4900,368,70,15,3,0.4944446462069436,2031.174649867949,1812.289641438519
