eVST-RS,0,10000,281,128,10,1,310.32499444394216,29454.913243224266,2.1482313516463947
Hot-spots(k),0,10000,281,128,10,1,7.401615539750765,27263.93571925615,2.3208669775592226
Hot-spots,0,10000,281,128,10,1,23.684299468947415,21048.855429443058,3.006147688230533
eVST-RS,0,10000,281,128,20,1,119.48599814232273,23608.09692135747,1.7554831618974611
Hot-spots(k),0,10000,281,128,20,1,3.7561843955897984,21986.182048274437,1.88498469351749
Hot-spots,0,10000,281,128,20,1,5.945245889602802,18639.20823418488,2.223464436320716
eVST-RS,0,10000,281,128,40,1,49.650069021435,19749.535015209207,1.4596587541409862
Hot-spots(k),0,10000,281,128,40,1,2.8792738716069834,18956.866705862405,1.5206933784183403
Hot-spots,0,10000,281,128,40,1,3.3004558138470657,17364.885099891297,1.6601078273385472
eVST-RS,0,10000,281,128,80,1,15.910139499485012,15699.69192952639,1.221485247472382
Hot-spots(k),0,10000,281,128,80,1,1.9492624357992554,15078.0813216647,1.2718423301128918
Hot-spots,0,10000,281,128,80,1,1.8918627339908198,14494.075038337298,1.3230883675608185
eVST-RS,0,10000,281,128,160,1,7.311005810274537,11900.221869031142,1.168046774740951
Hot-spots(k),0,10000,281,128,160,1,1.5898697770589933,11368.3559710806,1.2226935722441419
Hot-spots,0,10000,281,128,160,1,1.5027709234423128,11141.866214127413,1.2475482567901355
eVST-RS,0,10000,281,128,320,1,1.189911778092437,6440.466342408237,1.0395693836648305
Hot-spots(k),0,10000,281,128,320,1,0.6960700217227895,6522.782018322606,1.0264503102026363
Hot-spots,0,10000,281,128,320,1,0.6638385707647103,6498.95861207556,1.0302129965331703
eVST-RS,0,10000,281,128,640,1,0.21434422136439935,1432.2852883185726,1.0
Hot-spots(k),0,10000,281,128,640,1,0.14719664812810151,1456.0417604225645,0.9836842096499365
Hot-spots,0,10000,281,128,640,1,0.18907017843707763,1456.0417604225645,0.9836842096499365
eVST-RS,0,10000,290,128,10,2,348.66603730907605,31116.23206898904,2.251136784126086
Hot-spots(k),0,10000,290,128,10,2,7.657481966990417,28403.05006557289,2.4661750914845677
Hot-spots,0,10000,290,128,10,2,22.42160590004005,21432.188310712125,3.268303431194401
eVST-RS,0,10000,290,128,20,2,152.07428064348414,24278.939753161158,1.7907557516161379
Hot-spots(k),0,10000,290,128,20,2,4.2989178812690625,22256.79768611295,1.9534549228186033
Hot-spots,0,10000,290,128,20,2,8.088249539824119,18836.419991945884,2.3081695473293387
eVST-RS,0,10000,290,128,40,2,49.09403494533353,19604.20937553941,1.5007068677146025
Hot-spots(k),0,10000,290,128,40,2,2.5636724219398275,18337.565078615047,1.604366311441004
Hot-spots,0,10000,290,128,40,2,3.808995168697038,16910.257315468574,1.7397826122418039
eVST-RS,0,10000,290,128,80,2,34.43644244930783,15807.35807657076,1.3867331318526077
Hot-spots(k),0,10000,290,128,80,2,2.089388383635196,15304.876681672811,1.4322616005189974
Hot-spots,0,10000,290,128,80,2,2.088655339282923,14341.674328041536,1.528453838125329
eVST-RS,0,10000,290,128,160,2,8.53379287095595,11830.060115796685,1.1737571420930546
Hot-spots(k),0,10000,290,128,160,2,1.833296161365979,11616.129355394605,1.195373874332587
Hot-spots,0,10000,290,128,160,2,1.398795075615908,11317.278950180405,1.2269395862231707
eVST-RS,0,10000,290,128,320,2,1.0248208738821631,6587.726222406435,1.0286794645145336
Hot-spots(k),0,10000,290,128,320,2,0.732618026259388,6678.713643598316,1.014665255086804
Hot-spots,0,10000,290,128,320,2,0.6885599685151647,6643.750266238253,1.0200050289774671
eVST-RS,0,10000,290,128,640,2,0.1874911922177489,1352.1585601492498,1.0003684796042427
Hot-spots(k),0,10000,290,128,640,2,0.17966455227269762,1356.330374028832,0.9972915367090444
Hot-spots,0,10000,290,128,640,2,0.1569721518148981,1356.330374028832,0.9972915367090444
eVST-RS,0,10000,281,128,10,3,294.70374705272343,30361.197983570797,2.1410251085172605
Hot-spots(k),0,10000,281,128,10,3,6.9976777060173845,27993.23547436219,2.3221355483192774
Hot-spots,0,10000,281,128,10,3,18.83587740908888,20965.886521296805,3.1004692857351204
eVST-RS,0,10000,281,128,20,3,145.34728420291367,24551.684500366642,1.8299011011983006
Hot-spots(k),0,10000,281,128,20,3,4.382447041788964,23155.062226100315,1.9402735378034275
Hot-spots,0,10000,281,128,20,3,6.660114137018809,19413.273089548646,2.314249343542239
eVST-RS,0,10000,281,128,40,3,91.65191485632613,20885.47505485072,1.5713201578757674
Hot-spots(k),0,10000,281,128,40,3,4.513842774815657,19641.729499816403,1.6708186496919832
Hot-spots,0,10000,281,128,40,3,4.051553110582972,17337.304974741975,1.8928990410164284
eVST-RS,0,10000,281,128,80,3,25.1455426600628,16082.30588280541,1.2868793300918924
Hot-spots(k),0,10000,281,128,80,3,2.2198679099078618,15363.776263512009,1.347063812036184
Hot-spots,0,10000,281,128,80,3,2.5435971911415436,14746.73197602027,1.4034287091167974
eVST-RS,0,10000,281,128,160,3,11.520284249099404,11906.973747704951,1.1555547825880055
Hot-spots(k),0,10000,281,128,160,3,1.5794208357497155,11698.277011516166,1.1761698279811048
Hot-spots,0,10000,281,128,160,3,1.3786227371647328,11432.653011173286,1.2034967252888082
eVST-RS,0,10000,281,128,320,3,1.1868702558863333,6446.626649954636,1.024429840494343
Hot-spots(k),0,10000,281,128,320,3,1.0798268325811478,6515.101713742705,1.0136628714190508
Hot-spots,0,10000,281,128,320,3,1.001982417198633,6471.740949254575,1.0204544283405352
eVST-RS,0,10000,281,128,640,3,0.35420687324813116,1458.1191947282994,1.0009687647334913
Hot-spots(k),0,10000,281,128,640,3,0.15813191719325914,1476.8677240786094,0.9882616739369492
Hot-spots,0,10000,281,128,640,3,0.17280504138716424,1476.8677240786094,0.9882616739369492
