Spiders,0,100,8,6,0.004830212275118407,1,0.009414492689547145,53.0,0,0,0,8,68,27,37,24,45
Dreyfus,0,100,8,6,0.004830212275118407,1,0.007365718440784107,45.0,0,0,0,8,68,27,37,24,45
Gravitation 2,0,100,8,6,0.004830212275118407,1,0.010475591953646383,53.0,0,0,0,8,68,27,37,24,45
Gravitation 3,0,100,8,6,0.004830212275118407,1,0.010884162540827448,53.0,0,0,0,8,68,27,37,24,45
Spiders,0,100,8,6,0.004830212275118407,2,0.01240199240335036,58.0,1,0,0,66,47,93,82,38,74
Dreyfus,0,100,8,6,0.004830212275118407,2,0.011173122608283043,65.0,1,0,0,66,47,93,82,38,74
Gravitation 2,0,100,8,6,0.004830212275118407,2,0.015058293351313062,61.0,1,0,0,66,47,93,82,38,74
Gravitation 3,0,100,8,6,0.004830212275118407,2,0.012394097319540096,61.0,1,0,0,66,47,93,82,38,74
Spiders,0,100,8,6,0.004830212275118407,3,0.010387167014971443,82.0,1,0,0,93,63,55,66,47,18
Dreyfus,0,100,8,6,0.004830212275118407,3,0.011134831451803287,82.0,1,0,0,93,63,55,66,47,18
Gravitation 2,0,100,8,6,0.004830212275118407,3,0.01277740363852832,87.0,1,0,0,93,63,55,66,47,18
Gravitation 3,0,100,8,6,0.004830212275118407,3,0.012469495369928085,90.0,1,0,0,93,63,55,66,47,18
Spiders,0,100,8,6,0.004830212275118407,4,0.011027063557793204,60.0,1,0,0,93,14,98,80,34,54
Dreyfus,0,100,8,6,0.004830212275118407,4,0.012414624537446795,68.0,2,0,0,93,14,98,80,34,54
Gravitation 2,0,100,8,6,0.004830212275118407,4,0.013277557197908435,64.0,2,0,0,93,14,98,80,34,54
Gravitation 3,0,100,8,6,0.004830212275118407,4,0.013137419460276273,64.0,2,0,0,93,14,98,80,34,54
Spiders,0,100,8,6,0.004830212275118407,5,0.011457345625452503,80.0,1,0,0,46,91,25,98,55,86
Dreyfus,0,100,8,6,0.004830212275118407,5,0.012322252056866712,79.0,1,0,0,46,91,25,98,55,86
Gravitation 2,0,100,8,6,0.004830212275118407,5,0.012794378068720386,83.0,2,1,0,46,91,25,98,55,86
Gravitation 3,0,100,8,6,0.004830212275118407,5,0.01258160556003382,82.0,2,1,0,46,91,25,98,55,86
Spiders,0,100,8,6,0.004830212275118407,6,0.010723102831098119,77.0,2,0,0,65,44,19,48,50,32
Dreyfus,0,100,8,6,0.004830212275118407,6,0.010923637959878774,95.0,2,0,0,65,44,19,48,50,32
Gravitation 2,0,100,8,6,0.004830212275118407,6,0.01142458102763988,80.0,2,1,0,65,44,19,48,50,32
Gravitation 3,0,100,8,6,0.004830212275118407,6,0.012823589878818376,80.0,2,1,0,65,44,19,48,50,32
Spiders,0,100,8,6,0.004830212275118407,7,0.01264792426403999,78.0,0,0,0,59,96,26,79,23,47
Dreyfus,0,100,8,6,0.004830212275118407,7,0.01952572652534995,120.0,1,0,0,59,96,26,79,23,47
Gravitation 2,0,100,8,6,0.004830212275118407,7,0.01450958502649985,99.0,1,0,0,59,96,26,79,23,47
Gravitation 3,0,100,8,6,0.004830212275118407,7,0.012094084134750105,99.0,1,0,0,59,96,26,79,23,47
Spiders,0,100,8,6,0.004830212275118407,8,0.01170130371518957,88.0,1,0,0,6,37,97,26,92,47
Dreyfus,0,100,8,6,0.004830212275118407,8,0.01204079231903088,114.0,1,0,0,6,37,97,26,92,47
Gravitation 2,0,100,8,6,0.004830212275118407,8,0.014371421059820255,91.0,2,1,0,6,37,97,26,92,47
Gravitation 3,0,100,8,6,0.004830212275118407,8,0.012428440934114715,91.0,2,1,0,6,37,97,26,92,47
Spiders,0,100,8,6,0.004830212275118407,9,0.012231853347239197,116.0,3,1,0,60,77,8,71,29,97
Dreyfus,0,100,8,6,0.004830212275118407,9,0.015245012083425769,103.0,3,1,0,60,77,8,71,29,97
Gravitation 2,0,100,8,6,0.004830212275118407,9,0.013671521880040505,102.0,3,1,0,60,77,8,71,29,97
Gravitation 3,0,100,8,6,0.004830212275118407,9,0.013599676617367107,116.0,4,1,0,60,77,8,71,29,97
Spiders,0,100,8,6,0.004830212275118407,10,0.01121338753571538,64.0,0,0,0,69,46,30,48,79,59
Dreyfus,0,100,8,6,0.004830212275118407,10,0.007773894273774673,53.0,0,0,0,69,46,30,48,79,59
Gravitation 2,0,100,8,6,0.004830212275118407,10,0.011926313603782046,64.0,0,0,0,69,46,30,48,79,59
Gravitation 3,0,100,8,6,0.004830212275118407,10,0.011627484681563605,64.0,0,0,0,69,46,30,48,79,59
Spiders,0,400,26,6,0.06627528104524594,1,0.05848046479937408,183.0,1,1,0,45,314,389,57,84,311
Dreyfus,0,400,26,6,0.06627528104524594,1,0.06358384697432762,177.0,3,1,0,45,314,389,57,84,311
Gravitation 2,0,400,26,6,0.06627528104524594,1,0.06541945396021354,155.0,4,0,0,45,314,389,57,84,311
Gravitation 3,0,400,26,6,0.06627528104524594,1,0.06345160432050567,160.0,4,1,0,45,314,389,57,84,311
Spiders,0,400,26,6,0.06627528104524594,2,0.055584153303579464,119.0,3,0,0,326,247,168,204,257,355
Dreyfus,0,400,26,6,0.06627528104524594,2,0.059573539152904864,111.0,4,0,0,326,247,168,204,257,355
Gravitation 2,0,400,26,6,0.06627528104524594,2,0.06007842976257116,119.0,4,1,0,326,247,168,204,257,355
Gravitation 3,0,400,26,6,0.06627528104524594,2,0.06094294143979495,118.0,4,1,0,326,247,168,204,257,355
Spiders,0,400,26,6,0.06627528104524594,3,0.05630300068450378,165.0,6,0,0,330,365,233,52,302,297
Dreyfus,0,400,26,6,0.06627528104524594,3,0.0786646413144998,139.0,5,1,0,330,365,233,52,302,297
Gravitation 2,0,400,26,6,0.06627528104524594,3,0.06614145937466209,176.0,7,2,0,330,365,233,52,302,297
Gravitation 3,0,400,26,6,0.06627528104524594,3,0.06987504450853499,183.0,7,2,0,330,365,233,52,302,297
Spiders,0,400,26,6,0.06627528104524594,4,0.053400373121660794,151.0,3,1,0,124,256,356,6,68,33
Dreyfus,0,400,26,6,0.06627528104524594,4,0.06420597957857632,137.0,3,0,0,124,256,356,6,68,33
Gravitation 2,0,400,26,6,0.06627528104524594,4,0.06465520984738005,156.0,3,0,0,124,256,356,6,68,33
Gravitation 3,0,400,26,6,0.06627528104524594,4,0.06158718027871224,174.0,3,0,0,124,256,356,6,68,33
Spiders,0,400,26,6,0.06627528104524594,5,0.058226243100683694,151.0,2,0,0,183,379,389,330,252,92
Dreyfus,0,400,26,6,0.06627528104524594,5,0.060133695349242844,159.0,3,0,0,183,379,389,330,252,92
Gravitation 2,0,400,26,6,0.06627528104524594,5,0.07032388002314827,172.0,4,0,0,183,379,389,330,252,92
Gravitation 3,0,400,26,6,0.06627528104524594,5,0.06410176447228078,169.0,4,1,0,183,379,389,330,252,92
Spiders,0,400,26,6,0.06627528104524594,6,0.059436954202987335,211.0,4,1,0,303,89,319,217,36,64
Dreyfus,0,400,26,6,0.06627528104524594,6,0.0628768422191186,178.0,5,1,0,303,89,319,217,36,64
Gravitation 2,0,400,26,6,0.06627528104524594,6,0.06684609560472765,202.0,7,1,0,303,89,319,217,36,64
Gravitation 3,0,400,26,6,0.06627528104524594,6,0.06838879498125294,210.0,8,2,0,303,89,319,217,36,64
Spiders,0,400,26,6,0.06627528104524594,7,0.054114483452298856,129.0,4,0,0,90,130,231,259,306,253
Dreyfus,0,400,26,6,0.06627528104524594,7,0.06012816879057592,129.0,4,0,0,90,130,231,259,306,253
Gravitation 2,0,400,26,6,0.06627528104524594,7,0.06322698918610348,152.0,5,1,0,90,130,231,259,306,253
Gravitation 3,0,400,26,6,0.06627528104524594,7,0.06599776884931519,152.0,5,1,0,90,130,231,259,306,253
Spiders,0,400,26,6,0.06627528104524594,8,0.055695079231113276,176.0,5,1,0,132,140,301,277,285,306
Dreyfus,0,400,26,6,0.06627528104524594,8,0.07796632115148228,144.0,6,1,0,132,140,301,277,285,306
Gravitation 2,0,400,26,6,0.06627528104524594,8,0.06442230487497724,144.0,6,1,0,132,140,301,277,285,306
Gravitation 3,0,400,26,6,0.06627528104524594,8,0.0632668593593455,179.0,7,1,0,132,140,301,277,285,306
Spiders,0,400,26,6,0.06627528104524594,9,0.05701908478609452,192.0,6,0,0,307,301,53,219,130,19
Dreyfus,0,400,26,6,0.06627528104524594,9,0.05951353651594715,180.0,6,0,0,307,301,53,219,130,19
Gravitation 2,0,400,26,6,0.06627528104524594,9,0.06480837447329924,193.0,6,1,0,307,301,53,219,130,19
Gravitation 3,0,400,26,6,0.06627528104524594,9,0.06396320575141079,201.0,6,1,0,307,301,53,219,130,19
Spiders,0,400,26,6,0.06627528104524594,10,0.0537292033623582,189.0,4,1,0,324,42,223,100,37,118
Dreyfus,0,400,26,6,0.06627528104524594,10,0.05935760861069417,178.0,3,0,0,324,42,223,100,37,118
Gravitation 2,0,400,26,6,0.06627528104524594,10,0.061721001949296195,212.0,5,0,0,324,42,223,100,37,118
Gravitation 3,0,400,26,6,0.06627528104524594,10,0.06525326244600782,213.0,5,0,0,324,42,223,100,37,118
Spiders,0,900,72,6,0.3593842150431348,1,0.1786479826876599,267.0,12,2,0,853,720,118,252,521,466
Dreyfus,0,900,72,6,0.3593842150431348,1,0.16849924720375897,238.0,10,1,0,853,720,118,252,521,466
Gravitation 2,0,900,72,6,0.3593842150431348,1,0.1749740054365545,289.0,13,2,0,853,720,118,252,521,466
Gravitation 3,0,900,72,6,0.3593842150431348,1,0.1818822037705341,321.0,15,3,0,853,720,118,252,521,466
Spiders,0,900,72,6,0.3593842150431348,2,0.14469004295715138,233.0,13,0,0,304,270,614,837,548,101
Dreyfus,0,900,72,6,0.3593842150431348,2,0.1700881328205739,240.0,13,0,0,304,270,614,837,548,101
Gravitation 2,0,900,72,6,0.3593842150431348,2,0.17814901339085143,265.0,14,2,0,304,270,614,837,548,101
Gravitation 3,0,900,72,6,0.3593842150431348,2,0.18905409790377625,277.0,14,3,0,304,270,614,837,548,101
Spiders,0,900,72,6,0.3593842150431348,3,0.18350503824773323,202.0,10,1,0,20,813,346,880,377,517
Dreyfus,0,900,72,6,0.3593842150431348,3,0.16892044992503674,201.0,10,2,0,20,813,346,880,377,517
Gravitation 2,0,900,72,6,0.3593842150431348,3,0.17887338733044356,206.0,10,2,0,20,813,346,880,377,517
Gravitation 3,0,900,72,6,0.3593842150431348,3,0.1860105430949206,201.0,9,2,0,20,813,346,880,377,517
Spiders,0,900,72,6,0.3593842150431348,4,0.1609768113493404,244.0,9,1,0,301,565,815,407,514,840
Dreyfus,0,900,72,6,0.3593842150431348,4,0.17639472576821102,252.0,12,3,0,301,565,815,407,514,840
Gravitation 2,0,900,72,6,0.3593842150431348,4,0.18191812640187077,263.0,12,0,0,301,565,815,407,514,840
Gravitation 3,0,900,72,6,0.3593842150431348,4,0.17854337282717392,278.0,13,1,0,301,565,815,407,514,840
Spiders,0,900,72,6,0.3593842150431348,5,0.15670872904151345,196.0,6,1,0,780,483,870,694,117,142
Dreyfus,0,900,72,6,0.3593842150431348,5,0.20163254543028586,205.0,7,1,0,780,483,870,694,117,142
Gravitation 2,0,900,72,6,0.3593842150431348,5,0.19066627401783176,270.0,12,1,0,780,483,870,694,117,142
Gravitation 3,0,900,72,6,0.3593842150431348,5,0.18689242395652617,196.0,6,1,0,780,483,870,694,117,142
Spiders,0,900,72,6,0.3593842150431348,6,0.15410650941764992,271.0,14,2,0,693,492,366,600,335,113
Dreyfus,0,900,72,6,0.3593842150431348,6,0.15892408955867232,181.0,5,2,0,693,492,366,600,335,113
Gravitation 2,0,900,72,6,0.3593842150431348,6,0.17419199738514823,292.0,15,1,0,693,492,366,600,335,113
Gravitation 3,0,900,72,6,0.3593842150431348,6,0.1786925899111882,312.0,15,0,0,693,492,366,600,335,113
Spiders,0,900,72,6,0.3593842150431348,7,0.14059052068867306,211.0,10,1,0,557,335,329,594,273,637
Dreyfus,0,900,72,6,0.3593842150431348,7,0.18288645843119955,209.0,9,1,0,557,335,329,594,273,637
Gravitation 2,0,900,72,6,0.3593842150431348,7,0.16269241306131121,260.0,11,1,0,557,335,329,594,273,637
Gravitation 3,0,900,72,6,0.3593842150431348,7,0.16437446066708716,213.0,9,0,0,557,335,329,594,273,637
Spiders,0,900,72,6,0.3593842150431348,8,0.15987505240361877,267.0,17,2,0,486,651,724,495,6,492
Dreyfus,0,900,72,6,0.3593842150431348,8,0.17428042232382346,246.0,16,2,0,486,651,724,495,6,492
Gravitation 2,0,900,72,6,0.3593842150431348,8,0.17455675025718165,305.0,20,1,0,486,651,724,495,6,492
Gravitation 3,0,900,72,6,0.3593842150431348,8,0.16878741776283235,297.0,17,1,0,486,651,724,495,6,492
Spiders,0,900,72,6,0.3593842150431348,9,0.1723658644998345,271.0,16,3,0,493,882,44,97,857,691
Dreyfus,0,900,72,6,0.3593842150431348,9,0.17994711872863967,267.0,16,3,0,493,882,44,97,857,691
Gravitation 2,0,900,72,6,0.3593842150431348,9,0.21212353279736362,286.0,16,3,0,493,882,44,97,857,691
Gravitation 3,0,900,72,6,0.3593842150431348,9,0.1868553170626175,322.0,16,2,0,493,882,44,97,857,691
Spiders,0,900,72,6,0.3593842150431348,10,0.15370386014332738,220.0,6,0,0,408,299,137,81,638,247
Dreyfus,0,900,72,6,0.3593842150431348,10,0.16735919710155756,203.0,8,3,0,408,299,137,81,638,247
Gravitation 2,0,900,72,6,0.3593842150431348,10,0.16651165985452465,205.0,9,1,0,408,299,137,81,638,247
Gravitation 3,0,900,72,6,0.3593842150431348,10,0.15759337318245414,222.0,9,3,0,408,299,137,81,638,247
Spiders,0,1600,128,6,1.314189202525478,1,0.3171443323956602,311.0,7,3,0,725,832,534,1375,80,1071
Dreyfus,0,1600,128,6,1.314189202525478,1,0.3982489493617223,303.0,10,2,0,725,832,534,1375,80,1071
Gravitation 2,0,1600,128,6,1.314189202525478,1,0.3674450956134123,359.0,17,2,0,725,832,534,1375,80,1071
Gravitation 3,0,1600,128,6,1.314189202525478,1,0.375472816831687,397.0,19,2,0,725,832,534,1375,80,1071
Spiders,0,1600,128,6,1.314189202525478,2,0.30499577218262,249.0,5,1,0,945,809,982,125,990,110
Dreyfus,0,1600,128,6,1.314189202525478,2,0.38033776747557013,338.0,8,1,0,945,809,982,125,990,110
Gravitation 2,0,1600,128,6,1.314189202525478,2,0.33939188906459883,302.0,9,1,0,945,809,982,125,990,110
Gravitation 3,0,1600,128,6,1.314189202525478,2,0.3298558120843733,318.0,8,0,0,945,809,982,125,990,110
Spiders,0,1600,128,6,1.314189202525478,3,0.30038938553352246,288.0,11,1,0,618,1209,334,477,1255,1309
Dreyfus,0,1600,128,6,1.314189202525478,3,0.38091095056019597,282.0,11,1,0,618,1209,334,477,1255,1309
Gravitation 2,0,1600,128,6,1.314189202525478,3,0.3366159775969102,315.0,16,3,0,618,1209,334,477,1255,1309
Gravitation 3,0,1600,128,6,1.314189202525478,3,0.33702494293828167,318.0,16,3,0,618,1209,334,477,1255,1309
Spiders,0,1600,128,6,1.314189202525478,4,0.3061721396703483,287.0,8,1,0,529,52,862,989,713,1536
Dreyfus,0,1600,128,6,1.314189202525478,4,0.3331034548097236,287.0,8,1,0,529,52,862,989,713,1536
Gravitation 2,0,1600,128,6,1.314189202525478,4,0.4154298359954254,365.0,14,1,0,529,52,862,989,713,1536
Gravitation 3,0,1600,128,6,1.314189202525478,4,0.3432971922713435,367.0,13,0,0,529,52,862,989,713,1536
Spiders,0,1600,128,6,1.314189202525478,5,0.3133685085634035,300.0,13,0,0,500,604,468,1307,1046,301
Dreyfus,0,1600,128,6,1.314189202525478,5,0.34324271619305335,260.0,8,1,0,500,604,468,1307,1046,301
Gravitation 2,0,1600,128,6,1.314189202525478,5,0.4043644812811529,346.0,17,2,0,500,604,468,1307,1046,301
Gravitation 3,0,1600,128,6,1.314189202525478,5,0.34093893073722015,357.0,18,2,0,500,604,468,1307,1046,301
Spiders,0,1600,128,6,1.314189202525478,6,0.3152443804767202,363.0,13,1,0,1353,230,1067,1025,179,761
Dreyfus,0,1600,128,6,1.314189202525478,6,0.3304234686103307,285.0,8,2,0,1353,230,1067,1025,179,761
