0,10,1,0.01420246626628065,79.0,2,0,0,0.02587613718813432,77,2,0,0
0,10,2,0.014426686646492097,83.0,1,0,0,0.02760555529677225,90,1,0,0
0,10,3,0.01448432075830701,116.0,3,2,0,0.02705171516748235,72,1,0,0
0,10,4,0.012429230442495762,78.0,2,0,0,0.026551956362292767,71,0,0,0
0,10,5,0.013206896197806572,117.0,5,2,0,0.026111015931489623,85,2,0,0
0,20,1,0.2881066088957067,122.0,8,2,0,0.3631237214898655,105,4,0,0
0,20,2,0.31742381836254385,146.0,7,2,0,0.3889015648845622,108,5,2,0
0,20,3,0.3382415753534431,162.0,8,2,0,0.40714907734103045,140,3,0,0
0,20,4,0.29439464839638996,146.0,10,0,0,0.4002736436048635,121,5,0,0
0,20,5,0.34832833442943434,191.0,8,1,0,0.3781800410702263,185,11,2,0
1,10,1,0.024764114633458956,51.0,4,0,0,0.035300103978253894,55,4,0,0
1,10,2,0.02027378571637195,95.0,10,2,0,0.036223039275673496,81,6,2,0
1,10,3,0.019301506145138703,45.0,4,0,1,0.037987195753076186,41,1,0,0
1,10,4,0.01938835206705125,67.0,5,2,1,0.03771402585324157,56,3,1,0
1,10,5,0.02015733323017077,84.0,7,1,0,0.03768678781409607,68,3,2,0
1,20,1,0.32053053384188246,143.0,12,1,0,0.3887993235492191,130,10,1,0
1,20,2,0.29141228048706314,130.0,10,1,0,0.4125481304046783,121,5,1,0
1,20,3,0.2920663881807437,125.0,10,1,0,0.38333079374804147,117,8,0,0
1,20,4,0.3103652186819792,117.0,7,0,0,0.36705152568547117,121,5,1,0
1,20,5,0.28402208728646805,112.0,7,2,0,0.41073857719536555,103,7,2,0
2,10,1,0.026422871741994314,89.0,4,0,0,0.040863769539345896,77,2,0,0
2,10,2,0.020498400850773812,59.0,2,0,0,0.03997636211907185,54,2,0,0
2,10,3,0.020575377917923632,67.0,3,1,0,0.03723045196986252,66,2,0,0
2,10,4,0.020048775827779863,121.0,7,1,0,0.037159001461379404,117,7,2,0
2,10,5,0.020369710984666334,56.0,3,1,0,0.036217907471196575,53,2,1,0
2,20,1,0.2802731067391644,163.0,7,1,0,0.3921606554814385,157,7,1,1
2,20,2,0.2787414604799743,114.0,5,0,0,0.3524270671895309,100,2,0,0
2,20,3,0.28326810678258774,153.0,10,1,0,0.3877638833075032,136,8,2,0
2,20,4,0.2882285879405746,97.0,7,2,1,0.3728788870458253,95,5,1,0
2,20,5,0.30160285991516034,80.0,4,1,1,0.3701270555837599,76,3,1,0
3,10,1,0.01950717307839689,83.0,3,0,0,0.028615731270296152,70,0,0,0
3,10,2,0.012709111163569986,46.0,3,0,0,0.02680341478164827,40,3,0,0
3,10,3,0.014553797495835852,95.0,3,1,0,0.028642574555250988,86,2,1,0
3,10,4,0.01385942487472569,60.0,2,1,1,0.026151280858922377,51,1,1,0
3,10,5,0.014013379009025329,71.0,3,1,0,0.027583054307912747,68,5,0,0
3,20,1,0.2999547611697668,110.0,6,1,0,0.3686021201458054,105,5,1,0
3,20,2,0.2831141526482881,187.0,9,1,0,0.39809854801513644,160,6,1,0
3,20,3,0.27333293331575526,98.0,7,1,1,0.36561146239847986,93,7,1,0
3,20,4,0.3062384583743558,107.0,6,0,1,0.36801235738517946,79,4,0,0
3,20,5,0.2730842381757306,127.0,7,1,0,0.39377362110387537,110,5,1,0
4,10,1,0.017489584410682824,74.0,4,0,0,0.02631470909379452,73,3,0,0
4,10,2,0.014521032898025865,59.0,2,0,0,0.028829293287364166,62,1,0,0
4,10,3,0.014252994802665953,51.0,2,0,0,0.03006645292043153,46,2,0,0
4,10,4,0.01795736812644222,69.0,7,1,0,0.035528666654560226,63,6,0,0
4,10,5,0.016434406459442386,83.0,6,0,2,0.03093214886022544,65,3,0,0
4,20,1,0.2932159123835181,99.0,3,0,0,0.3689727943306984,99,4,1,0
4,20,2,0.3076651000188697,137.0,11,2,1,0.36376874983716334,118,8,1,0
4,20,3,0.28744184283888075,164.0,13,1,1,0.3897581814779727,155,4,0,0
4,20,4,0.27612581921363244,145.0,12,0,0,0.3646924746429647,119,9,1,0
4,20,5,0.30666755617944474,96.0,8,1,0,0.36262317317629567,90,6,1,0
