eVST-RS,0,10000,303,2,160,4,1,0.006190559653134642,50.77959835072819,1.0,1.0,2,0.25
Hot-spots(k),0,10000,303,2,160,4,1,0.0049956340014034595,50.77959835072819,1.0,1.0,2,0.25
eVST-RS,0,10000,303,2,160,4,2,0.0019271975657773055,22.995780700548625,0.9999999999999999,1.0,2,0.25
Hot-spots(k),0,10000,303,2,160,4,2,0.0034714820552039782,22.99578070054862,1.0,1.0,2,0.25
eVST-RS,0,10000,302,2,160,4,3,0.008844502552449285,55.26083290092876,0.9999999999999999,1.0,2,0.25
Hot-spots(k),0,10000,302,2,160,4,3,0.005983312885007308,55.260832900928754,1.0,1.0,2,0.25
eVST-RS,0,10000,305,2,160,4,4,0.004498241757858068,42.250360078986645,0.9999999999999998,1.0,2,0.25
Hot-spots(k),0,10000,305,2,160,4,4,0.004472977389980315,42.25036007898664,1.0,1.0,2,0.25
eVST-RS,0,10000,300,2,160,4,5,0.0016650797485908697,17.24145014435851,1.0,1.0,2,0.25
Hot-spots(k),0,10000,300,2,160,4,5,0.0035093786070774513,17.24145014435851,1.0,1.0,2,0.25
eVST-RS,0,10000,306,4,160,4,1,0.01068880141099271,64.72897030091845,1.0000000000000002,1.0,4,0.25
Hot-spots(k),0,10000,306,4,160,4,1,0.012565470240986087,64.72897030091845,1.0000000000000002,1.0,4,0.25
eVST-RS,0,10000,301,4,160,4,2,0.009397950112315812,81.6265990110513,0.9999999999999998,1.0,4,0.25
Hot-spots(k),0,10000,301,4,160,4,2,0.00804630642835491,81.6265990110513,0.9999999999999998,1.0,4,0.25
eVST-RS,0,10000,305,4,160,4,3,0.008673573313217275,50.96782629985704,1.0,1.0,4,0.25
Hot-spots(k),0,10000,305,4,160,4,3,0.008966876834620052,50.96782629985704,1.0,1.0,4,0.25
eVST-RS,0,10000,303,4,160,4,4,0.012426516217374228,79.82610041318696,1.0,1.0,4,0.25
Hot-spots(k),0,10000,303,4,160,4,4,0.015710489291905105,79.82610041318696,1.0,1.0,4,0.25
eVST-RS,0,10000,306,4,160,4,5,0.01540415883073365,97.7274640480801,1.0144406876229564,1.3295228108243644,3,0.3333333333333333
Hot-spots(k),0,10000,306,4,160,4,5,0.011517788483615732,97.72746404808008,1.0144406876229566,1.3295228108243644,3,0.3333333333333333
eVST-RS,0,10000,303,8,160,4,1,0.0238203513957842,134.18468401366263,1.0,1.0,8,0.25
Hot-spots(k),0,10000,303,8,160,4,1,0.01519217499367187,134.18468401366263,1.0,1.0,8,0.25
eVST-RS,0,10000,300,8,160,4,2,0.011364228497313889,109.12555705796613,1.0,1.0,8,0.25
Hot-spots(k),0,10000,300,8,160,4,2,0.013333664928154576,109.12555705796612,1.0000000000000002,1.0,8,0.25
eVST-RS,0,10000,300,8,160,4,3,0.02545819299757568,201.22312165560862,0.9999999999999997,1.0,8,0.25
Hot-spots(k),0,10000,300,8,160,4,3,0.017519654888701552,201.2231216556086,0.9999999999999999,1.0,8,0.25
eVST-RS,0,10000,301,8,160,4,4,0.014260551426446,134.5495922752266,1.0,1.0,8,0.25
Hot-spots(k),0,10000,301,8,160,4,4,0.014241997906196957,134.5495922752266,1.0,1.0,8,0.25
eVST-RS,0,10000,299,8,160,4,5,0.01524033519490331,148.37318724019502,0.9999999999999998,1.0,8,0.25
Hot-spots(k),0,10000,299,8,160,4,5,0.023409015905599517,150.07647967431478,0.9886505038110159,1.0889210222106769,7,0.2857142857142857
eVST-RS,0,10000,298,16,160,4,1,0.06675398663833221,372.4834447798754,1.0000000000000002,1.0,16,0.25
Hot-spots(k),0,10000,298,16,160,4,1,0.05837924342699807,368.204965537022,1.0116198303752186,1.1333986763905475,13,0.3076923076923077
eVST-RS,0,10000,302,16,160,4,2,0.0606104029193375,318.14195166786584,1.0000000000000002,1.0,16,0.25
Hot-spots(k),0,10000,302,16,160,4,2,0.07526097302570633,318.1419516678659,1.0,1.0,16,0.25
eVST-RS,0,10000,303,16,160,4,3,0.06949674958104879,387.6917588187268,0.9999999999999999,1.0,16,0.25
Hot-spots(k),0,10000,303,16,160,4,3,0.05264383715211807,374.1611623733798,1.0361624823899938,1.1492959023105218,13,0.3076923076923077
eVST-RS,0,10000,301,16,160,4,4,0.07059140727255908,384.0048549882536,0.9999999999999999,1.0,16,0.25
Hot-spots(k),0,10000,301,16,160,4,4,0.03765180332334239,384.0048549882536,0.9999999999999999,1.0,16,0.25
eVST-RS,0,10000,301,16,160,4,5,0.03583395309988191,299.6358757047122,1.0,1.0,16,0.25
Hot-spots(k),0,10000,301,16,160,4,5,0.035684340670968595,299.6358757047122,1.0,1.0,16,0.25
eVST-RS,0,10000,300,32,160,4,1,0.09854050904550604,628.405686033816,1.013907033019269,1.0214628028696857,29,0.27586206896551724
Hot-spots(k),0,10000,300,32,160,4,1,0.09573221664822995,623.5631783454908,1.0217808985282462,1.033030271322724,28,0.2857142857142857
eVST-RS,0,10000,302,32,160,4,2,0.08092532326554647,669.9015624428815,1.0000000000000002,1.0,32,0.25
Hot-spots(k),0,10000,302,32,160,4,2,0.11679322535974279,702.6035914089897,0.9534559325258671,1.124917287745972,30,0.26666666666666666
eVST-RS,0,10000,306,32,160,4,3,0.12050432415435353,788.0071820093146,1.01953049697481,1.0,31,0.25806451612903225
Hot-spots(k),0,10000,306,32,160,4,3,0.0951057392749135,787.1010274856799,1.0207042372439195,1.1610916840554923,27,0.2962962962962963
eVST-RS,0,10000,301,32,160,4,4,0.12206637265262543,769.6743016516529,1.0334436883771878,1.004621594628691,31,0.25806451612903225
