VST-NCA,N/A,zipfian,900,10,20,False,0,32,16,0.2,3,3437.234929234426,0.1418345565046091,0.8181818181818182,0,16.40427885915563,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,0,32,16,0.2,3,3170.5459408095053,0.13046162657017316,0.5,0,16.390846806866328,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,0,32,16,0.2,3,3447.700263526882,0.1411600383176134,0.5454545454545454,20,114.35300562375782,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,0,32,16,0.2,3,3174.324988520198,0.12972877817985726,0.4166666666666667,20,115.9424410259779,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,0,32,16,0.2,3,3452.0603215687393,0.14001095992535442,0.45454545454545453,50(*),1078.3541181620333,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,0,32,16,0.2,3,3142.493240846623,0.12806556757962043,0.4,50(*),924.1938705709508,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,1,32,16,0.2,3,3330.3717868502363,0.1374834383235558,0.7,0,16.252739137998105,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,1,32,16,0.2,3,3185.147452080445,0.13168560578904143,0.6,0,14.820326094821212,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,1,32,16,0.2,3,3306.059801036273,0.1357477136252366,0.5,20,107.53284733337205,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,1,32,16,0.2,3,3181.117921912891,0.1302956878378579,0.4,20,96.81474390323365,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,1,32,16,0.2,3,3311.877587874604,0.13505024610554747,0.47058823529411764,50(*),895.5894523366123,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,1,32,16,0.2,3,3186.482339572909,0.13042882903150405,0.6,50(*),723.2658992136794,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,2,32,16,0.2,3,3312.471327214265,0.1371597069822227,0.5454545454545454,0,18.818355547322426,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,2,32,16,0.2,3,3206.2571414792446,0.13240042212718958,0.8,0,20.816870452409603,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,2,32,16,0.2,3,3327.443880507184,0.13568513732006657,0.5,20,113.07553354882748,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,2,32,16,0.2,3,3180.280937826026,0.13008268315357116,0.4166666666666667,20,147.10574912364518,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,2,32,16,0.2,3,3314.238964079783,0.134826076607264,0.5,50(*),990.9609954754378,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,2,32,16,0.2,3,3166.6959932490704,0.12898573686839737,0.4166666666666667,50(*),1063.7298712934844,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,3,32,16,0.2,3,3469.169928310888,0.1431162371123146,0.8,0,18.278070423467398,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,3,32,16,0.2,3,3286.5615277339857,0.13574240383404285,0.7,0,19.805532106838655,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,3,32,16,0.2,3,3457.243483550127,0.14148998242958502,0.5,20,134.52541005605235,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,3,32,16,0.2,3,3270.682420072182,0.13459331894396573,0.4,20,122.87977864183085,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,3,32,16,0.2,3,3459.6127617451707,0.14088528273372744,0.5,50(*),1035.1763650275025,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,3,32,16,0.2,3,3261.6727691361116,0.1330530883967825,0.6,50(*),1020.5531398673065,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,4,32,16,0.2,3,3431.1950984073214,0.141730322910664,0.6428571428571429,0,19.314517854751102,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,4,32,16,0.2,3,3358.3834708206678,0.1381718549136086,0.6666666666666666,0,17.48176396843519,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,4,32,16,0.2,3,3428.673259102407,0.13997826769972402,0.5,20,117.69830148042638,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,4,32,16,0.2,3,3354.6846717311255,0.1371881556340303,0.4166666666666667,20,115.99366345819726,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,4,32,16,0.2,3,3433.2467696321173,0.1397947101512816,0.5,50(*),1025.3511012743384,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,4,32,16,0.2,3,3360.0994832554984,0.13660287976517896,0.46153846153846156,50(*),889.9372272857199,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,5,32,16,0.2,3,3393.6514506748445,0.1396709533374161,0.7,0,16.882061705848173,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,5,32,16,0.2,3,3312.049746277123,0.1368161108584278,0.6,0,20.898134497050705,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,5,32,16,0.2,3,3366.4192766433807,0.13740431264138242,0.5,20,119.84436318216831,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,5,32,16,0.2,3,3288.8357332322753,0.13436267825593462,0.5,20,114.53633222609824,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,5,32,16,0.2,3,3379.8206111277486,0.1370875349034053,0.5454545454545454,50(*),928.0217514575124,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,5,32,16,0.2,3,3305.0345088490603,0.134516773663313,0.45454545454545453,50(*),1074.9244926225056,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,6,32,16,0.2,3,3342.883987298439,0.13714166848161274,0.8,0,19.765895364955213,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,6,32,16,0.2,3,3347.4779858235356,0.13831883232184908,0.6,0,20.417261380296623,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,6,32,16,0.2,3,3362.9540118044047,0.13762488312617832,0.47058823529411764,20,139.1895122740989,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,6,32,16,0.2,3,3336.781499301083,0.1363440293904967,0.45454545454545453,20,107.98968336278085,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,6,32,16,0.2,3,3385.529718699478,0.13795078670138824,0.4,50(*),1072.2587944662519,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,6,32,16,0.2,3,3369.0285824417006,0.13686442310768476,0.4166666666666667,50(*),1019.678956246149,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,7,32,16,0.2,3,3377.1648984087733,0.1399530473747148,0.7,0,19.93631334168458,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,7,32,16,0.2,3,3336.8145204620705,0.13852724101950176,0.7,0,21.835744089510627,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,7,32,16,0.2,3,3388.552708664904,0.13857627255646993,0.5,20,130.96147169108372,1.0,4.0
