['VST-NCA', 'N/A', 'zipfian', 900, '(16, 64)', False, 4, 32, 4, 0.25, 1, 1473.4225970245584, 0.06110213312886254, 0.5, 0, 4.729763016006473, 0.22, 4.0]
['VST-NCA', 'N/A', 'uniform', 900, '(16, 64)', False, 4, 32, 4, 0.25, 1, 1485.347591845734, 0.061886264355037655, 0.36363636363636365, 0, 4.886902376307262, 0.22, 4.0]
['VST-CA', 'pure', 'zipfian', 900, '(16, 64)', False, 4, 32, 4, 0.25, 1, 1472.2019442109927, 0.06044102282879372, 0.3, '50(*)', 154.7311244385346, 0.22, 4.0]
['VST-CA', 'pure', 'uniform', 900, '(16, 64)', False, 4, 32, 4, 0.25, 1, 1483.1572451923653, 0.060988308239629294, 0.3333333333333333, '50(*)', 161.64242055075738, 0.22, 4.0]
(nq, nu, np): (32, 8, 2)
	sample: 0
['VST-NCA', 'N/A', 'zipfian', 900, '(16, 64)', False, 0, 32, 8, 0.25, 2, 2315.932915651265, 0.09584088761206601, 0.6, 0, 17.65972236833113, 0.22, 4.0]
['VST-NCA', 'N/A', 'uniform', 900, '(16, 64)', False, 0, 32, 8, 0.25, 2, 2115.504044268941, 0.08853488326318507, 0.6, 0, 14.664292088506045, 0.22, 4.0]
['VST-CA', 'pure', 'zipfian', 900, '(16, 64)', False, 0, 32, 8, 0.25, 2, 2319.576238665568, 0.09453680187626548, 0.36363636363636365, '50(*)', 800.1993455113843, 0.22, 4.0]
['VST-CA', 'pure', 'uniform', 900, '(16, 64)', False, 0, 32, 8, 0.25, 2, 2116.458219266384, 0.08606364351647026, 0.3333333333333333, '50(*)', 517.3367198697379, 0.22, 4.0]
	sample: 1
['VST-NCA', 'N/A', 'zipfian', 900, '(16, 64)', False, 1, 32, 8, 0.25, 2, 2349.8156865682186, 0.0984370621194047, 0.7, 0, 18.14067348592289, 0.22, 4.0]
['VST-NCA', 'N/A', 'uniform', 900, '(16, 64)', False, 1, 32, 8, 0.25, 2, 2135.9233730597716, 0.08899435262445056, 0.5, 0, 9.13657587608759, 0.22, 4.0]
['VST-CA', 'pure', 'zipfian', 900, '(16, 64)', False, 1, 32, 8, 0.25, 2, 2353.801431498446, 0.09617923476049117, 0.5384615384615384, '50(*)', 793.4730786777, 0.22, 4.0]
['VST-CA', 'pure', 'uniform', 900, '(16, 64)', False, 1, 32, 8, 0.25, 2, 2124.3196813163745, 0.08695621827087374, 0.3, '50(*)', 383.41747177729485, 0.22, 4.0]
	sample: 2
['VST-NCA', 'N/A', 'zipfian', 900, '(16, 64)', False, 2, 32, 8, 0.25, 2, 2223.870492492046, 0.09196353863309716, 0.6363636363636364, 0, 13.870192236143339, 0.22, 4.0]
['VST-NCA', 'N/A', 'uniform', 900, '(16, 64)', False, 2, 32, 8, 0.25, 2, 2102.941680022455, 0.0868252806250568, 0.45454545454545453, 0, 12.343518771773233, 0.22, 4.0]
['VST-CA', 'pure', 'zipfian', 900, '(16, 64)', False, 2, 32, 8, 0.25, 2, 2226.5649126419034, 0.09072131274644137, 0.4, '50(*)', 544.7981184350356, 0.22, 4.0]
['VST-CA', 'pure', 'uniform', 900, '(16, 64)', False, 2, 32, 8, 0.25, 2, 2112.3911514438505, 0.08708420145860142, 0.35714285714285715, '50(*)', 399.14045641780103, 0.22, 4.0]
	sample: 3
['VST-NCA', 'N/A', 'zipfian', 900, '(16, 64)', False, 3, 32, 8, 0.25, 2, 2191.670738498912, 0.09050026530403156, 0.6, 0, 17.40376159043808, 0.22, 4.0]
['VST-NCA', 'N/A', 'uniform', 900, '(16, 64)', False, 3, 32, 8, 0.25, 2, 2098.799152787975, 0.08715791925524266, 0.45454545454545453, 0, 10.266530917837372, 0.22, 4.0]
['VST-CA', 'pure', 'zipfian', 900, '(16, 64)', False, 3, 32, 8, 0.25, 2, 2188.4872877368866, 0.08956356794378598, 0.4, '50(*)', 793.3922215716484, 0.22, 4.0]
['VST-CA', 'pure', 'uniform', 900, '(16, 64)', False, 3, 32, 8, 0.25, 2, 2095.3354412775766, 0.08550033840695231, 0.4, '50(*)', 429.32934879049935, 0.22, 4.0]
	sample: 4
['VST-NCA', 'N/A', 'zipfian', 900, '(16, 64)', False, 4, 32, 8, 0.25, 2, 2222.263586954329, 0.09232618284362476, 0.5, 0, 18.79896566782918, 0.22, 4.0]
['VST-NCA', 'N/A', 'uniform', 900, '(16, 64)', False, 4, 32, 8, 0.25, 2, 2060.3889826175946, 0.08576009208695783, 0.5, 0, 10.945208003089647, 0.22, 4.0]
['VST-CA', 'pure', 'zipfian', 900, '(16, 64)', False, 4, 32, 8, 0.25, 2, 2220.4718375275334, 0.09085501887252757, 0.3333333333333333, '50(*)', 861.1153329635163, 0.22, 4.0]
['VST-CA', 'pure', 'uniform', 900, '(16, 64)', False, 4, 32, 8, 0.25, 2, 2081.2884537806403, 0.08521281530696256, 0.4, '50(*)', 460.72316527402654, 0.22, 4.0]
(nq, nu, np): (32, 16, 4)
VST-NCA,N/A,zipfian,900,"(16, 64)",False,0,32,16,0.2,3,3414.4316844315836,0.1418345565046091,0.8181818181818182,0,18.547058367719558,0.22,4.0
VST-NCA,N/A,uniform,900,"(16, 64)",False,0,32,16,0.2,3,3159.2001069781027,0.13046162657017316,0.5,0,18.341294208386426,0.22,4.0
VST-CA,pure,zipfian,900,"(16, 64)",False,0,32,16,0.2,3,3401.1060845633,0.13894277917664632,0.5,50(*),1073.7970100020682,0.22,4.0
VST-CA,pure,uniform,900,"(16, 64)",False,0,32,16,0.2,3,3149.244080332997,0.1287229273895238,0.4,50(*),937.6419202164316,0.22,4.0
VST-NCA,N/A,zipfian,900,"(16, 64)",False,1,32,16,0.2,3,3309.0217931070674,0.1374834383235558,0.7,0,16.11645679138428,0.22,4.0
VST-NCA,N/A,uniform,900,"(16, 64)",False,1,32,16,0.2,3,3172.5524394577046,0.13168560578904143,0.6,0,14.582945937721433,0.22,4.0
VST-CA,pure,zipfian,900,"(16, 64)",False,1,32,16,0.2,3,3290.8092467915308,0.13496306597559746,0.45454545454545453,50(*),863.8092427914653,0.22,4.0
VST-CA,pure,uniform,900,"(16, 64)",False,1,32,16,0.2,3,3165.5642321071955,0.13021272294018446,0.46153846153846156,50(*),730.5563060855534,0.22,4.0
VST-NCA,N/A,zipfian,900,"(16, 64)",False,2,32,16,0.2,3,3299.6236919871517,0.1371597069822227,0.5454545454545454,0,18.873781814207177,0.22,4.0
VST-NCA,N/A,uniform,900,"(16, 64)",False,2,32,16,0.2,3,3184.9965711254517,0.13240042212718958,0.8,0,21.24869335766425,0.22,4.0
VST-CA,pure,zipfian,900,"(16, 64)",False,2,32,16,0.2,3,3319.807607828065,0.13510241358278444,0.45454545454545453,50(*),1004.1272645259878,0.22,4.0
VST-CA,pure,uniform,900,"(16, 64)",False,2,32,16,0.2,3,3162.388590473015,0.12933707413750462,0.4,50(*),1075.4519307003602,0.22,4.0
VST-NCA,N/A,zipfian,900,"(16, 64)",False,3,32,16,0.2,3,3440.957384228412,0.1431162371123146,0.8,0,18.358201403296334,0.22,4.0
VST-NCA,N/A,uniform,900,"(16, 64)",False,3,32,16,0.2,3,3265.843536101493,0.13574240383404285,0.7,0,19.870535542468133,0.22,4.0
VST-CA,pure,zipfian,900,"(16, 64)",False,3,32,16,0.2,3,3425.300654078975,0.14022205153056908,0.46153846153846156,50(*),964.6865418276939,0.22,4.0
VST-CA,pure,uniform,900,"(16, 64)",False,3,32,16,0.2,3,3246.6100308758746,0.13284847400759722,0.46153846153846156,50(*),1029.4467980399213,0.22,4.0
VST-NCA,N/A,zipfian,900,"(16, 64)",False,4,32,16,0.2,3,3410.762921649626,0.141730322910664,0.6428571428571429,0,19.37391292745815,0.22,4.0
VST-NCA,N/A,uniform,900,"(16, 64)",False,4,32,16,0.2,3,3337.8043635805625,0.1381718549136086,0.6666666666666666,0,17.639727982338627,0.22,4.0
VST-CA,pure,zipfian,900,"(16, 64)",False,4,32,16,0.2,3,3421.195738837521,0.14028204559991778,0.46153846153846156,50(*),1000.5248430104839,0.22,4.0
VST-CA,pure,uniform,900,"(16, 64)",False,4,32,16,0.2,3,3351.626010551808,0.13709057579333622,0.4,50(*),896.3236675583739,0.22,4.0
