0,10,1,0.013057679113792632,116.0,4,2,0,0.026337999591034656,87,3,0,0,18,45,87,65,70,53
0,10,2,0.0128820134990143,88.0,2,1,0,0.026587484239438942,75,2,1,0,48,94,59,80,26,35
0,10,3,0.013704286477853114,82.0,5,1,1,0.027233302095118386,75,1,1,0,58,49,73,44,13,70
0,10,4,0.012716611493189311,75.0,4,1,0,0.02591087555689947,75,4,1,0,38,39,8,13,7,80
0,10,5,0.014052064919695156,77.0,5,1,0,0.031684550347344215,75,5,1,0,22,79,89,8,99,6
1,10,1,0.02037879033104875,93.0,7,2,0,0.03646581310283897,91,5,2,0,57,35,41,81,2,85
1,10,2,0.01992166497843456,85.0,5,1,1,0.0357520975263913,67,1,1,0,93,36,46,80,27,72
1,10,3,0.024376071264184507,60.0,8,1,0,0.039643189582279026,61,8,1,0,28,2,99,13,41,36
1,10,4,0.019944165967293814,81.0,6,0,0,0.03590091985621474,71,5,0,0,40,18,97,38,63,46
1,10,5,0.01833475313257188,68.0,7,1,0,0.036812407282109494,64,5,0,0,89,2,98,28,78,75
2,10,1,0.022797844010513102,71.0,4,2,0,0.044308789359953415,63,3,1,0,28,80,73,46,62,54
