Dreyfus,0,100,8,6,0.006228826,6,0.011687093,95,2,0,0,65,44,19,48,50,32,0,0,0,0
Gravitation 2,0,100,8,6,0.006228826,6,0.013284663,80,2,1,0,65,44,19,48,50,32,0,0,0,0
Gravitation 3,0,100,8,6,0.006228826,6,0.011774333,80,2,1,0,65,44,19,48,50,32,0,0,0,0
Spiders,0,100,8,6,0.006228826,7,0.010298347,78,0,0,0,59,96,26,79,23,47,0,0,0,0
Dreyfus,0,100,8,6,0.006228826,7,0.013331244,120,1,0,0,59,96,26,79,23,47,0,0,0,0
Gravitation 2,0,100,8,6,0.006228826,7,0.012811747,99,1,0,0,59,96,26,79,23,47,0,0,0,0
Gravitation 3,0,100,8,6,0.006228826,7,0.012248828,99,1,0,0,59,96,26,79,23,47,0,0,0,0
Spiders,0,100,8,6,0.006228826,8,0.014216283,88,1,0,0,6,37,97,26,92,47,0,0,0,0
Dreyfus,0,100,8,6,0.006228826,8,0.012391334,114,1,0,0,6,37,97,26,92,47,0,0,0,0
Gravitation 2,0,100,8,6,0.006228826,8,0.014842758,91,2,1,0,6,37,97,26,92,47,0,0,0,0
Gravitation 3,0,100,8,6,0.006228826,8,0.016949166,91,2,1,0,6,37,97,26,92,47,0,0,0,0
Spiders,0,100,8,6,0.006228826,9,0.013682575,116,3,1,0,60,77,8,71,29,97,0,0,0,0
Dreyfus,0,100,8,6,0.006228826,9,0.015471206,103,3,1,0,60,77,8,71,29,97,0,0,0,0
Gravitation 2,0,100,8,6,0.006228826,9,0.013448486,102,3,1,0,60,77,8,71,29,97,0,0,0,0
Gravitation 3,0,100,8,6,0.006228826,9,0.013428748,116,4,1,0,60,77,8,71,29,97,0,0,0,0
Spiders,0,100,8,6,0.006228826,10,0.009986886,64,0,0,0,69,46,30,48,79,59,0,0,0,0
Dreyfus,0,100,8,6,0.006228826,10,0.008777754,53,0,0,0,69,46,30,48,79,59,0,0,0,0
Gravitation 2,0,100,8,6,0.006228826,10,0.011505111,64,0,0,0,69,46,30,48,79,59,0,0,0,0
Gravitation 3,0,100,8,6,0.006228826,10,0.011550113,64,0,0,0,69,46,30,48,79,59,0,0,0,0
Spiders,0,100,8,7,0.006228826,1,0.015700953,109,3,0,0,40,72,46,95,45,89,94,0,0,0
Dreyfus,0,100,8,7,0.006228826,1,0.016674812,109,3,0,0,40,72,46,95,45,89,94,0,0,0
Gravitation 2,0,100,8,7,0.006228826,1,0.015612133,108,3,0,0,40,72,46,95,45,89,94,0,0,0
Gravitation 3,0,100,8,7,0.006228826,1,0.016256372,110,3,0,0,40,72,46,95,45,89,94,0,0,0
Spiders,0,100,8,7,0.006228826,2,0.012521603,85,1,0,0,53,25,21,12,34,92,23,0,0,0
Dreyfus,0,100,8,7,0.006228826,2,0.016344008,59,1,0,0,53,25,21,12,34,92,23,0,0,0
Gravitation 2,0,100,8,7,0.006228826,2,0.015057899,77,1,0,0,53,25,21,12,34,92,23,0,0,0
Gravitation 3,0,100,8,7,0.006228826,2,0.014816704,77,1,0,0,53,25,21,12,34,92,23,0,0,0
Spiders,0,100,8,7,0.006228826,3,0.012070399,68,0,0,0,24,12,34,33,14,36,59,0,0,0
Dreyfus,0,100,8,7,0.006228826,3,0.014450372,49,0,0,0,24,12,34,33,14,36,59,0,0,0
Gravitation 2,0,100,8,7,0.006228826,3,0.024697796,68,0,0,0,24,12,34,33,14,36,59,0,0,0
Gravitation 3,0,100,8,7,0.006228826,3,0.020848548,68,0,0,0,24,12,34,33,14,36,59,0,0,0
Spiders,0,100,8,7,0.006228826,4,0.018917016,118,1,0,0,46,9,30,99,54,24,88,0,0,0
Dreyfus,0,100,8,7,0.006228826,4,0.014485505,137,1,0,0,46,9,30,99,54,24,88,0,0,0
Gravitation 2,0,100,8,7,0.006228826,4,0.014620511,134,1,0,0,46,9,30,99,54,24,88,0,0,0
Gravitation 3,0,100,8,7,0.006228826,4,0.016745868,133,2,0,0,46,9,30,99,54,24,88,0,0,0
Spiders,0,100,8,7,0.006228826,5,0.013961271,104,2,0,0,81,49,22,66,98,65,43,0,0,0
Dreyfus,0,100,8,7,0.006228826,5,0.017814072,104,2,0,0,81,49,22,66,98,65,43,0,0,0
Gravitation 2,0,100,8,7,0.006228826,5,0.014870785,104,2,0,0,81,49,22,66,98,65,43,0,0,0
Gravitation 3,0,100,8,7,0.006228826,5,0.015260407,100,2,0,0,81,49,22,66,98,65,43,0,0,0
Spiders,0,100,8,7,0.006228826,6,0.016704418,109,1,1,0,42,71,95,37,77,98,33,0,0,0
Dreyfus,0,100,8,7,0.006228826,6,0.016642047,108,2,2,0,42,71,95,37,77,98,33,0,0,0
Gravitation 2,0,100,8,7,0.006228826,6,0.015579369,108,3,2,0,42,71,95,37,77,98,33,0,0,0
Gravitation 3,0,100,8,7,0.006228826,6,0.017149306,114,3,2,0,42,71,95,37,77,98,33,0,0,0
Spiders,0,100,8,7,0.006228826,7,0.014174833,99,2,1,0,60,66,59,9,89,49,48,0,0,0
Dreyfus,0,100,8,7,0.006228826,7,0.019869557,99,2,1,0,60,66,59,9,89,49,48,0,0,0
Gravitation 2,0,100,8,7,0.006228826,7,0.015130533,98,2,1,0,60,66,59,9,89,49,48,0,0,0
Gravitation 3,0,100,8,7,0.006228826,7,0.01621216,108,2,1,0,60,66,59,9,89,49,48,0,0,0
Spiders,0,100,8,7,0.006228826,8,0.013076233,55,1,0,0,34,23,26,40,82,22,31,0,0,0
Dreyfus,0,100,8,7,0.006228826,8,0.017926972,55,1,0,0,34,23,26,40,82,22,31,0,0,0
Gravitation 2,0,100,8,7,0.006228826,8,0.020341289,72,1,0,0,34,23,26,40,82,22,31,0,0,0
Gravitation 3,0,100,8,7,0.006228826,8,0.014716436,70,1,0,0,34,23,26,40,82,22,31,0,0,0
Spiders,0,100,8,7,0.006228826,9,0.016551648,84,2,0,0,74,3,52,11,72,84,8,0,0,0
Dreyfus,0,100,8,7,0.006228826,9,0.014953683,84,2,0,0,74,3,52,11,72,84,8,0,0,0
Gravitation 2,0,100,8,7,0.006228826,9,0.015172377,84,2,0,0,74,3,52,11,72,84,8,0,0,0
Gravitation 3,0,100,8,7,0.006228826,9,0.016688233,84,2,0,0,74,3,52,11,72,84,8,0,0,0
Spiders,0,100,8,7,0.006228826,10,0.014824599,108,2,0,0,40,12,6,62,17,88,3,0,0,0
Dreyfus,0,100,8,7,0.006228826,10,0.018627661,103,2,0,0,40,12,6,62,17,88,3,0,0,0
Gravitation 2,0,100,8,7,0.006228826,10,0.015562,116,4,0,0,40,12,6,62,17,88,3,0,0,0
Gravitation 3,0,100,8,7,0.006228826,10,0.016679549,122,3,0,0,40,12,6,62,17,88,3,0,0,0
Spiders,0,100,8,8,0.006228826,1,0.015966228,93,0,0,0,25,16,26,91,89,23,18,27,0,0
Dreyfus,0,100,8,8,0.006228826,1,0.026358922,161,0,0,0,25,16,26,91,89,23,18,27,0,0
Gravitation 2,0,100,8,8,0.006228826,1,0.01715128,102,2,0,0,25,16,26,91,89,23,18,27,0,0
Gravitation 3,0,100,8,8,0.006228826,1,0.016602177,102,2,0,0,25,16,26,91,89,23,18,27,0,0
Spiders,0,100,8,8,0.006228826,2,0.016987852,116,1,0,0,2,54,13,80,70,36,14,59,0,0
Dreyfus,0,100,8,8,0.006228826,2,0.022732315,105,1,1,0,2,54,13,80,70,36,14,59,0,0
Gravitation 2,0,100,8,8,0.006228826,2,0.019218213,126,1,1,0,2,54,13,80,70,36,14,59,0,0
Gravitation 3,0,100,8,8,0.006228826,2,0.01841173,116,1,1,0,2,54,13,80,70,36,14,59,0,0
Spiders,0,100,8,8,0.006228826,3,0.017018643,79,1,0,0,80,36,64,26,1,31,16,11,0,0
Dreyfus,0,100,8,8,0.006228826,3,0.021928201,79,1,0,0,80,36,64,26,1,31,16,11,0,0
Gravitation 2,0,100,8,8,0.006228826,3,0.017205361,79,1,0,0,80,36,64,26,1,31,16,11,0,0
Gravitation 3,0,100,8,8,0.006228826,3,0.030370414,79,1,0,0,80,36,64,26,1,31,16,11,0,0
Spiders,0,100,8,8,0.006228826,4,0.0160586,113,2,0,0,8,4,43,34,31,74,86,46,0,0
Dreyfus,0,100,8,8,0.006228826,4,0.02570363,112,1,0,0,8,4,43,34,31,74,86,46,0,0
Gravitation 2,0,100,8,8,0.006228826,4,0.016370062,117,3,1,0,8,4,43,34,31,74,86,46,0,0
Gravitation 3,0,100,8,8,0.006228826,4,0.016824424,122,3,1,0,8,4,43,34,31,74,86,46,0,0
Spiders,0,100,8,8,0.006228826,5,0.014524191,63,0,0,0,34,46,42,23,62,80,72,24,0,0
Dreyfus,0,100,8,8,0.006228826,5,0.020814204,68,1,0,0,34,46,42,23,62,80,72,24,0,0
Gravitation 2,0,100,8,8,0.006228826,5,0.016682707,66,1,0,0,34,46,42,23,62,80,72,24,0,0
Gravitation 3,0,100,8,8,0.006228826,5,0.016049916,66,1,0,0,34,46,42,23,62,80,72,24,0,0
Spiders,0,100,8,8,0.006228826,6,0.016186501,124,1,0,0,40,91,12,34,9,35,16,88,0,0
Dreyfus,0,100,8,8,0.006228826,6,0.025660996,141,1,0,0,40,91,12,34,9,35,16,88,0,0
Gravitation 2,0,100,8,8,0.006228826,6,0.01731234,150,3,0,0,40,91,12,34,9,35,16,88,0,0
Gravitation 3,0,100,8,8,0.006228826,6,0.016700866,148,3,0,0,40,91,12,34,9,35,16,88,0,0
Spiders,0,100,8,8,0.006228826,7,0.016049521,100,1,0,0,48,41,43,99,81,63,37,82,0,0
Dreyfus,0,100,8,8,0.006228826,7,0.025026231,125,2,0,0,48,41,43,99,81,63,37,82,0,0
Gravitation 2,0,100,8,8,0.006228826,7,0.016959824,113,3,0,0,48,41,43,99,81,63,37,82,0,0
Gravitation 3,0,100,8,8,0.006228826,7,0.017510112,119,3,1,0,48,41,43,99,81,63,37,82,0,0
Spiders,0,100,8,8,0.006228826,8,0.015037371,85,0,0,0,36,62,91,14,55,25,42,67,0,0
Dreyfus,0,100,8,8,0.006228826,8,0.020980001,78,1,0,0,36,62,91,14,55,25,42,67,0,0
Gravitation 2,0,100,8,8,0.006228826,8,0.015702137,92,1,0,0,36,62,91,14,55,25,42,67,0,0
Gravitation 3,0,100,8,8,0.006228826,8,0.015886882,92,1,0,0,36,62,91,14,55,25,42,67,0,0
Spiders,0,100,8,8,0.006228826,9,0.016255188,91,1,0,0,16,56,24,31,53,91,42,76,0,0
Dreyfus,0,100,8,8,0.006228826,9,0.024716349,88,1,0,0,16,56,24,31,53,91,42,76,0,0
Gravitation 2,0,100,8,8,0.006228826,9,0.016473092,105,3,0,0,16,56,24,31,53,91,42,76,0,0
Gravitation 3,0,100,8,8,0.006228826,9,0.016472698,102,3,0,0,16,56,24,31,53,91,42,76,0,0
Spiders,0,100,8,8,0.006228826,10,0.014948946,70,1,0,0,54,53,1,82,30,4,15,34,0,0
Dreyfus,0,100,8,8,0.006228826,10,0.021660952,67,1,0,0,54,53,1,82,30,4,15,34,0,0
Gravitation 2,0,100,8,8,0.006228826,10,0.015522919,67,1,0,0,54,53,1,82,30,4,15,34,0,0
Gravitation 3,0,100,8,8,0.006228826,10,0.015275803,67,1,0,0,54,53,1,82,30,4,15,34,0,0
Spiders,0,100,8,9,0.006228826,1,0.016666522,73,0,0,0,42,15,82,64,37,53,21,32,63,0
Dreyfus,0,100,8,9,0.006228826,1,0.037182292,79,1,0,0,42,15,82,64,37,53,21,32,63,0
Gravitation 2,0,100,8,9,0.006228826,1,0.018458706,79,1,0,0,42,15,82,64,37,53,21,32,63,0
Gravitation 3,0,100,8,9,0.006228826,1,0.017849205,79,1,0,0,42,15,82,64,37,53,21,32,63,0
Spiders,0,100,8,9,0.006228826,2,0.017300102,114,1,0,0,17,10,29,96,18,19,98,52,88,0
Dreyfus,0,100,8,9,0.006228826,2,0.037927193,125,2,0,0,17,10,29,96,18,19,98,52,88,0
Gravitation 2,0,100,8,9,0.006228826,2,0.018311463,155,2,1,0,17,10,29,96,18,19,98,52,88,0
Gravitation 3,0,100,8,9,0.006228826,2,0.019504015,145,2,0,0,17,10,29,96,18,19,98,52,88,0
Spiders,0,100,8,9,0.006228826,3,0.017367605,109,1,0,0,20,47,16,56,71,36,70,62,92,0
Dreyfus,0,100,8,9,0.006228826,3,0.036764247,112,1,1,0,20,47,16,56,71,36,70,62,92,0
Gravitation 2,0,100,8,9,0.006228826,3,0.018012239,129,1,1,0,20,47,16,56,71,36,70,62,92,0
Gravitation 3,0,100,8,9,0.006228826,3,0.018731481,115,1,1,0,20,47,16,56,71,36,70,62,92,0
Spiders,0,100,8,9,0.006228826,4,0.018138166,131,2,0,0,20,9,17,72,95,65,78,66,54,0
Dreyfus,0,100,8,9,0.006228826,4,0.046407303,131,2,0,0,20,9,17,72,95,65,78,66,54,0
Gravitation 2,0,100,8,9,0.006228826,4,0.021662531,138,2,0,0,20,9,17,72,95,65,78,66,54,0
Gravitation 3,0,100,8,9,0.006228826,4,0.022004388,139,3,0,0,20,9,17,72,95,65,78,66,54,0
Spiders,0,100,8,9,0.006228826,5,0.025537438,153,3,1,0,18,54,80,34,32,99,48,45,49,0
Dreyfus,0,100,8,9,0.006228826,5,0.054584636,142,3,1,0,18,54,80,34,32,99,48,45,49,0
Gravitation 2,0,100,8,9,0.006228826,5,0.019574676,150,4,1,0,18,54,80,34,32,99,48,45,49,0
Gravitation 3,0,100,8,9,0.006228826,5,0.019240714,150,4,2,0,18,54,80,34,32,99,48,45,49,0
Spiders,0,100,8,9,0.006228826,6,0.018271592,131,2,0,0,97,95,52,43,46,86,70,1,3,0
Dreyfus,0,100,8,9,0.006228826,6,0.04530357,126,2,2,0,97,95,52,43,46,86,70,1,3,0
Gravitation 2,0,100,8,9,0.006228826,6,0.019109656,126,2,2,0,97,95,52,43,46,86,70,1,3,0
Gravitation 3,0,100,8,9,0.006228826,6,0.020340499,126,2,2,0,97,95,52,43,46,86,70,1,3,0
Spiders,0,100,8,9,0.006228826,7,0.018439758,98,3,0,0,2,29,40,94,3,67,19,48,84,0
Dreyfus,0,100,8,9,0.006228826,7,0.068269579,95,3,0,0,2,29,40,94,3,67,19,48,84,0
Gravitation 2,0,100,8,9,0.006228826,7,0.019353219,99,3,1,0,2,29,40,94,3,67,19,48,84,0
Gravitation 3,0,100,8,9,0.006228826,7,0.019002282,116,3,1,0,2,29,40,94,3,67,19,48,84,0
Spiders,0,100,8,9,0.006228826,8,0.020031012,104,1,0,0,29,81,86,33,53,19,96,9,8,0
Dreyfus,0,100,8,9,0.006228826,8,0.054084482,104,2,0,0,29,81,86,33,53,19,96,9,8,0
Gravitation 2,0,100,8,9,0.006228826,8,0.019466513,113,3,1,0,29,81,86,33,53,19,96,9,8,0
Gravitation 3,0,100,8,9,0.006228826,8,0.019142815,117,4,1,0,29,81,86,33,53,19,96,9,8,0
Spiders,0,100,8,9,0.006228826,9,0.017103515,98,1,1,0,98,87,79,94,64,77,65,17,88,0
Dreyfus,0,100,8,9,0.006228826,9,0.030546869,91,1,1,0,98,87,79,94,64,77,65,17,88,0
Gravitation 2,0,100,8,9,0.006228826,9,0.019035837,100,1,1,0,98,87,79,94,64,77,65,17,88,0
Gravitation 3,0,100,8,9,0.006228826,9,0.018384887,100,1,1,0,98,87,79,94,64,77,65,17,88,0
Spiders,0,100,8,9,0.006228826,10,0.017313919,105,1,0,0,71,53,38,74,69,66,16,80,33,0
Dreyfus,0,100,8,9,0.006228826,10,0.036934386,102,1,1,0,71,53,38,74,69,66,16,80,33,0
Gravitation 2,0,100,8,9,0.006228826,10,0.018985703,111,1,0,0,71,53,38,74,69,66,16,80,33,0
Gravitation 3,0,100,8,9,0.006228826,10,0.019470066,107,1,0,0,71,53,38,74,69,66,16,80,33,0
Spiders,0,100,8,10,0.006228826,1,0.021401993,91,1,0,0,80,81,32,30,17,54,13,11,76,92
Dreyfus,0,100,8,10,0.006228826,1,0.108157911,89,1,0,0,80,81,32,30,17,54,13,11,76,92
Gravitation 2,0,100,8,10,0.006228826,1,0.021366465,94,1,0,0,80,81,32,30,17,54,13,11,76,92
Gravitation 3,0,100,8,10,0.006228826,1,0.020942894,94,1,0,0,80,81,32,30,17,54,13,11,76,92
Spiders,0,100,8,10,0.006228826,2,0.020155359,123,2,0,0,99,50,21,92,55,67,96,77,53,88
Dreyfus,0,100,8,10,0.006228826,2,0.109216247,116,2,0,0,99,50,21,92,55,67,96,77,53,88
Gravitation 2,0,100,8,10,0.006228826,2,0.02070841,125,2,1,0,99,50,21,92,55,67,96,77,53,88
Gravitation 3,0,100,8,10,0.006228826,2,0.020402081,125,2,1,0,99,50,21,92,55,67,96,77,53,88
Spiders,0,100,8,10,0.006228826,3,0.021242512,143,4,2,0,84,86,9,43,53,14,5,21,87,58
Dreyfus,0,100,8,10,0.006228826,3,0.136857725,134,4,0,0,84,86,9,43,53,14,5,21,87,58
Gravitation 2,0,100,8,10,0.006228826,3,0.023642223,165,4,2,0,84,86,9,43,53,14,5,21,87,58
Gravitation 3,0,100,8,10,0.006228826,3,0.021468312,145,4,1,0,84,86,9,43,53,14,5,21,87,58
Spiders,0,100,8,10,0.006228826,4,0.021274093,129,1,0,0,28,67,76,42,24,10,88,66,63,71
Dreyfus,0,100,8,10,0.006228826,4,0.113064706,122,1,1,0,28,67,76,42,24,10,88,66,63,71
Gravitation 2,0,100,8,10,0.006228826,4,0.02118251,134,3,0,0,28,67,76,42,24,10,88,66,63,71
Gravitation 3,0,100,8,10,0.006228826,4,0.02192978,135,3,1,0,28,67,76,42,24,10,88,66,63,71
Spiders,0,100,8,10,0.006228826,5,0.019326376,111,1,0,0,3,0,51,26,16,72,59,35,11,57
Dreyfus,0,100,8,10,0.006228826,5,0.088772322,115,1,0,0,3,0,51,26,16,72,59,35,11,57
Gravitation 2,0,100,8,10,0.006228826,5,0.020489716,113,1,0,0,3,0,51,26,16,72,59,35,11,57
Gravitation 3,0,100,8,10,0.006228826,5,0.021415415,113,1,0,0,3,0,51,26,16,72,59,35,11,57
Spiders,0,100,8,10,0.006228826,6,0.021206985,139,2,1,0,37,81,31,43,32,19,99,95,12,2
Dreyfus,0,100,8,10,0.006228826,6,0.113130235,159,3,1,0,37,81,31,43,32,19,99,95,12,2
Gravitation 2,0,100,8,10,0.006228826,6,0.021874514,147,3,1,0,37,81,31,43,32,19,99,95,12,2
Gravitation 3,0,100,8,10,0.006228826,6,0.021855961,141,3,1,0,37,81,31,43,32,19,99,95,12,2
Spiders,0,100,8,10,0.006228826,7,0.036064743,125,2,0,0,24,48,38,18,72,47,28,74,96,93
Dreyfus,0,100,8,10,0.006228826,7,0.08572561,100,2,0,0,24,48,38,18,72,47,28,74,96,93
Gravitation 2,0,100,8,10,0.006228826,7,0.022228214,117,2,2,0,24,48,38,18,72,47,28,74,96,93
Gravitation 3,0,100,8,10,0.006228826,7,0.020308919,138,2,2,0,24,48,38,18,72,47,28,74,96,93
Spiders,0,100,8,10,0.006228826,8,0.023221415,164,4,0,0,84,96,25,0,89,42,6,30,98,72
Dreyfus,0,100,8,10,0.006228826,8,0.140002337,145,3,0,0,84,96,25,0,89,42,6,30,98,72
Gravitation 2,0,100,8,10,0.006228826,8,0.02350248,142,4,0,0,84,96,25,0,89,42,6,30,98,72
Gravitation 3,0,100,8,10,0.006228826,8,0.02231427,144,3,0,0,84,96,25,0,89,42,6,30,98,72
Spiders,0,100,8,10,0.006228826,9,0.023357211,141,3,0,0,49,99,42,80,69,86,50,34,29,55
Dreyfus,0,100,8,10,0.006228826,9,0.143283929,136,3,1,0,49,99,42,80,69,86,50,34,29,55
Gravitation 2,0,100,8,10,0.006228826,9,0.023234442,164,4,3,0,49,99,42,80,69,86,50,34,29,55
Gravitation 3,0,100,8,10,0.006228826,9,0.022847188,151,4,3,0,49,99,42,80,69,86,50,34,29,55
Spiders,0,100,8,10,0.006228826,10,0.022591388,134,2,1,0,21,76,8,3,69,84,70,23,17,95
Dreyfus,0,100,8,10,0.006228826,10,0.114911761,154,3,1,0,21,76,8,3,69,84,70,23,17,95
Gravitation 2,0,100,8,10,0.006228826,10,0.022786396,126,3,1,0,21,76,8,3,69,84,70,23,17,95
Gravitation 3,0,100,8,10,0.006228826,10,0.021805827,156,3,2,0,21,76,8,3,69,84,70,23,17,95
Spiders,0,400,26,6,0.068151153,1,0.056278921,183,1,1,0,45,314,389,57,84,311,0,0,0,0
Dreyfus,0,400,26,6,0.068151153,1,0.062007593,177,3,1,0,45,314,389,57,84,311,0,0,0,0
Gravitation 2,0,400,26,6,0.068151153,1,0.065147074,155,4,0,0,45,314,389,57,84,311,0,0,0,0
Gravitation 3,0,400,26,6,0.068151153,1,0.064668631,160,4,1,0,45,314,389,57,84,311,0,0,0,0
Spiders,0,400,26,6,0.068151153,2,0.054429497,119,3,0,0,326,247,168,204,257,355,0,0,0,0
Dreyfus,0,400,26,6,0.068151153,2,0.059008646,111,4,0,0,326,247,168,204,257,355,0,0,0,0
Gravitation 2,0,400,26,6,0.068151153,2,0.065721441,119,4,1,0,326,247,168,204,257,355,0,0,0,0
Gravitation 3,0,400,26,6,0.068151153,2,0.061100843,118,4,1,0,326,247,168,204,257,355,0,0,0,0
Spiders,0,400,26,6,0.068151153,3,0.075262255,165,6,0,0,330,365,233,52,302,297,0,0,0,0
Dreyfus,0,400,26,6,0.068151153,3,0.059223787,139,5,1,0,330,365,233,52,302,297,0,0,0,0
Gravitation 2,0,400,26,6,0.068151153,3,0.063353311,176,7,2,0,330,365,233,52,302,297,0,0,0,0
Gravitation 3,0,400,26,6,0.068151153,3,0.065150232,183,7,2,0,330,365,233,52,302,297,0,0,0,0
Spiders,0,400,26,6,0.068151153,4,0.05825585,151,3,1,0,124,256,356,6,68,33,0,0,0,0
Dreyfus,0,400,26,6,0.068151153,4,0.058425989,137,3,0,0,124,256,356,6,68,33,0,0,0,0
Gravitation 2,0,400,26,6,0.068151153,4,0.06011001,156,3,0,0,124,256,356,6,68,33,0,0,0,0
Gravitation 3,0,400,26,6,0.068151153,4,0.061548889,174,3,0,0,124,256,356,6,68,33,0,0,0,0
Spiders,0,400,26,6,0.068151153,5,0.053005224,151,2,0,0,183,379,389,330,252,92,0,0,0,0
Dreyfus,0,400,26,6,0.068151153,5,0.058386119,159,3,0,0,183,379,389,330,252,92,0,0,0,0
Gravitation 2,0,400,26,6,0.068151153,5,0.061809427,172,4,0,0,183,379,389,330,252,92,0,0,0,0
Gravitation 3,0,400,26,6,0.068151153,5,0.063753591,169,4,1,0,183,379,389,330,252,92,0,0,0,0
Spiders,0,400,26,6,0.068151153,6,0.055979697,211,4,1,0,303,89,319,217,36,64,0,0,0,0
Dreyfus,0,400,26,6,0.068151153,6,0.06432638,178,5,1,0,303,89,319,217,36,64,0,0,0,0
Gravitation 2,0,400,26,6,0.068151153,6,0.064214664,202,7,1,0,303,89,319,217,36,64,0,0,0,0
Gravitation 3,0,400,26,6,0.068151153,6,0.0669361,210,8,2,0,303,89,319,217,36,64,0,0,0,0
Spiders,0,400,26,6,0.068151153,7,0.055410461,129,4,0,0,90,130,231,259,306,253,0,0,0,0
Dreyfus,0,400,26,6,0.068151153,7,0.0569954,150,4,0,0,90,130,231,259,306,253,0,0,0,0
Gravitation 2,0,400,26,6,0.068151153,7,0.062435112,152,5,1,0,90,130,231,259,306,253,0,0,0,0
Gravitation 3,0,400,26,6,0.068151153,7,0.060705299,152,5,1,0,90,130,231,259,306,253,0,0,0,0
Spiders,0,400,26,6,0.068151153,8,0.076064395,176,5,1,0,132,140,301,277,285,306,0,0,0,0
Dreyfus,0,400,26,6,0.068151153,8,0.066010401,144,6,1,0,132,140,301,277,285,306,0,0,0,0
Gravitation 2,0,400,26,6,0.068151153,8,0.084165541,144,6,1,0,132,140,301,277,285,306,0,0,0,0
Gravitation 3,0,400,26,6,0.068151153,8,0.090308706,179,7,1,0,132,140,301,277,285,306,0,0,0,0
Spiders,0,400,26,6,0.068151153,9,0.076712187,192,6,0,0,307,301,53,219,130,19,0,0,0,0
Dreyfus,0,400,26,6,0.068151153,9,0.075062904,180,6,0,0,307,301,53,219,130,19,0,0,0,0
Gravitation 2,0,400,26,6,0.068151153,9,0.073144793,193,6,1,0,307,301,53,219,130,19,0,0,0,0
Gravitation 3,0,400,26,6,0.068151153,9,0.06864499,201,6,1,0,307,301,53,219,130,19,0,0,0,0
Spiders,0,400,26,6,0.068151153,10,0.054182776,189,4,1,0,324,42,223,100,37,118,0,0,0,0
Dreyfus,0,400,26,6,0.068151153,10,0.064506782,178,3,0,0,324,42,223,100,37,118,0,0,0,0
Gravitation 2,0,400,26,6,0.068151153,10,0.07143235,212,5,0,0,324,42,223,100,37,118,0,0,0,0
Gravitation 3,0,400,26,6,0.068151153,10,0.070809033,213,5,0,0,324,42,223,100,37,118,0,0,0,0
Spiders,0,400,26,7,0.068151153,1,0.067607182,176,6,0,0,79,169,292,203,178,337,19,0,0,0
Dreyfus,0,400,26,7,0.068151153,1,0.079062159,163,5,0,0,79,169,292,203,178,337,19,0,0,0
Gravitation 2,0,400,26,7,0.068151153,1,0.077182339,215,10,1,0,79,169,292,203,178,337,19,0,0,0
Gravitation 3,0,400,26,7,0.068151153,1,0.077842763,194,10,0,0,79,169,292,203,178,337,19,0,0,0
Spiders,0,400,26,7,0.068151153,2,0.069350416,220,7,1,0,39,392,215,70,52,361,340,0,0,0
