VST-NCA,N/A,uniform,400,"(16, 64)",False,0,4,8,0.25,2,154.00014984188186,0.005978804324520395,0.125,0,13.140673485924186,0.15,4.0
VST-CA,mixed,uniform,400,"(16, 64)",False,0,4,8,0.25,2,154.00006245428958,0.005885759550894251,0.08695652173913043,3,13.640784072639306,0.15,4.0
