Spiders,0,100,13,6,0.015704111206992517,1,0.008024168430559975,80.0,2,1,0,63,88,96,91,32,14
Gravitation 2,0,100,13,6,0.015704111206992517,1,0.010424273908879678,84.0,4,1,0,63,88,96,91,32,14
Gravitation 3,0,100,13,6,0.015704111206992517,1,0.009677004226238364,84.0,2,1,0,63,88,96,91,32,14
Spiders,0,100,13,6,0.015704111206992517,2,0.009286197577630384,110.0,6,1,0,49,95,13,72,36,23
Gravitation 2,0,100,13,6,0.015704111206992517,2,0.011525638100411253,104.0,7,1,0,49,95,13,72,36,23
Gravitation 3,0,100,13,6,0.015704111206992517,2,0.01035519192553988,129.0,7,2,0,49,95,13,72,36,23
Spiders,0,100,13,6,0.015704111206992517,3,0.006186587673721447,73.0,2,1,0,62,5,84,91,92,45
Gravitation 2,0,100,13,6,0.015704111206992517,3,0.009721216695575838,73.0,2,1,0,62,5,84,91,92,45
Gravitation 3,0,100,13,6,0.015704111206992517,3,0.010599544769467492,54.0,1,0,0,62,5,84,91,92,45
Spiders,0,100,13,6,0.015704111206992517,4,0.007852055603496264,55.0,1,0,0,98,53,87,54,63,62
Gravitation 2,0,100,13,6,0.015704111206992517,4,0.007568227340517333,50.0,1,0,0,98,53,87,54,63,62
Gravitation 3,0,100,13,6,0.015704111206992517,4,0.008310759972872492,50.0,1,0,0,98,53,87,54,63,62
Spiders,0,100,13,6,0.015704111206992517,5,0.01003820431055788,54.0,1,0,0,76,68,30,92,81,63
Gravitation 2,0,100,13,6,0.015704111206992517,5,0.006425808713172387,80.0,2,1,0,76,68,30,92,81,63
Gravitation 3,0,100,13,6,0.015704111206992517,5,0.006259617198966394,63.0,1,1,0,76,68,30,92,81,63
Spiders,0,100,13,6,0.015704111206992517,6,0.007086627228091336,79.0,3,0,0,15,6,41,82,92,88
Gravitation 2,0,100,13,6,0.015704111206992517,6,0.007096890837044678,105.0,5,1,0,15,6,41,82,92,88
Gravitation 3,0,100,13,6,0.015704111206992517,6,0.007021098032466172,114.0,3,0,0,15,6,41,82,92,88
Spiders,0,100,13,6,0.015704111206992517,7,0.006497653975845785,73.0,2,0,0,36,97,35,34,3,24
Gravitation 2,0,100,13,6,0.015704111206992517,7,0.006594763506712009,73.0,2,0,0,36,97,35,34,3,24
Gravitation 3,0,100,13,6,0.015704111206992517,7,0.0065193654563240055,63.0,2,0,0,36,97,35,34,3,24
Spiders,0,100,13,6,0.015704111206992517,8,0.009710953086622509,106.0,5,0,0,92,98,74,19,80,2
Gravitation 2,0,100,13,6,0.015704111206992517,8,0.01077560513843634,115.0,7,1,0,92,98,74,19,80,2
Gravitation 3,0,100,13,6,0.015704111206992517,8,0.008120488453045194,110.0,6,0,0,92,98,74,19,80,2
Spiders,0,100,13,6,0.015704111206992517,9,0.009019343744843533,99.0,5,2,0,68,2,8,49,93,53
Gravitation 2,0,100,13,6,0.015704111206992517,9,0.00836918359306843,107.0,6,2,0,68,2,8,49,93,53
Gravitation 3,0,100,13,6,0.015704111206992517,9,0.008257862911343755,105.0,5,2,0,68,2,8,49,93,53
Spiders,0,100,13,6,0.015704111206992517,10,0.005721961991487501,55.0,0,0,0,32,23,4,33,96,26
Gravitation 2,0,100,13,6,0.015704111206992517,10,0.0064048867410752,61.0,0,0,0,32,23,4,33,96,26
Gravitation 3,0,100,13,6,0.015704111206992517,10,0.006379622472882374,67.0,1,0,0,32,23,4,33,96,26
Spiders,1,100,20,6,0.009313435616775778,1,0.008417343604311012,95.0,8,0,0,8,11,9,65,55,72
Gravitation 2,1,100,20,6,0.009313435616775778,1,0.007885609709689878,104.0,8,2,0,8,11,9,65,55,72
Gravitation 3,1,100,20,6,0.009313435616775778,1,0.008281942916965046,94.0,8,1,0,8,11,9,65,55,72
Spiders,1,100,20,6,0.009313435616775778,2,0.008258652419724788,94.0,8,3,0,77,72,26,75,37,6
Gravitation 2,1,100,20,6,0.009313435616775778,2,0.008239704218580113,110.0,10,3,0,77,72,26,75,37,6
Gravitation 3,1,100,20,6,0.009313435616775778,2,0.00839642163221388,99.0,10,3,0,77,72,26,75,37,6
Spiders,1,100,20,6,0.009313435616775778,3,0.008143778950285452,101.0,8,1,0,70,36,51,43,77,65
Gravitation 2,1,100,20,6,0.009313435616775778,3,0.007452564362696978,90.0,6,2,0,70,36,51,43,77,65
Gravitation 3,1,100,20,6,0.009313435616775778,3,0.008440239347360767,96.0,7,1,0,70,36,51,43,77,65
Spiders,1,100,20,6,0.009313435616775778,4,0.008066801883135355,76.0,8,2,0,75,56,91,8,50,29
Gravitation 2,1,100,20,6,0.009313435616775778,4,0.007786921162061644,86.0,9,2,0,75,56,91,8,50,29
Gravitation 3,1,100,20,6,0.009313435616775778,4,0.00826654750353506,84.0,9,1,0,75,56,91,8,50,29
Spiders,1,100,20,6,0.009313435616775778,5,0.00800837826293943,60.0,8,2,0,35,38,26,5,45,11
Gravitation 2,1,100,20,6,0.009313435616775778,5,0.00678029797625318,47.0,4,2,0,35,38,26,5,45,11
Gravitation 3,1,100,20,6,0.009313435616775778,5,0.006839511104830109,47.0,4,2,0,35,38,26,5,45,11
Spiders,1,100,20,6,0.009313435616775778,6,0.008719725314244087,85.0,9,2,0,82,2,88,49,54,31
Gravitation 2,1,100,20,6,0.009313435616775778,6,0.008770253850629794,87.0,9,2,0,82,2,88,49,54,31
Gravitation 3,1,100,20,6,0.009313435616775778,6,0.009064740476752542,94.0,10,1,0,82,2,88,49,54,31
Spiders,1,100,20,6,0.009313435616775778,7,0.008846836163589278,84.0,9,0,0,48,49,13,90,28,54
Gravitation 2,1,100,20,6,0.009313435616775778,7,0.008883943057497512,81.0,9,1,0,48,49,13,90,28,54
Gravitation 3,1,100,20,6,0.009313435616775778,7,0.008498268213366245,86.0,9,1,0,48,49,13,90,28,54
Spiders,1,100,20,6,0.009313435616775778,8,0.00878722828082179,102.0,9,1,0,30,65,19,43,3,91
