VST-NCA,N/A,zipfian,400,5,6,False,0,8,8,0.1,1,387.0,0.2580000000000008,0.002666666666666667,0,5.312360998278096,1.0,4.0
VST-NCA,N/A,uniform,400,5,6,False,0,8,8,0.1,1,397.0,0.23772455089820235,0.0017964071856287425,0,5.883765941035243,1.0,4.0
VST-CA,mixed,zipfian,400,5,6,False,0,8,8,0.1,1,387.0,0.2580000000000008,0.002666666666666667,2,6.592414384413331,1.0,4.0
VST-CA,mixed,uniform,400,5,6,False,0,8,8,0.1,1,397.0,0.23772455089820235,0.0017964071856287425,2,8.63690717270596,1.0,4.0
VST-CA,pure,zipfian,400,5,6,False,0,8,8,0.1,1,387.0,0.2580000000000008,0.002666666666666667,2,6.916634099703067,1.0,4.0
VST-CA,pure,uniform,400,5,6,False,0,8,8,0.1,1,397.0,0.23772455089820235,0.0017964071856287425,2,8.994081102397644,1.0,4.0
VST-NCA,N/A,zipfian,400,5,6,False,1,8,8,0.1,1,357.0,0.24705882352941247,0.0027681660899653983,0,4.207727489122632,1.0,4.0
VST-NCA,N/A,uniform,400,5,6,False,1,8,8,0.1,1,370.0,0.2517006802721081,0.002040816326530612,0,4.504386473933401,1.0,4.0
VST-CA,mixed,zipfian,400,5,6,False,1,8,8,0.1,1,357.0,0.24705882352941247,0.0027681660899653983,2,5.694444115485219,1.0,4.0
VST-CA,mixed,uniform,400,5,6,False,1,8,8,0.1,1,370.0,0.2517006802721081,0.002040816326530612,2,5.749591630014031,1.0,4.0
VST-CA,pure,zipfian,400,5,6,False,1,8,8,0.1,1,357.0,0.24705882352941247,0.0027681660899653983,2,5.614569393686033,1.0,4.0
VST-CA,pure,uniform,400,5,6,False,1,8,8,0.1,1,370.0,0.2517006802721081,0.002040816326530612,2,5.972067019258333,1.0,4.0
VST-NCA,N/A,zipfian,400,5,6,False,2,8,8,0.1,1,389.0,0.26462585034013525,0.00272108843537415,0,5.233918433375095,1.0,4.0
VST-NCA,N/A,uniform,400,5,6,False,2,8,8,0.1,1,402.0,0.2601941747572815,0.0025889967637540458,0,5.8359848762968625,1.0,4.0
VST-CA,mixed,zipfian,400,5,6,False,2,8,8,0.1,1,389.0,0.26462585034013525,0.00272108843537415,2,6.985058671852116,1.0,4.0
VST-CA,mixed,uniform,400,5,6,False,2,8,8,0.1,1,402.0,0.2601941747572815,0.0025889967637540458,2,8.86965911665763,1.0,4.0
VST-CA,pure,zipfian,400,5,6,False,2,8,8,0.1,1,389.0,0.26462585034013525,0.00272108843537415,2,7.21289793868884,1.0,4.0
VST-CA,pure,uniform,400,5,6,False,2,8,8,0.1,1,402.0,0.2601941747572815,0.0025889967637540458,2,9.17540329743467,1.0,4.0
VST-NCA,N/A,zipfian,400,5,6,False,3,8,8,0.1,1,396.0,0.28592057761732964,0.0028880866425992783,0,4.933496681327725,1.0,4.0
VST-NCA,N/A,uniform,400,5,6,False,3,8,8,0.1,1,378.0,0.2634146341463407,0.0020905923344947735,0,4.950891782151089,1.0,4.0
VST-CA,mixed,zipfian,400,5,6,False,3,8,8,0.1,1,396.0,0.28592057761732964,0.0028880866425992783,2,6.975819917718098,1.0,4.0
VST-CA,mixed,uniform,400,5,6,False,3,8,8,0.1,1,378.0,0.2634146341463407,0.0020905923344947735,2,6.9908548018704835,1.0,4.0
VST-CA,pure,zipfian,400,5,6,False,3,8,8,0.1,1,396.0,0.28592057761732964,0.0028880866425992783,2,7.272330476125063,1.0,4.0
