mVST-RS,0,10000,293,256,80,4,1,3.7986994428439402,6408.03964650705,1.1630307354245186,1.1507876834739197,185,0.34594594594594597
Gr-based,0,10000,293,256,80,4,1,0.7742590266466891,6566.8816376576615,1.1348989480743685,1.4207813276469348,142,0.43661971830985913
mVST-RS,0,10000,294,256,80,4,2,4.936322596282537,6805.4556093731335,1.2330390218113256,1.142294814762713,167,0.38323353293413176
Gr-based,0,10000,294,256,80,4,2,0.7749364248376196,6598.044625132297,1.271799874708121,1.2763818777003548,135,0.4740740740740741
mVST-RS,0,10000,298,256,80,4,3,3.402895995692461,6370.108311199162,1.144133289033341,1.1093297390822192,181,0.35359116022099446
Gr-based,0,10000,298,256,80,4,3,0.9296026956974401,6257.835895427175,1.1646602907750756,1.2832993653331959,144,0.4375
mVST-RS,0,10000,303,256,80,4,4,4.110002597482662,6602.29063074091,1.1942798687588483,1.1179208118845747,176,0.36363636363636365
Gr-based,0,10000,303,256,80,4,4,0.8734062786444383,6425.665111115185,1.227107645922832,1.348987248524276,131,0.48854961832061067
mVST-RS,0,10000,302,256,80,4,5,4.682883300397634,6362.995653529172,1.1879938253057083,1.1529914665714163,169,0.378698224852071
Gr-based,0,10000,302,256,80,4,5,0.7160955494622385,6108.024585533491,1.2375849902017835,1.29371522685268,134,0.4701492537313433
mVST-RS,0,10000,301,256,80,4,6,4.52080828289013,6346.312863709559,1.2312052746732816,1.1368631227653854,163,0.39263803680981596
Gr-based,0,10000,301,256,80,4,6,1.0812064635472325,6202.557343044029,1.2597406908762927,1.2784516419531076,132,0.4772727272727273
mVST-RS,0,10000,301,256,80,4,7,5.020573404146944,6282.6114082609765,1.1980467282370892,1.1491038713915973,169,0.378698224852071
Gr-based,0,10000,301,256,80,4,7,1.2205495609937316,6273.813458057071,1.1997267838408217,1.3050577195740247,143,0.4405594405594406
mVST-RS,0,10000,295,256,80,4,8,3.3619070890745206,6215.834973723365,1.128017094164517,1.1402631570248363,179,0.3575418994413408
Gr-based,0,10000,295,256,80,4,8,1.2223152964882047,6400.613795808506,1.0954524563655423,1.3769448086888727,136,0.47058823529411764
mVST-RS,0,10000,297,256,80,4,9,6.3725690050061985,6285.040679415794,1.187931279049731,1.1638370110694285,170,0.3764705882352941
Gr-based,0,10000,297,256,80,4,9,1.0023858943272899,6338.663391664195,1.1778818264741093,1.363140620084717,142,0.4507042253521127
mVST-RS,0,10000,298,256,80,4,10,4.520941709806721,6750.856211488401,1.1683603302325711,1.1399710214460135,174,0.367816091954023
Gr-based,0,10000,298,256,80,4,10,1.0804737997696066,6362.138999134421,1.2397454053865042,1.3129818922251404,136,0.4632352941176471
mVST-RS,0,10000,295,256,80,5,1,3.279283063229741,6449.170081725969,1.1259182563032053,1.1505279658935532,186,0.2752688172043016
Gr-based,0,10000,295,256,80,5,1,1.1131262873918786,6427.174622751665,1.129771440675584,1.41958206481733,141,0.3560283687943266
mVST-RS,0,10000,298,256,80,5,2,4.093595823816486,6541.721409546633,1.1777387197975568,1.1141113079037845,184,0.27826086956521795
Gr-based,0,10000,298,256,80,5,2,0.7445979862800414,6649.995362068898,1.158563003231144,1.4128176423152403,142,0.36056338028169044
mVST-RS,0,10000,302,256,80,5,3,3.9103359279210963,6282.241656837364,1.1802601544441744,1.1792386448617012,160,0.3200000000000006
Gr-based,0,10000,302,256,80,5,3,0.9573550995532969,6190.931424057711,1.1976678467704143,1.2794792395626895,140,0.3657142857142861
mVST-RS,0,10000,299,256,80,5,4,8.273583602226608,6417.7188597996765,1.1811895459148054,1.1131403833596771,185,0.2767567567567573
Gr-based,0,10000,299,256,80,5,4,0.7687056246945758,6227.114646655571,1.2173442847863711,1.3369800072884799,140,0.3657142857142865
mVST-RS,0,10000,293,256,80,5,5,9.651090587401995,6447.212359782601,1.2301092185293008,1.1913525300748724,164,0.3121951219512197
Gr-based,0,10000,293,256,80,5,5,0.8637711183619103,6359.034334727234,1.2471666199809581,1.3673920944611795,126,0.40634920634920624
mVST-RS,0,10000,302,256,80,5,6,4.544853155388864,6400.8915434362725,1.177284799371763,1.1557392404558364,170,0.30117647058823555
Gr-based,0,10000,302,256,80,5,6,0.7158701448197462,6269.516748229718,1.2019542524776865,1.2975369785733981,141,0.3631205673758867
mVST-RS,0,10000,300,256,80,5,7,2.663201645967092,6152.442423011085,1.1800292926673015,1.1603263360828007,170,0.3011764705882357
Gr-based,0,10000,300,256,80,5,7,1.011543007284672,6050.088198732104,1.1999928004559564,1.3232322550418183,140,0.36571428571428627
mVST-RS,0,10000,300,256,80,5,8,2.970896747304323,6129.263162120071,1.139129398211049,1.1152880612164873,179,0.2860335195530731
Gr-based,0,10000,300,256,80,5,8,0.6770658078917222,5905.569660096477,1.1822777918479292,1.3137858824586282,145,0.35310344827586243
