mVST-RS,0,10000,297,256,10,4,1,131.98301149278277,11867.632132159568,1.8956584533513956,1.1681294700807237,101,0.6336633663366337
Gr-based,0,10000,297,256,10,4,1,2.6920929780889082,11241.146106912502,2.0013063577884553,1.214006544997091,83,0.7710843373493976
mVST-RS,0,10000,298,256,10,4,2,153.60713741521738,12009.617366232318,1.8698700566448656,1.162246202119819,95,0.6736842105263158
Gr-based,0,10000,298,256,10,4,2,2.7235037157918214,11363.022067586307,1.97627213705219,1.2230565791101013,75,0.8533333333333334
mVST-RS,0,10000,302,256,10,4,3,91.94550382474313,11083.463006542119,1.8102947010727382,1.1897887894233867,98,0.6530612244897959
Gr-based,0,10000,302,256,10,4,3,2.341109139987452,10714.754688479576,1.8725892410632545,1.2626658124392023,80,0.8
mVST-RS,0,10000,301,256,10,4,4,80.10505194529378,10732.30467913434,1.6963286142638858,1.2462846588955063,93,0.6881720430107527
Gr-based,0,10000,301,256,10,4,4,2.454403092953612,10225.668512599908,1.7803741145902805,1.2832561340194155,82,0.7682926829268293
mVST-RS,0,10000,298,256,10,4,5,88.8264686121579,10432.816494156994,1.7690305220900373,1.1878101452723855,100,0.64
Gr-based,0,10000,298,256,10,4,5,2.2813552751770203,10031.862042511886,1.8397353084918313,1.2379970260061752,87,0.735632183908046
mVST-RS,0,10000,302,256,10,4,6,134.39296403580875,12027.544644124095,1.9051078922103333,1.16462219666118,89,0.7191011235955056
Gr-based,0,10000,302,256,10,4,6,2.9054946191481577,11417.715638744736,2.0068611752492442,1.2000131195902024,78,0.8205128205128205
mVST-RS,0,10000,298,256,10,4,7,163.7071910224131,12721.57012384933,2.0069946946473287,1.1547855322048903,90,0.7111111111111111
Gr-based,0,10000,298,256,10,4,7,3.0588712014089197,12399.678438145294,2.0590956349000757,1.2251903864659712,77,0.8311688311688312
mVST-RS,0,10000,299,256,10,4,8,92.9969268628895,11302.502965450767,1.8193034747731374,1.158280779580212,100,0.64
Gr-based,0,10000,299,256,10,4,8,2.379473417857298,10645.094139757386,1.931658156209309,1.222575054415737,84,0.7619047619047619
mVST-RS,0,10000,300,256,10,4,9,130.9022106849643,12025.171308990211,1.8951512436613753,1.1799409942150345,91,0.7032967032967034
Gr-based,0,10000,300,256,10,4,9,2.6397920135541426,11452.365664947272,1.9899398105342294,1.2004940531528923,76,0.8421052631578947
mVST-RS,0,10000,305,256,10,4,10,109.33012479660465,11458.566240742546,1.8272624973625369,1.1828692457614869,99,0.6464646464646465
Gr-based,0,10000,305,256,10,4,10,2.5855922963537523,10673.043981945964,1.9617466582795615,1.2160323795391506,82,0.7682926829268293
mVST-RS,1,10000,292,256,10,4,1,144.13606082640354,11288.725579099771,1.8900717973650665,1.1393120026594445,95,0.6736842105263158
Gr-based,1,10000,292,256,10,4,1,2.978009207173727,10975.923509399254,1.9439368201662985,1.1988574719772889,78,0.8205128205128205
mVST-RS,1,10000,294,256,10,4,2,60.757208351985355,10466.498976347726,1.615735328991713,1.2060906974869725,105,0.6095238095238096
Gr-based,1,10000,294,256,10,4,2,2.1244283017572343,10171.02012627674,1.662674142513096,1.256616055046547,81,0.7901234567901234
mVST-RS,1,10000,297,256,10,4,3,127.49963367100372,12208.87233495203,1.8586047321133141,1.1715981599508316,94,0.6808510638297872
Gr-based,1,10000,297,256,10,4,3,2.772578774550311,11620.675273150007,1.9526806628818405,1.2165904439449624,77,0.8181818181818182
mVST-RS,1,10000,290,256,10,4,4,143.56942171336186,11817.716837603037,1.7742963248348151,1.1733513217277094,96,0.6666666666666666
Gr-based,1,10000,290,256,10,4,4,3.3379570526622047,11190.877180573912,1.8736807861045843,1.2277744591226794,75,0.84
mVST-RS,1,10000,299,256,10,4,5,94.5616206426389,10641.406395310078,1.725177916051567,1.2128734366190703,90,0.7111111111111111
Gr-based,1,10000,299,256,10,4,5,2.743674311415816,10204.491496516493,1.7990430307267966,1.2624324348055784,79,0.810126582278481
mVST-RS,1,10000,299,256,10,4,6,106.03502113102513,10917.598330295657,1.7367948750497268,1.1850446649385231,96,0.6666666666666666
Gr-based,1,10000,299,256,10,4,6,3.1139239756803363,10581.118261735972,1.7920250354330742,1.2718496575769718,77,0.8051948051948052
mVST-RS,1,10000,292,256,10,4,7,89.17048627805798,10743.915747222152,1.703087827835966,1.1893610472048488,93,0.6881720430107527
Gr-based,1,10000,292,256,10,4,7,2.72311172797572,10208.395554891182,1.7924297735134396,1.2654485791059373,80,0.8
mVST-RS,1,10000,289,256,10,4,8,82.8255338416152,10787.797691244437,1.7519667912651917,1.1761083555624772,102,0.6274509803921569
Gr-based,1,10000,289,256,10,4,8,2.2248391586749676,10457.95342189277,1.8072238939582983,1.258912905753167,84,0.7619047619047619
mVST-RS,1,10000,295,256,10,4,9,86.99672159233069,11079.396377397914,1.7174498808344385,1.1758361503448145,101,0.6336633663366337
Gr-based,1,10000,295,256,10,4,9,2.1966657745288103,10507.15320453619,1.8109860604168768,1.2638654520246628,76,0.8289473684210527
mVST-RS,1,10000,293,256,10,4,10,152.08268495469474,12232.456189626526,1.9156230746857466,1.1628481672839033,100,0.64
Gr-based,1,10000,293,256,10,4,10,3.218492745659205,11462.894739089545,2.044228431848292,1.1990567188188195,79,0.7974683544303798
mVST-RS,2,10000,289,256,10,4,1,69.02036402365047,10212.42594702505,1.7081429014480554,1.1825643732760849,100,0.64
Gr-based,2,10000,289,256,10,4,1,2.1269898414757336,9897.040102855884,1.7625757505964903,1.2711438962517412,83,0.7710843373493976
mVST-RS,2,10000,291,256,10,4,2,133.29114786506761,12077.683860776098,1.9163962207811376,1.1427090333422403,96,0.6666666666666666
Gr-based,2,10000,291,256,10,4,2,2.745833994541499,11448.353144289871,2.0217429891324645,1.188174297623145,80,0.7875
mVST-RS,2,10000,294,256,10,4,3,81.07579023243761,10277.409062340828,1.7472031344629373,1.2011885289064854,94,0.6808510638297872
Gr-based,2,10000,294,256,10,4,3,2.1503646315668448,9904.08854374148,1.8130614693693115,1.2626207099346705,75,0.84
mVST-RS,2,10000,290,256,10,4,4,77.87938065135495,10565.004567185764,1.7228152770700005,1.1774488559429324,98,0.6530612244897959
Gr-based,2,10000,290,256,10,4,4,2.093146647654976,10031.771604343441,1.8143905173021746,1.205583200685004,82,0.7804878048780488
mVST-RS,2,10000,291,256,10,4,5,105.81063869934314,11185.212610194129,1.8113423209499826,1.179933244569232,96,0.6666666666666666
Gr-based,2,10000,291,256,10,4,5,2.4011551205931028,10632.05778358236,1.9055811567308438,1.2164378101165711,82,0.7682926829268293
mVST-RS,2,10000,295,256,10,4,6,111.7280386161292,11090.660814645787,1.8569065409576964,1.1636412259564235,97,0.6597938144329897
Gr-based,2,10000,295,256,10,4,6,2.4883670806020746,10547.981074626907,1.9524419378982834,1.2355497251693006,81,0.7777777777777778
mVST-RS,2,10000,289,256,10,4,7,80.22769834070368,10665.865894357483,1.7329612797995668,1.2074693974786388,98,0.6530612244897959
Gr-based,2,10000,289,256,10,4,7,2.2816809448131607,10432.662631142559,1.7716984881003504,1.2562058429462146,82,0.7682926829268293
mVST-RS,2,10000,293,256,10,4,8,93.33274318047734,11065.026634484984,1.8307196021271301,1.1669240280483255,92,0.6956521739130435
Gr-based,2,10000,293,256,10,4,8,2.309426024043205,10582.485238028592,1.914196968120138,1.2134681300135344,79,0.810126582278481
mVST-RS,2,10000,287,256,10,4,9,75.11780279973209,10796.626168345882,1.734958801989458,1.1766180380545603,92,0.6956521739130435
Gr-based,2,10000,287,256,10,4,9,2.1022073690546677,10193.62467230552,1.837589886299473,1.203308155500037,83,0.7590361445783133
mVST-RS,2,10000,293,256,10,4,10,141.4164971210812,12088.148105668897,1.9583664605104656,1.1295626361803988,93,0.6881720430107527
Gr-based,2,10000,293,256,10,4,10,2.8712018038550013,11466.10051245982,2.064609829130699,1.2058342969772022,80,0.8
mVST-RS,3,10000,307,256,10,4,1,133.5947236781958,11463.056767896296,1.8255909871748515,1.204310861667393,91,0.7032967032967034
Gr-based,3,10000,307,256,10,4,1,3.1060384282272935,10979.975515406722,1.905910727358301,1.2539284152211196,75,0.8533333333333334
mVST-RS,3,10000,310,256,10,4,2,161.76722121297462,11776.036997716434,1.828903713663972,1.1758449438079177,96,0.6666666666666666
Gr-based,3,10000,310,256,10,4,2,3.46957456097698,11189.144133867057,1.9248333509423188,1.2446731378957052,78,0.8205128205128205
mVST-RS,3,10000,305,256,10,4,3,114.05727759132424,10939.17854964486,1.7487635271058288,1.188104665428074,97,0.6597938144329897
Gr-based,3,10000,305,256,10,4,3,2.824295902247286,10522.673638354876,1.8179824939537113,1.237516147150565,84,0.7619047619047619
mVST-RS,3,10000,302,256,10,4,4,105.13202647042817,11137.271387497382,1.7876870231460271,1.2180872350427758,94,0.6808510638297872
Gr-based,3,10000,302,256,10,4,4,2.5302675385928524,10860.050120446387,1.8333207777006324,1.2406272554727615,82,0.7682926829268293
mVST-RS,3,10000,310,256,10,4,5,91.00633812324304,10723.575459519352,1.7076324773290268,1.2134639020140219,100,0.64
Gr-based,3,10000,310,256,10,4,5,2.584173955744518,10246.068836453705,1.7872147864762715,1.2427401357903851,86,0.7325581395348837
mVST-RS,3,10000,310,256,10,4,6,114.64547919227607,11075.138685963768,1.8248699192527427,1.16482360639218,95,0.6736842105263158
Gr-based,3,10000,310,256,10,4,6,2.728654822554745,10913.10331482637,1.8519651886837456,1.2639657442973948,80,0.8
mVST-RS,3,10000,309,256,10,4,7,100.73663392601338,10964.977372072848,1.8137521686214884,1.1755301268130312,93,0.6881720430107527
Gr-based,3,10000,309,256,10,4,7,2.7449075137719774,10669.362582421934,1.8640055892606264,1.2780531045970243,80,0.7875
mVST-RS,3,10000,310,256,10,4,8,103.13550935915373,11049.70726568773,1.7359278429014096,1.1915616312792243,101,0.6336633663366337
