Algorithm,Strategy,POIs dist,Net size,Min cap,Max cap,Merge cells,Sample,Num queries,Num users,Prop POIs,Num POIs,Cost,WARL,MRL,Num it,Elapsed time,Alpha,Beta
VST-NCA,N/A,zipfian,900,10,20,False,0,8,4,0.2,1,388.134664371807,0.016493275695061205,0.3,0,3.2805521211805404,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,0,8,4,0.2,1,379.02945033779474,0.01576803514603771,0.2,0,3.538582242623199,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,0,8,4,0.2,1,388.02394131784024,0.016318988315892336,0.18181818181818182,6,4.275075279921302,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,0,8,4,0.2,1,379.0380489155262,0.015860402549243695,0.2,6,5.625955506290039,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,0,8,4,0.2,1,388.0168841348009,0.016034265664350008,0.16666666666666666,50,36.510363522673984,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,0,8,4,0.2,1,379.0239846777173,0.015897504363995764,0.2,50,45.49469053517826,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,1,8,4,0.2,1,362.1028707282951,0.015082802600350904,0.3,0,3.5981879921617406,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,1,8,4,0.2,1,368.09716146872756,0.015267533246875626,0.3,0,3.5747702916297612,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,1,8,4,0.2,1,362.04192744400603,0.015087991409185488,0.2,6,5.6278444125481855,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,1,8,4,0.2,1,368.02726908849843,0.015308323733646684,0.2,6,5.682555190801239,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,1,8,4,0.2,1,362.0286158092171,0.01475757624738088,0.2,50,50.47264303185047,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,1,8,4,0.2,1,368.02578533266933,0.015123846484741115,0.2,50,53.17926253310026,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,2,8,4,0.2,1,330.04555210276845,0.014014106183624175,0.2727272727272727,0,3.30836700599869,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,2,8,4,0.2,1,373.0733861228534,0.01574585779213729,0.21428571428571427,0,3.5030767263063467,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,2,8,4,0.2,1,330.0216956957412,0.013429146029231434,0.18181818181818182,6,4.166980892242748,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,2,8,4,0.2,1,373.02955802900345,0.015449961518006247,0.2,6,5.686942111437986,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,2,8,4,0.2,1,330.0120720028691,0.013463978145306218,0.125,50,31.968888904679147,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,2,8,4,0.2,1,373.01738629212014,0.015355756975272309,0.18181818181818182,50,50.999980262212546,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,3,8,4,0.2,1,333.0458495936792,0.013694547083305498,0.2,0,3.436673677528745,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,3,8,4,0.2,1,331.03198635582976,0.01362563220361875,0.2,0,3.3476898104066777,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,3,8,4,0.2,1,333.0165907864519,0.013722887637294595,0.18181818181818182,6,5.003195547786731,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,3,8,4,0.2,1,331.01448899308633,0.013731229346888044,0.15384615384615385,5,4.612411436547802,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,3,8,4,0.2,1,333.02289415261686,0.013646627033650625,0.18181818181818182,50,41.04280494486841,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,3,8,4,0.2,1,331.0133702702037,0.013574069149360067,0.14285714285714285,50,42.71549400523918,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,4,8,4,0.2,1,350.09867724430205,0.014551937348323602,0.3,0,3.5403570644699585,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,4,8,4,0.2,1,357.0686649755831,0.014724669117284149,0.25,0,3.5088231857420737,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,4,8,4,0.2,1,350.02360039167377,0.014388875021281342,0.18181818181818182,6,5.067626002087479,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,4,8,4,0.2,1,357.0425195651074,0.014826933363818169,0.2,6,4.914211680664721,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,4,8,4,0.2,1,350.0117487547181,0.01424553454939385,0.125,50,46.088777015109656,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,4,8,4,0.2,1,357.02031806392506,0.014443586312781363,0.18181818181818182,50,49.927017162401,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,5,8,4,0.2,1,333.0472985090808,0.013829392914812473,0.2,0,3.335945432123367,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,5,8,4,0.2,1,338.07979579466956,0.013861953870694664,0.3,0,3.4932867837354706,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,5,8,4,0.2,1,333.03244468580374,0.013688731568322145,0.2,6,5.184999123642342,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,5,8,4,0.2,1,338.0188341800767,0.013945268579089445,0.18181818181818182,6,5.2024966722090085,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,5,8,4,0.2,1,333.0118655704196,0.013495085895801175,0.125,50,43.26643881364839,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,5,8,4,0.2,1,338.0260505337973,0.013937672002820926,0.2,50,46.7269174470988,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,6,8,4,0.2,1,368.0527618982224,0.015178237141512474,0.2,0,15.357940827692346,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,6,8,4,0.2,1,375.0407239324523,0.01570618148117615,0.2,0,3.5098716570108763,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,6,8,4,0.2,1,368.02868140194295,0.015019335348549613,0.1875,6,5.0140659368422575,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,6,8,4,0.2,1,375.0311788091749,0.015591684571413944,0.2,6,5.096111576922908,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,6,8,4,0.2,1,368.01575574558245,0.015012660497140593,0.16666666666666666,50,43.516624743606144,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,6,8,4,0.2,1,375.0125588001989,0.015487626776526644,0.1,50,50.62016404469898,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,7,8,4,0.2,1,314.0467744459691,0.013148634087168305,0.2,0,3.325713363113664,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,7,8,4,0.2,1,342.04328477953607,0.01416426994947332,0.21428571428571427,0,3.7931914107465445,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,7,8,4,0.2,1,314.0302474037608,0.013218597436196447,0.2,6,4.595659186834723,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,7,8,4,0.2,1,342.03722486655266,0.014110802972831897,0.2,6,5.2702766290385625,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,7,8,4,0.2,1,314.0267322729518,0.012912736498996774,0.2,50,36.84186124177529,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,7,8,4,0.2,1,342.03724973848955,0.014116966671613308,0.25,50,53.445163294663075,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,8,8,4,0.2,1,367.066952930006,0.01526422254196622,0.2,0,3.4909218020442268,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,8,8,4,0.2,1,345.0311549176293,0.014120645562342484,0.2,0,3.3168159632908782,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,8,8,4,0.2,1,368.0517084932977,0.015426356925302698,0.2,6,5.608952191920707,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,8,8,4,0.2,1,345.0210348855995,0.014366670222000104,0.2,6,4.905135456487642,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,8,8,4,0.2,1,367.01940536576376,0.014880032927366659,0.16666666666666666,50,49.84767007261928,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,8,8,4,0.2,1,345.0119039425329,0.014041574212987157,0.13333333333333333,50,40.58272975179341,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,9,8,4,0.2,1,366.07737307151,0.015413823992277614,0.2727272727272727,0,3.3876485663261064,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,9,8,4,0.2,1,383.1059756045858,0.016350994051498483,0.3,0,3.5681881342737825,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,9,8,4,0.2,1,366.0724471208248,0.015300980945063901,0.3,6,4.890380276107976,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,9,8,4,0.2,1,384.0292797299573,0.015857028354826472,0.18181818181818182,6,5.263353797471382,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,9,8,4,0.2,1,366.0314144526013,0.014993561753596991,0.2,50,42.01750031185702,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,9,8,4,0.2,1,384.02911304598774,0.015876814141399926,0.18181818181818182,50,50.49072442416991,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,0,8,8,0.2,1,573.1703236194145,0.024007411809135865,0.3,0,9.06291814502697,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,0,8,8,0.2,1,598.126787666764,0.024816565475594434,0.2727272727272727,0,10.246009808890904,1.0,4.0
VST-CA,mixed,zipfian,900,10,20,False,0,8,8,0.2,1,573.2159552686106,0.02335927545926738,0.3333333333333333,6,24.84476151226181,1.0,4.0
VST-CA,mixed,uniform,900,10,20,False,0,8,8,0.2,1,598.1170439245577,0.024312908159990935,0.3,6,28.77840386039543,1.0,4.0
VST-CA,pure,zipfian,900,10,20,False,0,8,8,0.2,1,573.0613985536401,0.023372945690656722,0.25,50,414.6326134567496,1.0,4.0
VST-CA,pure,uniform,900,10,20,False,0,8,8,0.2,1,598.0442062770859,0.024403351068505243,0.2,50,505.76038602375183,1.0,4.0
VST-NCA,N/A,zipfian,900,10,20,False,1,8,8,0.2,1,536.0698352209724,0.02229797913634783,0.2,0,8.219008120915078,1.0,4.0
VST-NCA,N/A,uniform,900,10,20,False,1,8,8,0.2,1,578.1923646328148,0.02419197760315508,0.3,0,11.425254972738458,1.0,4.0
