Algorithm,Strategy,POIs dist,Net size,Min cap,Max cap,Merge cells,Sample,Num queries,Num users,Prop POIs,Num POIs,Cost,WARL,MRL,Num it,Elapsed time,Alpha,Beta
VST-CA,mixed,zipfian,900,10,20,FALSE,0,8,4,0.25,1,388.0060974567234,0.016382999140285345,0.2,12,4.920463776564545,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,0,8,4,0.25,1,379.0060404551615,0.015969091542914537,0.2,5,3.8760653913871685,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,1,8,4,0.25,1,362.00970796392176,0.014996276007205328,0.2,10,6.366889259849017,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,1,8,4,0.25,1,368.00761522923045,0.015276412436122057,0.23076923076923078,10,5.891291976125586,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,2,8,4,0.25,1,330.0057293779023,0.013728604482714658,0.2,6,3.2907630072812744,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,2,8,4,0.25,1,373.0081743116254,0.01529540814283795,0.2,6,4.801431931182734,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,3,8,4,0.25,1,333.00565055763525,0.013607883569384053,0.18181818181818182,6,3.581001048392853,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,3,8,4,0.25,1,331.0058542749376,0.013597157417350656,0.18181818181818182,6,4.950919511858437,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,4,8,4,0.25,1,350.0045043022584,0.014337618991390215,0.18181818181818182,6,4.555982279441082,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,4,8,4,0.25,1,357.0072812000915,0.014630565525262334,0.2,6,5.408505786174047,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,0,8,8,0.25,2,562.0105859939234,0.02299154483731983,0.2,12,17.67686664473748,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,0,8,8,0.25,2,506.00762377570123,0.020899544333207676,0.2,12,8.040428553027994,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,1,8,8,0.25,2,625.0254555658627,0.025858101198391496,0.2,10,21.73304161703949,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,1,8,8,0.25,2,559.0219564058739,0.023169437024193024,0.25,10,9.94334829888895,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,2,8,8,0.25,2,576.0191349384406,0.024289419350404642,0.2,6,13.762075376520826,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,2,8,8,0.25,2,517.010205727125,0.021464718241834654,0.2,6,8.71748866037153,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,3,8,8,0.25,2,560.0217815107927,0.022860645758718712,0.25,6,10.287210376985229,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,3,8,8,0.25,2,559.0091944423544,0.023124561836729483,0.2,6,7.445915912017114,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,4,8,8,0.25,2,563.0164814179267,0.023089017039387937,0.25,6,6.269318934652233,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,4,8,8,0.25,2,539.014322528226,0.022509361272038692,0.2,6,9.491606442663993,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,0,8,16,0.25,4,775.0292159713704,0.03202256353512076,0.21428571428571427,12,31.543379999999994,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,0,8,16,0.25,4,803.029574280049,0.0331853349356951,0.23076923076923078,12,35.861699999999994,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,1,8,16,0.25,4,731.0307242976801,0.030281226790914918,0.3,10,39.003120000000006,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,1,8,16,0.25,4,718.0301949310226,0.029900240919043492,0.25,10,36.369299999999988,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,2,8,16,0.25,4,864.0571279433625,0.035340343003081774,0.3,6,28.5964800000000084,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,2,8,16,0.25,4,785.0441316294779,0.03238218473706077,0.3,6,28.719420000000006,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,3,8,16,0.25,4,804.0381506646003,0.03307936828334219,0.2727272727272727,6,28.699080000000042,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,3,8,16,0.25,4,743.0266596574561,0.030710859816296298,0.2,6,27.113399999999982,0.22,4.0
VST-CA,mixed,zipfian,900,10,20,FALSE,4,8,16,0.25,4,809.0451859026994,0.033764575035259245,0.2727272727272727,6,26.178840000000018,0.22,4.0
VST-CA,mixed,uniform,900,10,20,FALSE,4,8,16,0.25,4,755.0279895605069,0.03115053513787085,0.2,6,27.263279999999988,0.22,4.0
