Algorithm,Strategy,POIs dist,Net size,Min cap,Max cap,Merge cells,Sample,Num queries,Num users,Prop POIs,Num POIs,Cost,WARL,MRL,Num it,Elapsed time,Alpha,Beta
VST-NCA,N/A,uniform,1600,5,10,TRUE,8,1,4,0.25,1,66.00666449,0.003249389,0.2,0,0.228755825,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,8,1,4,0.25,1,66.00666449,0.003249389,0.2,2,0.227997104,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,9,1,4,0.25,1,66.00666449,0.003249389,0.2,0,0.204206754,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,9,1,4,0.25,1,66.00666449,0.003249389,0.2,2,0.23470203,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,0,1,8,0.25,2,88.00941179,0.004359356,0.2,0,0.90961396,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,0,1,8,0.25,2,88.00941179,0.004359356,0.2,2,0.818854877,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,1,1,8,0.25,2,88.00941179,0.004359356,0.2,0,0.831968663,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,1,1,8,0.25,2,88.00941179,0.004359356,0.2,2,0.85778332,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,2,1,8,0.25,2,88.00941179,0.004359356,0.2,0,0.951997701,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,2,1,8,0.25,2,89.01210546,0.004300086,0.333333333,3,1.923227507,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,3,1,8,0.25,2,88.00941179,0.004359356,0.2,0,0.828956676,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,3,1,8,0.25,2,88.00941179,0.004359356,0.2,2,0.84799693,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,4,1,8,0.25,2,88.00941179,0.004359356,0.2,0,0.804254835,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,4,1,8,0.25,2,88.00941179,0.004359356,0.2,2,0.847235052,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,5,1,8,0.25,2,88.00941179,0.004359356,0.2,0,0.795643239,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,5,1,8,0.25,2,88.00941179,0.004359356,0.2,2,0.905926152,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,6,1,8,0.25,2,88.00941179,0.004359356,0.2,0,0.842748258,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,6,1,8,0.25,2,89.01210546,0.004300086,0.333333333,3,1.768970382,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,7,1,8,0.25,2,88.00941179,0.004359356,0.2,0,0.932765596,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,7,1,8,0.25,2,88.00941179,0.004359356,0.2,2,0.833013581,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,8,1,8,0.25,2,88.00941179,0.004359356,0.2,0,0.928581185,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,8,1,8,0.25,2,88.00941179,0.004359356,0.2,2,0.827933864,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,9,1,8,0.25,2,88.00941179,0.004359356,0.2,0,0.79496189,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,9,1,8,0.25,2,88.00941179,0.004359356,0.2,2,0.833951126,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,0,1,16,0.25,4,152.0220615,0.007248296,0.333333333,0,3.543646959,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,0,1,16,0.25,4,152.0220615,0.007248296,0.333333333,2,3.491979747,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,1,1,16,0.25,4,152.0220615,0.007248296,0.333333333,0,3.824820031,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,1,1,16,0.25,4,152.0220615,0.007248296,0.333333333,2,3.656961991,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,2,1,16,0.25,4,152.0220615,0.007248296,0.333333333,0,3.461139849,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,2,1,16,0.25,4,152.0152921,0.007362256,0.2,3,7.747125783,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,3,1,16,0.25,4,152.0220615,0.007248296,0.333333333,0,3.492196468,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,3,1,16,0.25,4,152.0220615,0.007248296,0.333333333,2,3.58436483,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,4,1,16,0.25,4,152.0220615,0.007248296,0.333333333,0,3.544430944,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,4,1,16,0.25,4,152.0220615,0.007248296,0.333333333,2,3.512346381,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,5,1,16,0.25,4,152.0220615,0.007248296,0.333333333,0,3.56049316,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,5,1,16,0.25,4,152.0220615,0.007248296,0.333333333,2,3.611483366,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,6,1,16,0.25,4,152.0220615,0.007248296,0.333333333,0,3.49014887,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,6,1,16,0.25,4,152.0152921,0.007362256,0.2,3,7.862328933,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,7,1,16,0.25,4,152.0220615,0.007248296,0.333333333,0,3.534758244,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,7,1,16,0.25,4,152.0220615,0.007248296,0.333333333,2,3.582784228,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,8,1,16,0.25,4,152.0220615,0.007248296,0.333333333,0,3.568701317,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,8,1,16,0.25,4,152.0220615,0.007248296,0.333333333,2,3.534861275,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,9,1,16,0.25,4,152.0220615,0.007248296,0.333333333,0,3.794290016,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,9,1,16,0.25,4,152.0220615,0.007248296,0.333333333,2,3.744293806,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,0,2,2,0.25,1,97.00968073,0.004693605,0.2,0,2.670156702,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,0,2,2,0.25,1,97.00968073,0.004693605,0.2,2,2.733930678,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,1,2,2,0.25,1,116.0111399,0.005544109,0.2,0,2.801022181,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,1,2,2,0.25,1,116.0110226,0.005509768,0.2,5,3.659006431,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,2,2,2,0.25,1,103.0100497,0.00496019,0.2,0,2.698052907,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,2,2,2,0.25,1,103.0103773,0.004987917,0.2,5,3.113649391,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,3,2,2,0.25,1,101.0098337,0.004860984,0.2,0,2.717277512,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,3,2,2,0.25,1,101.0101749,0.004886167,0.2,3,2.848710649,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,4,2,2,0.25,1,102.0100448,0.00493399,0.2,0,2.716490764,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,4,2,2,0.25,1,102.0100448,0.00493399,0.2,2,2.686356689,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,5,2,2,0.25,1,87.06266031,0.00426511,0.4,0,2.630880084,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,5,2,2,0.25,1,87.00945389,0.004290293,0.2,3,2.75665874,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,6,2,2,0.25,1,99.01090159,0.004911732,0.2,0,2.724320744,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,6,2,2,0.25,1,99.01004836,0.004798408,0.2,4,2.95556353,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,7,2,2,0.25,1,100.0102654,0.004900921,0.2,0,2.72163601,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,7,2,2,0.25,1,100.0106066,0.004926104,0.2,3,2.790998543,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,8,2,2,0.25,1,95.06941512,0.004625687,0.4,0,2.687532666,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,8,2,2,0.25,1,95.06941512,0.004625687,0.4,2,2.600545473,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,9,2,2,0.25,1,105.0100505,0.005048077,0.2,0,2.757019152,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,9,2,2,0.25,1,105.0096429,0.005001399,0.2,6,3.605453866,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,0,2,4,0.25,1,117.0120696,0.005736035,0.2,0,2.949292835,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,0,2,4,0.25,1,117.0120696,0.005736035,0.2,2,2.969497618,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,1,2,4,0.25,1,139.0140041,0.006741453,0.2,0,4.021575375,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,1,2,4,0.25,1,139.0121837,0.006480846,0.2,5,7.920019722,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,2,2,4,0.25,1,146.0148404,0.007142094,0.2,0,3.727506423,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,2,2,4,0.25,1,146.013501,0.00693198,0.2,5,6.133699035,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,3,2,4,0.25,1,133.0136783,0.006535155,0.2,0,3.19937297,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,3,2,4,0.25,1,133.0126803,0.006364214,0.2,3,3.556408228,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,4,2,4,0.25,1,124.0672223,0.00611162,0.4,0,2.978567526,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,4,2,4,0.25,1,124.0672223,0.00611162,0.4,2,3.257840639,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,5,2,4,0.25,1,135.0134536,0.006563263,0.2,0,3.396643471,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,5,2,4,0.25,1,135.0124556,0.006392323,0.2,3,3.595206007,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,6,2,4,0.25,1,117.0183352,0.005778134,0.333333333,0,2.877022926,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,6,2,4,0.25,1,117.0106321,0.005412469,0.222222222,4,3.376609222,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,7,2,4,0.25,1,125.0116571,0.005980235,0.2,0,3.093006823,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,7,2,4,0.25,1,125.0106591,0.005809295,0.2,3,3.457535335,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,8,2,4,0.25,1,117.0117837,0.005692282,0.2,0,3.17984085,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,8,2,4,0.25,1,117.0117837,0.005692282,0.2,2,3.084509705,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,9,2,4,0.25,1,125.0121607,0.006037088,0.2,0,3.570186783,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,9,2,4,0.25,1,125.0112447,0.005916641,0.2,6,5.795854433,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,0,2,8,0.25,2,153.0158094,0.007511956,0.2,0,4.176273837,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,0,2,8,0.25,2,153.0158094,0.007511956,0.2,2,4.201031339,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,1,2,8,0.25,2,182.017699,0.008746439,0.2,0,4.925500511,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,1,2,8,0.25,2,182.0157554,0.008502111,0.2,5,11.6340105,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,2,2,8,0.25,2,198.0284209,0.009653287,0.4,0,9.448827418,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,2,2,8,0.25,2,199.0184248,0.009436432,0.2,5,23.54097209,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,3,2,8,0.25,2,177.0497978,0.00869391,0.4,0,4.350439679,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,3,2,8,0.25,2,178.0176957,0.008626246,0.2,3,5.228460153,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,4,2,8,0.25,2,182.018434,0.008885582,0.2,0,6.630327031,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,4,2,8,0.25,2,182.018434,0.008885582,0.2,2,6.659700017,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,5,2,8,0.25,2,156.0372025,0.007495294,0.4,0,4.292352555,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,5,2,8,0.25,2,157.0398961,0.007436025,0.4,3,5.142366687,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,6,2,8,0.25,2,164.0162191,0.007930403,0.2,0,4.293291284,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,6,2,8,0.25,2,165.0170231,0.007978607,0.222222222,4,6.389288382,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,7,2,8,0.25,2,181.0187182,0.008845136,0.2,0,5.228622002,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,7,2,8,0.25,2,181.0211637,0.008711462,0.333333333,3,6.134205112,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,8,2,8,0.25,2,161.0165111,0.007847349,0.2,0,3.866632165,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,8,2,8,0.25,2,161.0165111,0.007847349,0.2,2,3.872309542,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,9,2,8,0.25,2,178.0395389,0.00887935,0.4,0,4.684058026,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,9,2,8,0.25,2,177.0165754,0.008409137,0.2,6,11.71592034,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,0,2,16,0.25,4,277.0730046,0.013156924,0.4,0,6.976852707,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,0,2,16,0.25,4,277.0730046,0.013156924,0.4,2,7.014105018,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,1,2,16,0.25,4,306.1323372,0.014498372,0.5,0,9.963770107,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,1,2,16,0.25,4,306.0600356,0.014245269,0.4,5,30.02208974,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,2,2,16,0.25,4,261.1026572,0.012366326,0.428571429,0,7.949508371,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,2,2,16,0.25,4,262.0271389,0.012265084,0.25,5,15.93756069,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,3,2,16,0.25,4,252.0679434,0.011944444,0.4,0,7.006928753,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,3,2,16,0.25,4,252.0518664,0.01211513,0.4,3,11.1426592,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,4,2,16,0.25,4,308.1321118,0.01462238,0.6,0,7.685046494,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,4,2,16,0.25,4,308.1321118,0.01462238,0.6,2,7.61519407,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,5,2,16,0.25,4,261.0802513,0.012444165,0.4,0,7.068544993,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,5,2,16,0.25,4,261.0301548,0.012421907,0.285714286,3,11.55495592,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,6,2,16,0.25,4,258.0544371,0.012237612,0.4,0,7.144223618,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,6,2,16,0.25,4,268.0401863,0.012832596,0.333333333,4,12.68684066,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,7,2,16,0.25,4,271.1073338,0.012992852,0.5,0,13.60202936,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,7,2,16,0.25,4,271.0962253,0.012996032,0.5,3,17.75536907,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,8,2,16,0.25,4,259.0538139,0.012272843,0.4,0,8.366014372,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,8,2,16,0.25,4,259.0538139,0.012272843,0.4,2,8.360409235,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,9,2,16,0.25,4,323.0476598,0.015424298,0.333333333,0,13.91995182,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,9,2,16,0.25,4,328.0316677,0.015227157,0.285714286,6,55.23481533,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,0,4,2,0.25,1,180.062299,0.008526404,0.4,0,2.980154839,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,0,4,2,0.25,1,180.0188157,0.008435083,0.285714286,3,3.183576029,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,1,4,2,0.25,1,204.025246,0.009611823,0.333333333,0,3.050742299,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,1,4,2,0.25,1,204.1076027,0.009674018,0.428571429,3,3.691697734,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,2,4,2,0.25,1,201.0198505,0.009733542,0.2,0,3.20674227,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,2,4,2,0.25,1,201.0196284,0.009441265,0.285714286,8,5.365813836,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,3,4,2,0.25,1,165.0165029,0.008009641,0.2,0,3.141590597,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,3,4,2,0.25,1,165.0161917,0.007929385,0.2,4,3.295270195,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,4,4,2,0.25,1,181.0306509,0.008525005,0.4,0,3.363782029,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,4,4,2,0.25,1,181.0163534,0.008406975,0.25,6,4.020353212,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,5,4,2,0.25,1,163.072367,0.007973647,0.4,0,3.110305809,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,5,4,2,0.25,1,163.0178905,0.007860323,0.285714286,5,4.11776393,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,6,4,2,0.25,1,193.0222755,0.009400565,0.25,0,3.054931841,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,6,4,2,0.25,1,193.0197184,0.009382758,0.2,3,3.269120389,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,7,4,2,0.25,1,181.0183623,0.008803928,0.2,0,3.10039744,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,7,4,2,0.25,1,181.0171463,0.00853518,0.222222222,6,3.70673477,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,8,4,2,0.25,1,185.0761992,0.008696327,0.4,0,2.989698059,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,8,4,2,0.25,1,185.0846031,0.008762846,0.4,3,3.425450772,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,9,4,2,0.25,1,223.0204847,0.010561406,0.2,0,3.067266774,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,9,4,2,0.25,1,223.0190188,0.010374186,0.2,5,4.20608066,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,0,4,4,0.25,1,221.024062,0.010644714,0.25,0,3.534919699,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,0,4,4,0.25,1,221.0222758,0.010556955,0.25,3,4.203998323,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,1,4,4,0.25,1,299.0291169,0.014361645,0.2,0,5.343605273,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,1,4,4,0.25,1,298.0492681,0.013998652,0.4,3,8.357384617,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,2,4,4,0.25,1,290.0275487,0.013862434,0.2,0,4.931610146,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,2,4,4,0.25,1,290.0376249,0.013770986,0.4,8,12.26466557,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,3,4,4,0.25,1,232.0224712,0.01121248,0.2,0,4.049353943,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,3,4,4,0.25,1,232.0481342,0.011066595,0.4,4,5.399492028,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,4,4,4,0.25,1,238.1150702,0.011636014,0.4,0,4.013986591,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,4,4,4,0.25,1,237.0323895,0.011198616,0.4,6,6.869996274,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,5,4,4,0.25,1,248.0283036,0.011999262,0.285714286,0,4.092588382,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,5,4,4,0.25,1,248.0453692,0.011812296,0.4,5,6.325391637,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,6,4,4,0.25,1,256.0604101,0.01263342,0.4,0,3.825239656,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,6,4,4,0.25,1,256.038517,0.012275387,0.4,3,4.509509271,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,7,4,4,0.25,1,244.02338,0.011663741,0.222222222,0,3.583682297,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,7,4,4,0.25,1,244.0242098,0.01147296,0.25,6,4.816111719,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,8,4,4,0.25,1,264.1070805,0.01289797,0.4,0,3.388841913,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,8,4,4,0.25,1,264.1706455,0.012672721,0.4,3,4.482742858,0.15,4
VST-NCA,N/A,uniform,1600,5,10,TRUE,9,4,4,0.25,1,301.029888,0.014572522,0.2,0,4.856348383,0.15,4
VST-CA,mixed,uniform,1600,5,10,TRUE,9,4,4,0.25,1,300.0462821,0.014392298,0.4,5,9.184750822,0.15,4
