Algorithm,Strategy,POIs dist,Net size,Min cap,Max cap,Merge cells,Sample,Num queries,Num users,Prop POIs,Num POIs,Cost,WARL,MRL,Num it,Elapsed time,Alpha,Beta
VST-NCA,N/A,uniform,1849,5,10,TRUE,6,1,8,0.5,4,97.0284447,0.004065483,0.4,0,2.156280248,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,6,1,8,0.5,4,97.00962923,0.004056474,0.2,3,3.941973668,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,7,1,8,0.5,4,97.0284447,0.004065483,0.4,0,2.021963815,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,7,1,8,0.5,4,97.0284447,0.004065483,0.4,2,1.917512233,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,8,1,8,0.5,4,97.0284447,0.004065483,0.4,0,1.931697387,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,8,1,8,0.5,4,97.0284447,0.004065483,0.4,2,2.073055473,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,9,1,8,0.5,4,97.0284447,0.004065483,0.4,0,1.875674835,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,9,1,8,0.5,4,97.0284447,0.004065483,0.4,2,1.998355053,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,0,1,16,0.5,8,98.01433576,0.004017473,0.333333333,0,0.991448406,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,0,1,16,0.5,8,98.01204118,0.004022966,0.285714286,3,2.067221772,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,1,1,16,0.5,8,98.01433576,0.004017473,0.333333333,0,0.968879825,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,1,1,16,0.5,8,98.01204118,0.004022966,0.285714286,3,2.179195819,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,2,1,16,0.5,8,98.01433576,0.004017473,0.333333333,0,1.006670977,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,2,1,16,0.5,8,98.01204118,0.004022966,0.285714286,3,2.040310089,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,3,1,16,0.5,8,98.01433576,0.004017473,0.333333333,0,1.028312672,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,3,1,16,0.5,8,98.01204118,0.004022966,0.285714286,3,2.126844496,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,4,1,16,0.5,8,98.01433576,0.004017473,0.333333333,0,0.979752583,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,4,1,16,0.5,8,98.01204118,0.004022966,0.285714286,3,2.060373944,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,5,1,16,0.5,8,98.01433576,0.004017473,0.333333333,0,1.09021511,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,5,1,16,0.5,8,98.01204118,0.004022966,0.285714286,3,2.086841922,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,6,1,16,0.5,8,98.01433576,0.004017473,0.333333333,0,0.979824823,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,6,1,16,0.5,8,98.01204118,0.004022966,0.285714286,3,2.195385542,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,7,1,16,0.5,8,98.01433576,0.004017473,0.333333333,0,1.002971327,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,7,1,16,0.5,8,98.01204118,0.004022966,0.285714286,3,2.050046739,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,8,1,16,0.5,8,98.01433576,0.004017473,0.333333333,0,0.9910951,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,8,1,16,0.5,8,98.01204118,0.004022966,0.285714286,3,2.146901246,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,9,1,16,0.5,8,98.01433576,0.004017473,0.333333333,0,0.962075026,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,9,1,16,0.5,8,98.01204118,0.004022966,0.285714286,3,2.136850765,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,0,2,2,0.5,1,63.00507064,0.002496199,0.2,0,2.735596942,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,0,2,2,0.5,1,63.00507064,0.002496199,0.2,2,2.64270144,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,1,2,2,0.5,1,96.00812027,0.003873662,0.2,0,2.869402956,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,1,2,2,0.5,1,96.00768183,0.003807744,0.2,5,3.449488633,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,2,2,2,0.5,1,94.00895886,0.003873332,0.2,0,2.775645307,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,2,2,2,0.5,1,94.01000263,0.003998137,0.2,5,3.431859236,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,3,2,2,0.5,1,73.00583224,0.002887861,0.2,0,2.710451001,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,3,2,2,0.5,1,73.00698882,0.003007501,0.2,3,2.764156731,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,4,2,2,0.5,1,78.00649821,0.003126593,0.2,0,2.62950515,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,4,2,2,0.5,1,78.00649821,0.003126593,0.2,2,2.628291276,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,5,2,2,0.5,1,63.00474279,0.002454121,0.2,0,2.587126147,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,5,2,2,0.5,1,63.00589937,0.002573762,0.2,3,2.718296376,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,6,2,2,0.5,1,56.00481741,0.002247359,0.2,0,2.558546225,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,6,2,2,0.5,1,56.00552209,0.002327779,0.2,4,2.802682918,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,7,2,2,0.5,1,66.00485276,0.002563984,0.2,0,2.533170536,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,7,2,2,0.5,1,66.00600934,0.002683625,0.2,3,2.712194242,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,8,2,2,0.5,1,82.00686715,0.003266449,0.2,0,2.714819368,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,8,2,2,0.5,1,82.00686715,0.003266449,0.2,2,2.721365997,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,9,2,2,0.5,1,69.00538784,0.002710542,0.2,0,2.595006656,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,9,2,2,0.5,1,69.0062418,0.002793928,0.2,6,3.201495177,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,0,2,4,0.5,2,120.0124343,0.005077102,0.2,0,2.76115935,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,0,2,4,0.5,2,120.0124343,0.005077102,0.2,2,2.893256861,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,1,2,4,0.5,2,127.0118481,0.005231899,0.2,0,3.462954542,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,1,2,4,0.5,2,127.0109134,0.005120608,0.2,5,6.545889172,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,2,2,4,0.5,2,124.0117098,0.005103139,0.2,0,2.909074329,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,2,2,4,0.5,2,125.0120196,0.005201027,0.2,5,3.860894785,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,3,2,4,0.5,2,125.0116059,0.005129177,0.2,0,3.650955783,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,3,2,4,0.5,2,126.0130635,0.005216958,0.25,3,3.862429201,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,4,2,4,0.5,2,114.0104402,0.004645999,0.2,0,3.034604289,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,4,2,4,0.5,2,114.0104402,0.004645999,0.2,2,2.985228635,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,5,2,4,0.5,2,143.0256054,0.005939857,0.333333333,0,3.098321025,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,5,2,4,0.5,2,144.0153612,0.006027637,0.25,3,3.267692163,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,6,2,4,0.5,2,137.0136038,0.005703431,0.2,0,2.93872167,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,6,2,4,0.5,2,139.0138514,0.005789015,0.2,4,3.527195513,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,7,2,4,0.5,2,116.0102567,0.004681815,0.2,0,2.739312778,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,7,2,4,0.5,2,117.0117142,0.004769595,0.25,3,3.083895466,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,8,2,4,0.5,2,112.0099621,0.004556131,0.2,0,3.044887676,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,8,2,4,0.5,2,112.0099621,0.004556131,0.2,2,3.189735008,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,9,2,4,0.5,2,131.0115341,0.005298037,0.2,0,2.863438986,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,9,2,4,0.5,2,132.0134156,0.005508864,0.2,6,4.295413096,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,0,2,8,0.5,4,166.0714331,0.006810521,0.4,0,6.312783533,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,0,2,8,0.5,4,166.0714331,0.006810521,0.4,2,6.603136255,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,1,2,8,0.5,4,195.0374006,0.008042526,0.4,0,5.29020232,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,1,2,8,0.5,4,195.0176043,0.007920907,0.2,5,13.61699929,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,2,2,8,0.5,4,174.0356521,0.007243382,0.4,0,6.513969616,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,2,2,8,0.5,4,174.0163655,0.007202403,0.2,5,12.93558573,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,3,2,8,0.5,4,171.0424631,0.007038377,0.4,0,5.007465621,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,3,2,8,0.5,4,171.0157809,0.007029369,0.2,3,7.062375356,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,4,2,8,0.5,4,174.048847,0.007283921,0.4,0,7.072624005,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,4,2,8,0.5,4,174.048847,0.007283921,0.4,2,7.366258726,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,5,2,8,0.5,4,188.054038,0.007909372,0.4,0,5.067602711,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,5,2,8,0.5,4,188.0352226,0.007900363,0.4,3,7.176935843,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,6,2,8,0.5,4,160.0389473,0.006588049,0.4,0,4.859025222,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,6,2,8,0.5,4,160.015892,0.00668286,0.2,4,7.373440912,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,7,2,8,0.5,4,178.0366369,0.007440476,0.4,0,6.105312939,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,7,2,8,0.5,4,178.0207045,0.007431467,0.25,3,8.316510422,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,8,2,8,0.5,4,161.0554312,0.006753942,0.4,0,4.700000237,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,8,2,8,0.5,4,161.0554312,0.006753942,0.4,2,4.69146996,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,9,2,8,0.5,4,165.043878,0.006969164,0.4,0,4.591617677,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,9,2,8,0.5,4,165.0159319,0.006815245,0.2,6,12.49804912,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,0,2,16,0.5,8,205.0339713,0.008494502,0.333333333,0,4.48366106,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,0,2,16,0.5,8,205.0339713,0.008494502,0.333333333,2,4.310900548,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,1,2,16,0.5,8,221.0290099,0.008979438,0.333333333,0,4.669188366,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,1,2,16,0.5,8,221.0195883,0.008855293,0.25,5,10.86853252,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,2,2,16,0.5,8,199.0399316,0.008216988,0.4,0,4.839309935,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,2,2,16,0.5,8,199.0258628,0.008222152,0.333333333,5,8.569258317,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,3,2,16,0.5,8,208.0767208,0.008571297,0.4,0,4.796317087,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,3,2,16,0.5,8,208.0341507,0.00857679,0.4,3,5.861022686,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,4,2,16,0.5,8,179.0303776,0.007279527,0.4,0,5.969079966,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,4,2,16,0.5,8,179.0303776,0.007279527,0.4,2,6.020939029,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,5,2,16,0.5,8,205.0300963,0.00847253,0.333333333,0,4.824962538,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,5,2,16,0.5,8,205.0347863,0.00845616,0.4,3,6.162092237,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,6,2,16,0.5,8,214.0698277,0.008642378,0.4,0,5.874880192,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,6,2,16,0.5,8,211.0820401,0.008713789,0.4,4,9.862263798,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,7,2,16,0.5,8,227.0274471,0.009409442,0.333333333,0,4.484916778,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,7,2,16,0.5,8,227.0249685,0.00938692,0.285714286,3,5.566658456,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,8,2,16,0.5,8,211.0426779,0.008662483,0.4,0,5.7760523,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,8,2,16,0.5,8,211.0426779,0.008662483,0.4,2,5.756397412,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,9,2,16,0.5,8,200.0242299,0.008235006,0.333333333,0,5.589683769,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,9,2,16,0.5,8,201.0211118,0.008158871,0.333333333,6,16.85228121,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,0,4,2,0.5,1,164.0265474,0.006828759,0.4,0,3.00547842,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,0,4,2,0.5,1,164.0276919,0.006947301,0.4,3,3.116053058,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,1,4,2,0.5,1,199.0272921,0.008186007,0.333333333,0,3.036081465,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,1,4,2,0.5,1,199.0545128,0.008236874,0.4,3,3.764146862,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,2,4,2,0.5,1,186.0177632,0.007682505,0.2,0,3.137736597,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,2,4,2,0.5,1,186.0249441,0.007694589,0.4,8,5.179748477,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,3,4,2,0.5,1,116.0094102,0.004608206,0.2,0,2.706490811,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,3,4,2,0.5,1,116.0109719,0.004766629,0.2,4,3.12785665,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,4,4,2,0.5,1,129.0104747,0.00512698,0.2,0,2.796968039,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,4,4,2,0.5,1,129.0127656,0.005398561,0.2,6,3.443365182,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,5,4,2,0.5,1,167.0147602,0.006740758,0.2,0,2.896672288,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,5,4,2,0.5,1,167.0158325,0.006878087,0.2,5,3.347203471,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,6,4,2,0.5,1,116.0109962,0.004774869,0.2,0,2.947891057,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,6,4,2,0.5,1,116.0111098,0.00477366,0.2,3,3.402714419,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,7,4,2,0.5,1,171.0219582,0.006983336,0.333333333,0,2.882670696,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,7,4,2,0.5,1,171.0184836,0.007094847,0.285714286,6,3.328581264,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,8,4,2,0.5,1,174.0150476,0.007009483,0.2,0,3.078109136,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,8,4,2,0.5,1,174.0429382,0.007120335,0.4,3,3.835022493,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,9,4,2,0.5,1,189.0167835,0.007677121,0.2,0,2.942233812,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,9,4,2,0.5,1,189.0172223,0.007697995,0.2,5,3.908772341,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,0,4,4,0.5,2,257.0786694,0.010737796,0.4,0,3.645310775,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,0,4,4,0.5,2,254.0892125,0.010661222,0.4,3,4.144838648,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,1,4,4,0.5,2,247.0440559,0.010096086,0.4,0,4.327147511,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,1,4,4,0.5,2,247.033821,0.010462919,0.4,3,6.521814597,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,2,4,4,0.5,2,229.0744083,0.009428778,0.4,0,3.663435196,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,2,4,4,0.5,2,231.0256139,0.009534466,0.285714286,8,7.528052923,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,3,4,4,0.5,2,264.0324147,0.010925223,0.4,0,4.961468681,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,3,4,4,0.5,2,266.0568455,0.010633866,0.4,4,6.915509243,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,4,4,4,0.5,2,218.0208402,0.008979218,0.2,0,3.480678285,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,4,4,4,0.5,2,218.0199741,0.008856611,0.2,6,5.29821073,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,5,4,4,0.5,2,236.0342567,0.009766717,0.333333333,0,3.403216944,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,5,4,4,0.5,2,236.027526,0.009783636,0.333333333,5,5.119781132,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,6,4,4,0.5,2,227.0269853,0.009507,0.285714286,0,3.276907341,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,6,4,4,0.5,2,228.0524402,0.009548419,0.4,3,3.579135501,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,7,4,4,0.5,2,230.0214508,0.009410211,0.2,0,4.204567166,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,7,4,4,0.5,2,231.0228844,0.00951513,0.25,6,5.302858584,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,8,4,4,0.5,2,216.0193873,0.008789814,0.2,0,4.023446518,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,8,4,4,0.5,2,217.0200345,0.008795198,0.25,3,5.450272224,0.15,4
VST-NCA,N/A,uniform,1849,5,10,TRUE,9,4,4,0.5,2,214.0417835,0.0086894,0.333333333,0,3.271181804,0.15,4
VST-CA,mixed,uniform,1849,5,10,TRUE,9,4,4,0.5,2,214.020759,0.008714009,0.25,5,4.609776047,0.15,4
